"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"5.550206253/578.2212386","0.7360093","0.4647752","0.6965519","1.1793982","0.6910031","0.9544367","1.2625570","0.8696844","1.2790439","1.2168654","1.3975226","1.2756386","1.5643379","1.2923939","1.7921347","1.8288558","2.0833366","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.4658581","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.5831255","0.1839179","0.2490272","0.2157085"
"7.371435092/665.5472597","0.6992668","0.4942897","0.6484839","1.0667305","0.8489317","1.1176500","1.1039016","1.0304068","1.1174882","1.1466461","1.0617565","1.4574393","1.1805206","1.2825883","1.5569346","1.3343979","1.3282787","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.3433133","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.3953787","0.1905419","0.1859542","0.2820428","0.4709309","0.1836315","0.4767954","0.4113064","0.3237449","0.1975231","0.3916574","0.2430314","0.3538722","0.4265797","0.1839179","0.4948085","0.2157085"
"4.851811133/793.312768","0.8635026","0.5692965","0.8016588","1.6123424","0.8189937","1.4558015","1.6149534","1.2867170","1.6600918","1.7113450","1.6687727","1.3677259","1.9694888","2.0099591","2.0724398","2.1227131","2.3040946","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.5224854","0.1905475","0.1975231","0.5669557","0.2430314","0.3538722","0.6668884","0.1839179","0.2490272","0.2157085"
"4.703527769/632.1356156","0.5789300","0.7635618","1.2774308","1.4489168","1.0916830","1.2797134","1.6854612","1.7033682","1.8469329","1.9459964","1.4731516","2.6271325","1.6303199","2.1334131","2.7182201","2.2693173","1.8726935","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.1976506","0.1836315","0.2616723","1.5790487","0.1905475","0.1975231","1.3397205","0.2430314","0.3538722","1.8785288","0.1839179","0.2490272","1.6194716"
"4.826922177/732.4112413","0.9354069","0.6352622","0.7825318","1.6008860","1.0770454","1.1769535","1.0402546","0.9901213","1.3409947","1.7210273","0.8985443","1.4059191","1.2316256","1.5228866","1.0609120","1.8493974","1.9303277","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.3987977","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"4.3077235/322.1654311","0.1907524","0.2328864","0.1830081","0.6511913","0.5277362","0.4565192","0.6532293","0.5352868","1.0249129","0.7788454","1.1324846","1.1962725","1.0148543","1.2810842","1.4997802","1.0609377","1.4984925","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.4104531","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.3839464","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.905626307/163.0397855","0.9246045","0.9500710","2.2829394","0.8972395","1.0732081","2.8475386","1.2503638","0.8718160","1.8922377","0.7475380","1.3284871","2.1763658","1.0777999","0.7988712","2.1693539","0.6922553","0.8370741","2.8618400","2.9717267","2.8788692","5.2982509","5.4986380","5.4600625","5.8187004","6.4230054","6.2812631","6.4437987","6.4497003","7.2990286","7.5285051","6.9829565","8.6082086","8.4884476","7.6492269","8.6310973","8.6646567","8.1520724","4.3855118","2.9328776","5.7218558","4.3531517","5.5459368","6.3492395","4.7882485","6.1729542","4.9684087","5.0917397","5.6333122","7.3422123","4.8613103","6.4275488","6.4149243","5.6440473","6.1750694"
"3.169443781/293.951504399999","1.0806847","0.7854452","0.9747197","1.4391286","1.2840264","1.4600772","1.5262524","1.4357297","1.6175845","1.5934218","1.6499228","1.6272729","1.8001479","1.7480272","1.8417105","1.8268434","1.9067515","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.5744878","0.1836315","0.2616723","0.6655569","0.1905475","0.1975231","0.8148262","0.2430314","0.3538722","0.7202599","0.1839179","0.2490272","0.3083139"
"2.091307154/375.0644628","0.6262059","0.4852984","0.3396002","0.9781550","0.6394263","0.9471703","1.2407137","0.6687318","1.0217107","0.9236772","1.1275569","0.9130258","1.2133776","1.2172486","1.2142400","1.0465355","1.0714863","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.3474983","0.2820428","0.3262237","0.1836315","0.2616723","0.4257240","0.1905475","0.1975231","0.4057064","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.335024828/383.077483","0.8658439","0.7530187","0.7294701","1.4415568","1.1311870","1.1293337","1.2729840","0.9083535","1.2143376","1.5024118","1.5426295","1.5108482","1.5741870","1.6215784","1.5259168","1.4046267","1.5420788","0.8158214","1.0638431","0.4006618","0.7681767","0.5850871","0.3839738","0.2981223","0.5010389","0.3374740","0.3802980","0.1559899","0.3527389","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.6823298","0.8469010","0.7320497","0.4866495","0.4907211","0.7436679","0.3689609","0.5295027","1.0458924","0.6970337","0.4019264","0.4060350","0.3538722","0.5601437","0.7781253","0.4653700","0.2157085"
"3.023012353/541.1340004"," 0.1907524"," 0.2328864"," 0.1830081"," 0.1918572"," 0.4402456"," 0.1890785"," 0.1871936"," 0.2923256"," 0.1881105"," 0.1874053"," 0.2111813"," 0.1880468"," 0.1853669"," 0.2044198"," 0.1884342"," 0.1891223"," 0.1922293"," 4.5648004"," 4.9860892"," 4.1831864"," 6.2775755"," 7.4464979"," 6.2685759"," 4.2047009"," 6.6149255","10.1764416"," 6.7691135"," 4.4662352"," 7.4503324"," 9.5510209"," 7.1612224"," 8.5168120","12.7932565"," 7.1648557"," 7.9953310","12.0450660"," 7.7435134"," 0.2083406"," 0.1905419"," 0.1859542"," 0.2820428"," 0.1845282"," 0.1836315"," 0.2616723"," 0.1889901"," 0.1905475"," 0.1975231"," 0.1896299"," 0.2430314"," 0.3538722"," 0.1857860"," 0.1839179"," 0.2490272"," 0.2157085"
"3.377439103/1786.901834","0.5766729","0.7315920","0.6591246","0.8980355","0.8483614","1.3737315","1.1943794","0.9350758","1.3827273","1.3161883","1.3966498","1.0570604","1.4813545","2.0526746","1.2771979","1.9411079","2.2824712","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.5732615","0.1905475","0.1975231","0.6621003","0.2430314","0.3538722","0.5620270","0.1839179","0.2490272","0.2157085"
"2.009633826/288.0914627","0.1907524","0.2328864","0.3039889","0.1918572","0.2659752","0.5987809","0.1871936","0.2923256","0.4327526","0.1874053","0.2111813","0.8559834","0.3426202","0.2044198","0.7100522","0.3696899","0.1922293","0.1858414","0.2205402","0.3267248","0.2926429","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.3519822","0.3768527","0.2891205","0.1895645","0.3850708","0.4646483","1.3575873","0.8464597","1.9543568","1.9714351","1.9704572","2.1108184","2.1392284","2.2010519","2.5383503","2.3780498","2.5155755","2.5621994","2.0963567","2.3700557","2.7907052","2.8686337","2.8683809"
"5.215945535/292.0691305","4.1776793","4.0042466","4.3407579","6.2538590","5.5286665","5.9380282","6.6535439","5.9557086","6.7207460","6.9567330","7.2621643","7.4745965","7.9383100","8.1580591","8.3561511","7.9128033","8.8096840","1.5189283","0.9094521","0.6645650","0.5451014","1.0728725","0.5543703","0.1646155","1.0611648","1.7298869","1.1230112","0.3992146","0.9337454","1.4645556","0.8499456","1.7994178","3.1156495","1.1837175","0.1895645","1.5540178","0.7215204","1.1716034","1.0469576","1.2104525","1.3481497","3.3015220","1.1616041","1.5081878","3.8087596","1.3227605","1.6610157","4.0022591","2.0230466","2.0926741","4.4868548","0.7265268","2.1719959","2.3206512"
"2.554813169/440.116826","0.7009886","0.5039738","0.7511422","2.5008720","1.9609913","1.4395329","2.9321682","2.1290803","2.1562688","2.7156267","2.3858571","2.2372559","2.8993573","2.6790298","2.7516161","3.2124473","2.9921376","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.3189374","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.6316846","0.1836315","0.2616723","0.7998202","0.1905475","0.1975231","0.8454307","0.2430314","0.3538722","0.8053592","0.1839179","0.2490272","0.9934122"
"5.624005454/235.1700645","0.8502375","0.6513873","0.6102046","0.9990057","0.9136937","0.8412787","1.3251011","1.0824564","0.8770874","1.3136449","1.0251464","1.3213234","1.4590879","1.0133971","0.9508117","1.3809182","1.3284175","0.8395021","0.7311093","0.7018146","0.8582581","0.5257268","0.6610245","0.8034250","1.1213306","0.6454005","0.6375605","0.6833870","1.1214115","1.0239913","0.8013884","0.8060548","1.2465831","0.7710233","1.0850698","0.7764488","0.7637534","1.0736950","0.6488954","0.5402509","0.7416368","0.9728974","0.6806784","0.8720553","0.8826895","1.1282228","1.1301301","0.7905415","0.9581244","1.0894928","0.9208776","0.9962037","1.1383843","0.8249592"
"5.728852448/283.190112","5.894009","5.503585","5.531485","8.472839","7.395714","7.525293","8.577030","8.292035","8.323183","9.667345","8.320615","8.645085","9.628844","8.936991","9.112330","9.217205","9.442031","2.292212","1.541970","1.719404","1.887373","2.233429","1.891794","1.759327","1.832903","3.270939","1.680535","1.623199","1.799375","2.658090","1.310331","1.131702","2.303117","1.833860","1.662899","2.028152","1.878022","2.113891","1.499122","1.597266","2.363589","3.786596","1.494985","1.765403","4.159689","1.777083","1.731281","4.149407","1.592507","2.139922","4.299790","1.753028","1.869376","3.184500"
"5.179178835/716.4165003","4.5157087","4.3903371","4.0107340","6.4137889","5.1099787","4.8064980","6.5247053","5.4064595","5.2864951","6.6871798","5.5803395","5.7860674","6.7757296","6.1825427","6.7535391","7.2184887","6.7291885","0.1858414","0.2205402","0.4508851","0.5972126","0.4697223","0.1812455","0.1646155","0.3785390","0.7901527","0.5436201","0.1559899","0.4897557","0.3024588","0.1882822","0.4666251","0.6861533","0.4171096","0.1895645","0.3850708","0.2116913","0.6359710","0.3775921","0.1859542","0.2820428","2.2719780","0.3854153","0.5259101","2.5567718","0.1905475","0.4443186","2.5550820","0.2430314","0.6983492","2.7287709","0.7967957","0.4771128","1.9846479"
"9.074194005/817.5690317","0.6969009","0.6590453","0.4895584","0.5283880","0.5005367","0.8123042","0.7086516","0.7514300","1.0288945","0.6156047","0.5443639","1.2082425","0.9817266","0.8811261","1.4769222","1.0823961","1.4713329","0.1858414","0.3001091","0.2688697","0.1843199","0.3546753","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.2450588","0.2043778","0.4128410","0.2974061","0.2308208","0.3768527","0.3009149","0.1895645","0.5812426","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.2994317","0.1836315","0.2616723","0.3406446","0.1905475","0.1975231","0.3299450","0.2430314","0.4661193","0.3209956","0.1839179","0.2490272","0.2157085"
"3.274759455/531.1734889"," 0.4118120"," 0.2328864"," 0.1830081"," 0.1918572"," 0.2659752"," 0.1890785"," 0.1871936"," 0.5670262"," 0.1881105"," 0.1874053"," 0.2111813"," 0.4662842"," 0.4560242"," 0.2044198"," 0.1884342"," 0.1891223"," 0.6070143"," 5.2668470"," 5.7631449"," 6.5366405","12.6272971","15.6667729","12.3628774","12.1044483","14.1344060","18.5523568","14.2299390","13.6565888","16.2596985","19.9496312","14.4643524","18.6053395","23.5950326","15.4352584","16.9330746","20.8225422","16.7170054"," 0.2083406"," 0.1905419"," 0.5920823"," 0.6848248"," 0.1845282"," 0.3888068"," 0.2616723"," 0.1889901"," 0.5009722"," 0.4932436"," 0.1896299"," 0.2430314"," 1.3751621"," 0.1857860"," 0.9721934"," 0.4230121"," 0.8387022"
"8.295579277/762.508688","2.4583003","2.8598215","2.8158251","2.3799728","3.2677491","3.6972146","3.1017873","3.3099883","4.3410969","2.9949756","3.6037545","5.3551438","3.7645027","4.4458268","6.6654735","4.0815606","4.5914880","0.1858414","0.6272279","1.3289065","1.1297260","0.5352545","0.8998902","0.1646155","1.3165071","2.3009055","1.2010964","0.6149053","1.0727227","1.7454893","1.7176761","1.3243306","1.6973733","0.9625330","0.1895645","1.7446330","0.6914753","0.6734033","1.2795021","1.3072740","1.4215337","1.6465135","0.9686469","0.8630291","1.9649141","1.5205677","0.8613146","2.2798919","0.2430314","3.3198557","2.7885047","1.2460175","0.7029175","2.9713483"
"5.781344256/300.1872607","4.7703274","4.5878840","4.7336462","5.9891981","5.4062628","5.4085905","6.1152756","5.6968014","5.7845249","6.1380512","6.0454870","5.9926927","6.5439798","6.5262838","6.3536304","6.6499673","6.4737154","0.1858414","0.4256287","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.3644417","0.3024588","0.3484905","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","2.6183204","0.1836315","0.2616723","3.0070171","0.1905475","0.1975231","3.0078399","0.2430314","0.6386342","3.1418865","0.1839179","0.2490272","1.9857350"
"8.284956968/822.4646939","0.8879100","1.1250307","0.8433566","0.6664999","0.9136618","1.2624848","1.2258790","1.0152599","1.1781854","1.0414096","1.3575739","1.9387210","1.3121567","1.7607978","2.3683580","1.6658702","1.8503898","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.6127624","0.1836773","0.1559899","0.2043778","0.6448127","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4062473","0.1836315","0.2616723","0.4184706","0.1905475","0.1975231","0.5867799","0.2430314","0.3538722","0.8921707","0.1839179","0.2490272","0.7250544"
"5.355345981/281.175278","1.6160350","1.4500682","1.8014534","2.2182653","2.3747474","2.1577430","2.0585507","2.3693165","2.3640901","2.2249845","2.3933019","2.4463786","2.3282560","2.5911700","2.6545113","2.2892214","2.6843499","1.2583385","1.4895911","1.3871419","0.9350152","1.5363216","0.9114653","1.0428187","0.8934582","2.5044520","1.2113901","0.8319515","1.3401086","1.5538933","1.2395199","1.2302127","2.0337596","1.3072127","1.0985051","2.8857416","1.2946094","2.1509837","1.2320706","1.1232669","1.7619076","1.2799410","1.3345118","1.6665584","1.4252109","1.2836742","1.2940558","1.4010911","1.2014299","2.1221920","1.3400376","1.1974685","1.5607960","1.2842737"
"4.798000091/222.0049657","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.4709482","0.4422614","0.2923256","0.6414958","0.4152668","0.2111813","1.3243154","0.4850961","0.4545645","2.1862032","0.5417998","0.6064536","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","1.1233703","0.5856338","0.6620564","1.3466809","0.9350333","0.9221194","1.5934071","1.5577990","1.1067483","2.5430673","1.6880018","1.5914187","2.0772087","2.0146025","1.4210843"
"5.052400079/752.3928614","1.1747465","1.0807011","1.2254060","1.5719220","0.8766781","1.3120006","1.6637511","0.9874047","1.5355076","1.6885276","1.2343612","1.7003451","1.3760990","1.3040012","2.1288542","1.7471194","1.7390970","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4200945","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.4035265","0.2430314","0.3538722","0.4519469","0.1839179","0.2490272","0.2157085"
"5.094221712/719.4255477","1.0878155","0.9711649","0.5433111","1.6350174","1.3454018","1.2765593","1.7229488","1.0273728","1.2658640","1.5272406","1.3674121","1.5741873","1.8590686","1.6266567","1.8562328","1.9105087","1.8077777","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.465668762/512.1876844","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","0.6809260","1.2417549","0.9902566","0.4228220","0.6212011","1.2941245","0.8402457","0.3327486","0.5187003","1.6645567","1.1396715","0.7114349","0.9402172","1.4990619","0.9327186","1.7075480","1.8233966","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.092239338/774.330589","0.9043785","0.8932740","0.7115651","1.0755570","1.5973471","0.7290024","1.5480085","1.4142998","0.8437729","1.3252415","1.7450529","0.8463784","1.5449010","1.4541356","1.0094821","1.2165488","1.6793999","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4045702","0.1836315","0.2616723","0.4079641","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
