"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"2.950714892/399.2014577","0.4668031","0.5103097","0.6254759","0.7705781","0.7254430","0.6289189","0.8253485","0.8472833","0.7625114","0.8118694","0.9552163","0.6446150","0.5198620","0.7649130","0.9753354","0.8173839","0.8433480","0.9151993","1.0504553","0.8937342","0.5714195","0.8469478","0.8228493","1.3959126","1.2222345","1.4288701","0.8233104","1.4652836","1.3218635","1.5017061","1.1665152","1.5200841","1.4607619","1.4818187","1.1209793","1.5882709","1.5346559","1.5816559","1.1448423","1.6718643","1.5198952","1.5747640","0.5766114","0.4765837","0.9874459","0.7973127","0.9143512","0.9485516","0.9769353","1.0075570","0.7425185","1.0954543","0.8645708","0.9993568","0.8895716","1.0552310","1.0037792","1.3017883","0.9563585"
"3.972424601/523.3491097","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.4793635","0.5518956","0.5238845","0.3867003","1.4688194","1.5006169","1.5352188","0.9189576","1.6208332","1.6047584","1.7195386","1.1766901","1.8336350","1.8263898","1.7929166","1.2984541","1.9311304","2.1378133","1.9641938","1.3570354","2.0610246","2.0430493","2.0612223","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.189826595/154.0496954","0.8841869","0.6562236","0.7270823","1.0363957","0.8675133","0.8094317","0.6489039","0.7949636","0.7675124","0.9090489","0.7436587","0.7385860","0.6241170","0.9556597","0.7640100","0.9650940","1.0604682","0.9254902","0.7307732","0.6937698","0.6232397","0.9197860","0.7442419","1.5512628","1.6688818","1.6846317","0.9471834","1.7918069","1.7980752","1.9683631","0.8532262","2.0415294","2.1832147","2.0466268","0.7056262","2.3443782","2.3735840","2.3994968","1.0850364","2.5274783","2.5335025","2.5970435","0.4776703","0.7839515","1.5713924","0.9251892","1.0779859","1.5498478","1.7231385","1.3820621","1.5569258","1.9281221","1.2662188","1.0351048","1.5142777","1.4203269","1.3659076","1.7612510","1.4345263"
"2.741621782/163.0863464","0.5436489","0.6395249","0.6696926","0.5858232","0.5565734","0.5156999","0.5526265","0.7881464","0.6848004","0.8438751","0.8211855","0.6606503","0.6048393","0.9361544","0.8091058","0.6145810","1.1799398","0.9273472","0.7183573","0.4178906","0.6011085","0.6734661","0.9637764","1.6128643","1.3381250","1.1986150","1.2517340","1.5828801","1.6086936","1.4615715","1.4058110","1.9979501","2.0713201","1.6077914","1.5042027","2.7666767","2.1805118","1.6786322","1.4604893","2.4200893","2.2622247","1.9387151","0.5434019","0.5191999","1.5911025","1.6709330","1.2518848","2.1201883","1.5941410","1.4291064","1.9979426","1.9190200","1.2559691","1.8360329","2.2017558","1.3427039","2.0642102","2.4485374","1.4549122"
"2.304474015/218.012158","0.2564848","0.1667877","0.1322586","0.5295930","0.1794094","0.3398137","0.5514837","0.1910218","0.4000971","0.4901045","0.5513206","0.4485220","0.3059008","0.6227642","0.4278950","0.5104915","0.3672644","0.6944920","0.5687466","0.7346060","0.4766893","0.6443592","1.0549219","1.3262594","1.1837284","1.1966759","1.0824081","1.3679997","1.1402692","1.2917804","1.2288286","1.5449185","1.4175082","1.0781178","1.2938649","1.6564083","1.5658363","1.4100597","1.3643978","1.7923940","1.5209623","1.4645276","0.1486250","0.1398771","0.2459606","0.1898060","0.2403195","0.2614716","0.1780949","0.2709673","0.2708922","0.2389435","0.1295987","0.1741559","0.2422545","0.2362885","0.1373812","0.3031135","0.1460760"
"3.726468849/477.3064832","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.3382475","0.1377072","0.1423285","0.2752169","0.2822831","0.1671812","0.2930725","0.1432013","0.4320835","0.3672644","0.2790475","0.1387689","0.2720586","0.2694945","0.4109732","0.3754332","1.4209999","1.4335652","1.4510606","0.7649108","1.5702620","1.2740127","1.5787824","0.9513571","1.7126019","1.7123022","1.6414467","0.8693015","1.8147118","1.8602331","1.7538679","0.7791889","1.8756182","1.7987570","1.7794163","0.1486250","0.1398771","0.4782354","0.4717360","0.1312682","0.5578698","0.1780949","0.3201081","0.3691460","0.1399014","0.3674867","0.6953945","0.2422545","0.5431468","0.7084725","0.5932056","0.4811007"
"2.127866998/233.8421986","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.6733906","0.9359066","0.8079707","1.2257310","1.5949451","1.4671173","0.6629425","0.8279930","1.8507647","1.3955217","1.7081254","1.6790509","2.0197962","1.7164554","0.8483346","1.6665132","2.0365938","1.8603724","1.7802646","1.6160394","2.1303643","1.9290034","1.9179565","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.669626168/302.2064193","0.3831911","0.4696085","0.6036940","0.5657240","0.4565005","0.6497243","0.4758254","0.4655879","0.7206574","0.7598767","0.7553836","0.8023241","0.8204223","0.6919156","0.6855444","0.8894735","0.3672644","0.7569839","0.8280602","0.7343046","0.7162870","0.8361900","1.2651574","1.3371733","1.3460662","1.6299238","1.6445645","1.8504056","1.5941086","2.1558144","2.3362048","2.3866297","2.1646480","2.2908075","2.6188251","2.5906330","2.1052716","2.9235727","2.7319398","2.9055755","2.6271174","3.3013183","0.6587530","0.6623445","1.3055723","1.2237636","1.3557465","1.5098317","1.4400164","1.6810609","1.3630775","1.7210811","1.6687634","1.9097045","1.7435845","2.2189130","1.9839807","2.0763745","2.5014515"
"2.199036596/235.1062184","0.8651162","0.5871580","1.0601274","1.2448596","0.8199425","0.7994140","1.2951455","1.2345248","0.9468682","1.1863766","1.5532354","1.5330753","0.9703430","1.5491303","1.9101411","1.3892829","0.3672644","1.3796442","1.5953167","0.6196118","0.7656774","0.6251221","1.0079670","1.6247354","1.8731883","0.5091599","1.3566894","1.4475074","2.3230118","0.7819720","0.9467271","1.8162591","2.7306043","1.6423395","1.5472410","3.2105473","3.1461017","1.6551568","1.7847100","3.6118603","2.8673253","2.1678598","0.5517435","0.9591399","0.9088580","1.1553679","0.7410871","0.8578086","1.2009722","1.0555812","0.9403436","1.3558549","0.9149610","1.1636772","1.1738881","0.9753723","1.4699093","1.4878738","1.0765672"
"1.113937684/152.0563646","0.8743036","0.7212521","0.6077620","1.2485283","1.1618901","0.8790974","0.9052921","0.9032562","0.9515725","0.9397614","1.0571615","0.9603452","0.6402244","0.8246131","1.2005283","0.8183088","1.1009946","0.9880973","0.9014527","1.0659818","0.7110528","0.7222640","0.9408649","1.6980842","0.6657315","1.5205340","1.0502542","1.7395008","0.9662580","1.5277594","1.3906079","2.7116635","1.4031024","2.0845975","2.8820702","3.0070805","2.1150313","2.2588142","2.2532955","3.0302551","2.2523827","3.0984151","1.0858055","1.0716987","1.5799874","2.2338641","1.5715266","2.6219362","2.1903464","1.8755280","1.8566334","2.0481414","1.5078739","1.8916197","1.3418690","1.6143008","1.1433697","2.1570326","0.9217942"
"3.438730027/512.2861551","0.1426650","0.1667877","0.2729564","0.6188365","0.3713729","0.4967995","0.5073788","0.4323289","0.5186422","0.5182812","0.4938105","0.5824219","0.1671812","0.6347070","0.6212405","0.6371824","0.3672644","0.6801800","0.5622650","0.4206490","0.4386114","0.3745260","0.8608523","1.2634182","1.1711331","1.3976568","0.9468640","1.5298389","1.1087901","1.3426417","1.0744384","1.6153856","1.4621668","1.4477248","1.0946359","1.6933096","1.5755004","1.6607776","1.1034163","1.7666737","1.4131257","1.6000184","0.1486250","0.1398771","0.1367002","0.3825739","0.1312682","0.1381972","0.1780949","0.3946097","0.3116916","0.2917404","0.1295987","0.4569275","0.2422545","0.2742400","0.3675871","0.3298696","0.3775762"
"2.343822096/376.1860895","0.8599571","0.5933796","0.8586353","1.5061038","1.1133028","1.0376997","1.5656918","1.0213962","1.1074176","1.4812188","0.6822333","1.0665554","1.2484772","1.4993372","1.5603924","1.1612494","0.5633786","1.4004159","1.2422393","0.9076296","0.9403553","0.8998687","1.0265143","1.3875174","1.3126350","1.4050295","1.1534569","1.5378643","1.0626576","1.4640685","1.2862200","1.5796512","1.4775928","1.4680038","1.3322246","1.6120487","1.5804262","1.5762918","1.4050415","1.6835036","1.3102954","1.6355200","1.0512290","0.9885644","1.5396635","1.4018089","1.4208845","1.6943203","1.4457825","1.6234191","1.6544996","1.7601808","1.3432407","1.6297250","1.4539366","1.5880131","1.6526719","1.7902511","1.4324593"
"4.731419122/197.0962205","0.5596292","0.3406767","0.5821930","0.5332599","0.5285497","0.4956943","0.4588994","0.4075711","0.3909130","0.5532468","0.3970976","0.4327497","0.5567963","0.7313736","0.5640031","0.5918149","0.7691482","0.5924455","0.5059705","0.6070234","0.5947985","0.7358080","0.9277937","1.3979188","1.2661554","1.3070246","0.7916999","1.4759214","0.8394479","1.4606430","1.3657322","1.5489570","1.4821275","1.4354498","1.2827400","1.6421455","1.6726509","1.5271284","1.2559722","1.6703411","1.5524835","1.5578939","0.3964771","0.3539272","0.3715891","0.3750494","0.3190660","0.3693166","0.3390551","0.3180811","0.4871859","0.3440326","0.3265412","0.4215490","0.5916162","0.3323434","0.3702127","0.3864588","0.3525293"
"2.454345056/211.1073091","0.6737528","0.6928979","0.7905989","1.0903462","0.6895580","1.2627273","1.1935874","0.5971414","1.2798292","0.9261186","0.8107976","1.1724234","0.9504155","1.2294148","1.4607371","1.4042306","0.3672644","1.3177785","0.6907642","0.4354305","0.6023190","0.5611895","0.8096201","1.2335490","0.8139757","1.1856163","1.0968550","1.2574233","0.7382800","1.0534635","1.2430037","1.6488364","1.4637571","1.4347043","1.3086882","2.1004801","1.5323166","1.6666243","1.4934615","1.8482956","1.4805817","1.8310413","0.4496490","0.8144579","1.6767782","1.3690323","1.0083520","1.5556432","1.2544997","1.3098944","2.1704119","1.7558835","1.3086226","1.6291369","1.6581618","1.1919249","1.8349757","2.3129824","1.3973516"
"3.498272263/495.3172582","0.1426650","0.1667877","0.1322586","0.2828857","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.4218150","0.4303111","0.3048333","0.4054424","1.2755579","1.0800541","1.3579438","0.6713339","1.3996749","1.3360187","1.4435410","0.9864788","1.5648871","1.5507159","1.5483116","1.0473755","1.6819117","1.7866403","1.6686083","1.1071815","1.7707033","1.4021911","1.6836616","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.109375689/398.1663545","0.1426650","0.1667877","0.1322586","0.2754890","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.2825163","0.2689426","0.1336142","0.1671812","0.2912560","0.2815641","0.1349067","0.3672644","0.1354692","0.2812472","0.6889651","0.9115349","0.9985172","0.9741521","1.1428034","1.4192659","1.7241722","1.0265234","1.2979223","1.3825242","1.6894176","1.4059461","1.6120371","1.6061047","1.6789965","1.5609255","1.5362800","1.8979367","1.9288330","1.8925608","1.9508898","1.8080338","2.2133896","0.1486250","0.1398771","0.3885882","0.3610462","0.1312682","0.4853610","0.3990475","0.2346135","0.2453632","0.3301882","0.2507507","0.2977315","0.2422545","0.3643540","0.3461147","0.3104328","0.4334688"
"4.332083566/252.1077486","0.2889487","0.2886537","0.4057562","0.3309956","0.4057979","0.2908902","0.2980694","0.3336404","0.5686626","0.7356339","0.5208379","0.4521702","0.3786517","0.4392218","0.7050199","0.6523674","0.3672644","0.6256062","0.7591870","0.2804661","0.3403275","0.3597857","0.4934994","1.0044577","0.7029338","0.7735280","0.7896088","1.1213946","0.5863659","0.9764730","1.0560643","1.2197925","0.9461420","0.9996612","1.0412145","1.3207173","1.0601594","1.1203273","1.1020453","1.4319274","0.5478918","1.1811807","0.4180542","0.2692688","0.3964791","0.3407343","0.3468439","0.5780978","0.4402122","0.4124382","0.5330672","0.4114491","0.4959532","0.5127568","0.4511852","0.6024533","0.8617085","0.6117012","0.6291360"
"4.981278919/535.0346441"," 0.8015460"," 0.9547457"," 3.4850926"," 0.1421638"," 0.1794094"," 4.7026174"," 0.1402999"," 0.5070083"," 4.2098046"," 0.1423285"," 0.3432218"," 4.3080140"," 0.3468356"," 0.1355053"," 0.1432013"," 4.2807624"," 0.3672644"," 1.0901899"," 0.6423429"," 0.1401607"," 1.3394025"," 5.3969575"," 0.2679086"," 1.2154723"," 1.0748216"," 5.9409783"," 0.2748690"," 0.3057463"," 0.2202716"," 4.8958326"," 0.2651998"," 0.5050986"," 0.3968806"," 4.2293487"," 0.1245201"," 0.4273800"," 0.2468012"," 5.7607098"," 0.1419555"," 0.1366865"," 1.8701430"," 3.1641675"," 8.6385919"," 8.0998923","12.3264621"," 7.9335268","11.2415136","13.3515756","13.4798518","12.5511463","12.9004035","13.6806655","11.6425611","16.9573156","11.6293883","13.2489054","14.3135125","16.0961953","12.8602577"
"2.573485201/243.0076054","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.2975118","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.2884273","1.0321804","1.0263267","1.1428198","0.6264122","1.1944975","1.1629698","1.2962160","0.8322346","1.3494254","1.4946320","1.4130302","1.0652441","1.6774573","1.7492346","1.5815520","1.1752599","1.5723637","1.8085152","1.7678283","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.608036383/322.1861234","0.3165404","0.4665825","0.4607455","1.0677886","0.5951379","1.1676033","1.1785757","0.4517796","1.2860103","1.2073609","1.4446720","1.2486075","0.7623215","1.4430229","1.5486662","1.5277670","0.3672644","1.4998846","1.7840581","0.3745354","0.6773899","0.3630975","0.4093749","1.3264279","1.2633297","1.3824892","0.8697974","0.6928570","1.1256593","1.3522350","1.2334555","1.5467020","1.4615967","1.5422087","1.3461911","1.3165182","0.7807780","1.9046304","1.4138210","1.8748721","1.6733971","1.9905804","0.4308446","0.4890662","0.8984332","0.7349915","0.9928129","0.9961673","0.7230886","1.1944919","1.0190081","1.0374777","1.0034834","0.8934922","1.1444240","1.1999385","1.0734740","1.0867363","1.1321448"
"2.683802029/383.2282458","0.3775872","0.4960377","0.4668323","0.5015598","0.3664384","0.6371241","0.6130881","0.4588973","0.6400886","0.4958979","0.7152954","0.4794016","0.5744487","0.8074717","0.6279441","0.8704869","0.3672644","0.5901190","0.5091971","0.2760780","0.2939815","0.4291628","0.7688636","1.1374889","1.1765275","1.1519546","1.1101366","1.4988846","1.2469044","1.6509499","1.4283751","1.7411579","1.3177553","1.5476107","1.4549528","1.6172692","1.7909211","1.7461829","1.4643605","1.7950789","1.3718513","1.9129906","0.1486250","0.1398771","0.3559453","0.3369037","0.4118790","0.7249783","0.5404552","0.5644539","0.7313165","0.6836652","0.7117495","0.9496574","0.4164922","1.0367894","1.1063845","0.4868339","0.9726979"
"3.248069647/429.3065351","0.1426650","0.1667877","0.1322586","0.3848032","0.1794094","0.4550185","0.5312515","0.1910218","0.6940173","0.5092076","0.4759060","0.8576599","0.6471560","0.5154062","0.6705489","0.9032122","0.3672644","0.7223399","0.7433827","0.1401607","0.1554694","0.2970941","0.7421068","0.9820859","0.7664230","1.0017583","1.0992439","1.1921350","0.5964915","1.2324515","1.4163179","1.4267713","1.1745379","1.3649841","1.6399263","1.5945578","0.8014339","1.6457599","1.7302052","1.7170650","1.1982461","1.8657165","0.4994161","0.5088888","1.0102379","0.8317213","1.0827190","1.3422058","0.9994289","0.8367600","1.1430360","1.3202140","0.9737424","1.4824264","1.2488341","1.4111687","1.4457962","1.3360138","1.4096359"
"3.245815415/598.2866821","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.6386662","1.1742878","0.8721075","1.5160650","0.7147074","1.4379235","0.5463739","0.8005391","0.7252813","1.7657315","0.6995841","1.7683099","1.0690099","1.9115088","1.2276768","2.1318525","1.0927967","2.5977945","1.3024976","2.1991641","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"3.4662688/520.2553925","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","0.7289591","1.1863325","0.8567872","1.2588852","1.0645685","1.1661148","1.0827712","1.4871308","1.2884793","1.5927095","1.4406163","1.3239133","1.1042576","1.7336428","1.2441526","1.7560971","1.4990257","1.8305699","1.3062109","1.9739657","0.1486250","0.2892544","0.7359967","0.3364751","0.5898221","0.4562838","0.6064372","0.8598623","0.6043723","0.5824740","0.6162487","0.7382046","0.5969448","0.8050255","0.7995682","0.6471331","0.7917892"
"2.175678139/281.1125708","0.4900639","0.6619840","0.7522453","1.8627872","1.1829912","1.5427106","2.0345221","1.0964648","1.9389686","1.7831504","1.8674615","1.1165929","1.1171163","2.0749771","2.3177635","2.4952875","0.3672644","2.6668913","2.3410320","0.5912193","0.2819658","0.2790905","0.2934061","0.9606069","0.5287222","0.9029285","0.3257431","1.0399651","0.5117345","1.0461452","0.6760171","1.0440709","0.9474364","0.9895218","0.7092599","1.0797003","0.7739495","0.8608126","0.4804238","1.0551346","0.9270497","1.0613581","0.4582697","0.2770496","1.7144512","1.6815893","1.8621317","2.2453652","2.0775105","2.1873385","2.6364639","2.5882991","1.7831580","2.5598948","2.5105117","2.2401740","2.7302103","3.2577844","2.1995526"
"1.034768113/154.0457203","0.5333463","1.0625888","0.4233075","0.6488429","1.1474211","0.5875765","0.4781224","0.4147194","0.8452979","0.5743454","0.4571962","0.7043539","0.3099971","0.5570477","0.5907820","0.5280068","0.4704055","0.5691817","0.3951478","0.4897215","0.5447089","0.6054079","0.6060820","1.1240655","0.6199005","0.6708783","0.7114135","1.0953615","0.7882962","0.7722207","1.0538893","1.1098929","0.7159248","0.7669652","0.7130398","1.0961823","0.7483498","1.0471220","1.1178248","1.3132065","1.1390603","0.7323531","0.5352619","0.5317861","0.5357575","0.7179379","0.5961916","0.5236102","0.6065479","0.5154853","0.4134885","0.6800367","0.4269739","0.4512922","1.0634596","0.6789990","0.5148847","0.5778413","0.4987506"
"9.779261428/557.4522113","0.2885476","0.3146701","0.4159678","0.4230053","0.4369883","0.4459638","0.3402159","0.3891970","0.3510116","0.4218373","0.3449017","0.4087488","0.3551744","0.5137933","0.3471276","0.6618682","0.7123010","0.3320810","0.3207032","0.4638569","0.4226260","0.4153149","0.9190318","1.0511715","0.8572598","1.2058853","1.0919223","1.2801351","0.7121412","1.2413667","1.3054567","1.4656072","0.9453824","1.4626898","1.4273906","1.5985811","1.8694057","1.3758034","1.3193312","1.8755625","1.2201108","1.5468118","0.3618072","0.3105120","0.3528002","0.4318433","0.3309847","0.4256800","0.3485365","0.3492990","0.4070063","0.4485653","0.2607237","0.3762102","0.4590381","0.2836841","0.2808794","0.2886071","0.3036676"
"3.137353277/535.2957672","0.1426650","0.1667877","0.2909408","0.1421638","0.1794094","0.2716394","0.1402999","0.3192277","0.2759568","0.3901310","0.3319122","0.1336142","0.1671812","0.3019013","0.4105912","0.3474665","0.3672644","0.4546734","0.3189051","0.1401607","0.1554694","0.1419355","0.2705739","1.2044550","0.8730615","1.0263093","0.2763794","1.1492543","0.3841561","0.5257102","0.4248657","1.2227586","0.7947043","0.9070197","0.6438916","1.0226710","0.2468012","0.7534025","0.4870468","0.7489012","0.4035680","1.2241787","0.1486250","0.1398771","0.5362019","0.5263307","0.4042711","0.5496298","0.6521486","0.4351900","0.7204381","0.5011343","0.4261632","0.7505972","0.4927055","0.6400439","0.7435006","0.5448211","0.7385052"
