"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"3.72387518/443.1025267","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.7494096","0.8111518","0.8231078","0.7205726","1.8560097","1.9967648","2.0257580","0.9161225","2.0690735","2.2911418","2.1700909","1.0272962","2.4925871","2.7246856","2.4736014","1.7838558","2.9347407","3.2956896","2.7606846","1.9961859","3.0887832","3.3661669","2.8907216","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"0.628144455/198.0622202","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.4291734","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.9761594","0.8984874","1.1221444","1.4651470","2.0902234","1.7780788","1.7070539","0.3532521","1.7667982","1.7897831","2.4812928","1.5005141","2.1865311","2.6899462","2.4331389","1.3595366","2.8490802","2.7653358","2.6774444","2.3240627","2.3238962","2.6312946","2.6480388","0.1486250","0.1398771","0.9606360","1.0868051","1.0517673","0.8884332","0.9687452","1.5641309","1.0441988","1.4784036","1.1864330","1.7294786","1.2666206","1.0138016","1.5416869","1.4945982","1.3227139"
"3.928716152/297.072173"," 1.1676753"," 1.0069185"," 0.3354120"," 0.6527953"," 0.1794094"," 1.1959169"," 0.7405873"," 0.3215354"," 1.1200130"," 0.8678530"," 0.6371562"," 1.2600097"," 0.4623636"," 0.8675210"," 0.9783916"," 1.5437764"," 0.3672644"," 1.5008720"," 1.2533986"," 0.1401607"," 1.5688803"," 1.8010137"," 0.3041518"," 1.9496587"," 1.2034906"," 4.0061471"," 0.3710997"," 0.3072389"," 0.3849944"," 3.1338089"," 0.4513674"," 0.6246192"," 0.2061930"," 3.2661631"," 0.5345208"," 0.7090869"," 0.2468012"," 4.3564065"," 0.5935745"," 0.1366865"," 1.5342930"," 2.6692576"," 1.9853817"," 1.5156877","10.3978477"," 8.5203765"," 9.0896415","11.8262393","10.6962778","11.4646134","12.8217614","12.7148392","10.6824854","14.6211617","13.6031702","13.2626699","15.6766076","16.3122615","12.5472059"
"3.157897014/251.1485835","1.8628087","1.7139646","1.7889526","2.0373327","1.7211717","1.9422953","2.0686721","1.6421353","2.1602599","2.1712806","1.9193180","2.1324573","1.4539821","2.0969386","2.0300630","2.1680132","0.6006438","2.0551532","2.0756558","1.6074585","1.4241879","1.6267159","1.1454524","1.7883124","1.3425307","1.8272644","1.3339972","1.7766915","1.2162744","1.8447364","1.4295300","1.8803753","1.4974533","1.8517754","1.3855137","1.9195399","1.4875867","2.0981178","1.2610592","1.9239524","1.5532986","1.9415461","1.8914257","1.7991696","3.1161013","2.6541604","3.2900084","3.6841682","3.1058470","4.0277983","3.7347301","3.6843495","3.4954143","3.9272546","3.9626292","4.3993602","4.4262471","4.1145604","4.0917496"
"2.630749244/385.2198494","0.2987033","0.4669195","0.4233815","0.3467564","0.4358102","0.6941221","0.7222790","0.4659735","0.1377072","0.5171926","0.6885437","0.4592209","0.6483771","0.4561770","0.4333796","0.7471224","0.6313743","0.3007385","0.6990374","1.1671733","1.6558097","1.0959063","1.1254598","1.8607945","2.5802615","1.4813453","0.9629335","2.3806569","2.9036059","1.7471316","0.9875393","2.5096921","3.3509390","1.6193054","1.0422098","2.9111291","3.3616883","1.7989178","1.2078244","2.7146295","3.5284716","1.9011741","0.1486250","0.3591914","0.2758440","0.4286856","0.2494694","0.4256451","0.1780949","0.2653021","0.2933006","0.1399014","0.3735433","0.1741559","0.5342934","0.3973373","0.1373812","0.3362299","0.4544174"
"2.57217208/266.9820455","0.2643763","0.1667877","0.2391076","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.7909687","0.9438241","0.8441197","1.4125363","2.3020551","2.3790222","2.5406531","1.7063939","2.6423310","2.9305265","2.8660087","2.6992178","3.0895844","3.4101204","3.1794192","2.6977834","3.3864223","3.8678387","3.4965093","2.6772008","3.2340685","4.0814510","3.7282447","0.2747284","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.2683886","0.1399014","0.1295987","0.2994696","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.610101479/231.9697069","2.3319954","0.8278495","0.4503540","0.5354966","0.8152205","0.3781836","0.4844614","0.8613151","0.4110082","0.6360551","0.6824510","0.4851808","0.7902564","0.5174542","0.4384953","0.5516027","2.1313185","0.7254330","0.5735291","1.5975482","0.7301622","0.7185216","1.1381830","2.0651223","2.0133476","2.1702928","1.3794857","2.3640483","2.4084919","2.3041557","1.4848778","2.7321969","2.7280196","2.6926139","1.9025270","3.2313083","3.1638521","2.8544361","2.0422307","3.4300932","3.2507998","3.1331726","0.8811909","0.5245790","0.4490090","1.0361994","0.4930162","0.4853101","0.8596303","0.5343636","0.5421819","0.6210729","0.5321916","0.8779951","1.3802973","0.5127786","0.6401025","0.8102870","0.6016351"
"3.73067989/457.0909901","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.5372695","0.7716663","0.6581582","0.8979363","1.7605557","1.9977291","1.7053805","0.6285529","1.9643017","2.3461711","2.0028493","0.5070522","2.3858170","2.8268901","2.1311317","1.5810427","2.8881508","3.4045544","1.7915162","2.0100004","2.2521002","3.4530011","2.1538260","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.3571501","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"3.731718743/401.1337711","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.2498324","0.2533951","0.1349067","0.3672644","0.1354692","0.1387689","0.5643589","0.9344245","0.8428661","0.7438992","1.7870062","1.8145011","1.8450562","0.8925888","1.9527549","1.9447666","2.0462874","1.0905544","2.3399200","2.3396367","2.2706654","1.6814749","2.6103647","2.7860590","2.5651534","1.7002564","2.9730283","2.7971149","2.7445203","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"0.648752715/288.165984","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.4569221","0.1910218","0.3718374","0.1423285","0.1502998","0.4158921","0.1671812","0.1355053","0.1432013","0.4113572","0.3672644","0.4990868","0.4135812","0.5541000","0.6124511","0.5410744","0.6477529","2.0819476","1.8340960","1.9411137","0.9151421","2.2373964","1.7708950","1.8923899","0.9296225","2.3632822","2.0396458","2.1062762","0.9115886","2.3201196","1.7140010","1.8895775","1.1972383","1.8571953","1.2442846","1.9663476","0.1486250","0.1398771","0.9924985","0.5197184","1.0281473","1.4706821","1.1880799","1.7795813","1.9212960","1.9462102","1.8437897","2.0477972","2.1849313","2.3319642","2.5071703","2.6660652","2.6057090"
"2.690937873/359.1579034","0.5161332","0.1667877","0.2703555","0.5311245","0.1794094","0.5343100","0.4599768","0.1910218","0.7778160","0.7702364","0.4429703","0.6744596","0.1671812","0.8209280","0.7749431","0.9722957","0.3672644","0.7385525","0.9485189","0.9280650","1.0677722","1.1705736","1.2054989","1.7172517","1.5924926","1.8795939","1.2236641","1.6040889","1.8438402","1.6813809","1.5234756","2.0440530","1.7969276","1.6590810","1.3550519","2.3824464","2.5492629","1.9853572","1.4985227","1.8588363","2.2304783","2.6095822","0.3577910","0.2950369","0.6419338","0.1898060","0.1312682","0.6385348","0.1780949","0.1358321","0.7386256","0.3177740","0.1295987","0.4906334","0.2422545","0.1321661","0.6666852","0.1739141","0.1460760"
"2.221867599/233.9827058","1.2889470","1.6947706","1.5282546","1.2646159","1.1902121","1.3527188","1.9129660","1.0076917","0.8832447","1.2999494","0.8578276","1.5391874","1.1784541","1.3567586","1.3391008","1.4654744","0.9192687","1.0821760","1.1252821","1.7156633","1.0851652","1.4678388","1.4919933","1.8320638","1.7375031","1.8607261","1.7203142","1.9344701","1.8280850","1.8090107","1.7625791","2.1312422","1.5825083","1.8968243","1.6429532","2.4226713","2.2517100","2.0027334","1.8920710","2.4866189","2.1095537","2.1043910","1.0471722","1.1236037","1.2008644","1.0529763","1.6107049","1.1823389","0.8672225","1.1689489","0.9829084","0.7608221","1.2216948","0.6719825","0.8020935","1.2998221","0.7562104","1.1094141","0.8648239"
"3.267907025/573.2911915","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.8919309","0.7077845","0.5558384","0.4998863","2.0228078","1.6355135","2.1052282","0.5843204","2.0640225","1.0707155","1.9462154","0.5005203","2.5669846","1.3011779","2.3352783","1.7948303","2.2089555","2.3426897","2.6654957","1.5912409","3.0597808","2.3092548","2.1859384","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.937279087/367.1321749","0.1426650","0.3513289","0.1322586","0.1421638","0.3803119","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.3069701","0.2998175","0.1401607","0.1554694","0.1419355","0.3745133","1.6279092","0.8980192","0.8640132","0.3063804","0.8996807","0.9419061","0.6416443","0.5593921","1.1898065","1.3718993","1.5504275","1.2145676","3.1734737","1.6478225","1.1638858","1.0763553","2.2298983","1.3382128","1.5675807","0.1486250","0.1398771","0.3533180","0.5695597","0.3921386","0.4259342","0.3894595","0.2766406","0.5259005","0.5745513","0.4555382","0.1741559","0.4468532","0.2612475","0.3111652","0.3374475","0.4169463"
"5.998596267/300.2525091","0.8105756","0.7380001","1.5117926","1.7316487","1.1269080","1.8335587","1.2173901","1.3308805","2.3783994","1.9952299","1.3976897","2.0098322","1.3150708","1.6045590","1.7658927","2.5152884","1.1847058","2.4367580","1.9151113","0.8085349","0.5489198","1.1671760","0.6402201","1.7512361","1.0379187","1.5701174","1.0038554","0.9846082","0.7142832","1.1401544","1.2216994","1.3161935","0.7746647","1.8226127","1.2658402","2.3357182","0.7505534","1.7722765","1.1412808","1.3706977","0.6566094","1.9551922","0.8247542","0.7446063","1.3070179","0.8119525","1.7327394","0.7288264","1.0385660","1.9840521","1.5293830","1.3089042","1.5299093","1.3063791","1.2804021","1.9659882","1.5648604","1.3055289","2.2382563"
"2.256140357/139.1228973","0.8918984","0.8297793","1.3483526","0.6198186","0.7921446","2.3184027","0.5634390","1.1665481","1.9713822","1.2359963","1.0969973","1.7820343","1.5674863","1.4414043","1.1625686","1.8517588","1.0989957","1.1629128","1.4728290","1.1083890","1.3261445","1.5307965","2.1691915","1.9455657","1.6465300","2.1068701","2.1765270","1.7761959","1.6184862","2.2416007","2.7647105","2.8096209","2.2528450","2.3693468","2.3187092","3.4561993","2.3758440","2.8074099","1.9235220","2.6258882","2.2495159","2.8768191","2.5017221","2.4439459","3.8697235","4.3747537","3.2377596","3.5900150","3.9620466","3.8034535","4.0010709","5.0230585","3.7491292","6.3561366","5.6821646","3.8394408","6.3685668","6.2942913","4.4770868"
"2.567648594/238.028719","0.3367611","0.2995922","0.1322586","0.2598931","0.4542384","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.5790625","0.2573898","0.1387689","0.6584838","0.4158118","0.4867279","0.9759606","1.9740525","1.9460408","1.9409447","1.1214433","2.2475458","2.3263941","2.2057614","1.4866664","2.5970605","2.7160639","2.3954993","1.7554240","3.0764153","3.2703912","2.6290347","1.9338414","2.8056086","3.2648777","2.9286214","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.2448043","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"0.490271328/150.0768666","2.682658","3.091451","2.354688","3.080123","3.779630","3.772676","4.369825","3.968380","4.693122","4.601602","4.615421","3.627271","4.539512","5.160745","4.271476","5.028387","4.268104","2.774218","4.613377","2.646298","1.543855","1.782374","1.915031","1.640907","1.622635","1.441011","2.719441","1.525392","2.304427","1.529832","2.059874","2.311249","2.712166","2.263019","2.340667","2.677429","3.262766","2.197952","3.837312","2.437442","3.158796","2.436887","2.599389","2.347886","2.483624","3.157306","2.331026","3.559130","3.278410","2.804007","3.103365","3.458994","2.778504","3.752173","5.358066","3.105989","3.704371","5.002129","3.361703"
"3.71865928/463.1080672","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.5147502","0.5547186","0.6902270","0.8424728","1.5564977","1.5738368","1.7534381","1.0926543","1.8280563","1.6817413","1.9114724","1.2551409","2.0375645","2.1174500","2.1066259","1.7148498","2.2824816","2.4184819","2.3421892","1.4848952","2.4466522","2.4981388","2.4451526","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.380206529/181.1333065","0.6950880","0.5446920","1.3641516","0.6765338","2.0575870","1.5573738","0.8385026","2.8994600","2.3258706","3.3523417","1.5948427","3.1132210","1.4735942","3.7371668","2.3027675","1.7926018","2.3114775","1.6515734","3.1787275","0.9194346","0.8263154","0.9319558","1.4644149","1.8078886","1.4318973","1.4484315","1.5721242","1.8660361","1.4540881","1.7389912","2.2104548","2.0774293","1.8491684","1.8041856","1.8312796","2.1868210","1.9374508","2.0399894","1.8834460","2.1138595","1.2668124","2.1349687","0.7723487","1.1972916","1.4051484","1.4028444","1.3431905","1.2377666","1.3411247","1.3874422","1.2484979","1.6701524","1.4809154","1.7607178","1.3148834","2.0568949","1.6157819","1.7398815","0.8451042"
"3.073690566/162.1018567","0.3572511","0.2697348","0.2890042","0.2627417","0.3057831","0.2877033","0.2278824","0.3574044","0.2701375","0.4022992","0.3109370","0.3333920","0.3253337","0.2605886","0.3173209","0.3173794","0.6447822","0.2673113","0.3793379","0.3698980","0.3029190","0.2679494","0.7486384","1.5554654","1.1832193","0.9810159","0.7448116","1.3187230","1.4637474","1.2036191","1.1182622","1.7892729","1.7784587","1.7361358","1.2696765","3.3852969","2.3044198","2.0435020","1.1568181","3.4116786","2.0194667","2.4214440","0.3217723","0.3576565","0.2598549","0.3156655","0.2714371","0.2568206","0.3154658","0.2718650","0.2413600","0.2689347","0.2944128","0.3366485","0.3808251","0.2853382","0.2745169","0.2982243","0.3423429"
"2.10286389/199.1439299","0.8933821","0.9724919","1.1206231","0.9662234","0.9734079","1.1232712","0.8970992","0.9011304","1.3789985","1.0572761","1.0497261","1.4639338","1.5643657","1.1765665","0.9126927","1.4661778","0.8909223","1.1369943","1.0517454","0.9577759","0.7624033","1.5363719","1.1997563","2.2305160","1.5216218","2.0322883","1.5264394","1.8930355","2.0617420","1.7780023","1.8970051","2.4045412","2.4815545","2.3858014","2.1836235","3.7136883","3.7529997","2.8122476","2.2217651","3.4096162","3.2827240","3.4732001","1.4578188","1.7254292","1.8854255","1.6009029","2.2154774","1.5824804","1.8576725","2.3034615","1.9632302","2.2423297","1.8589858","2.6279835","1.4928325","2.2538908","2.4989018","2.2993109","2.2274930"
"2.899117833/408.2485592","0.7578743","0.8159956","0.9079838","1.3076763","1.1911754","0.3204755","1.5484479","1.3224432","0.3999377","1.7108748","1.4895425","0.3961577","1.6024210","0.5513807","1.7239689","0.8184241","0.9785663","0.4806194","1.9271143","0.9782038","1.2579523","1.2187182","1.3032818","1.8511359","1.8764070","1.9610164","1.3296617","2.1591799","1.9425211","2.1475900","1.4597300","2.2997734","2.1872025","2.0816393","1.4134554","2.4270331","2.4774545","2.2194665","1.3981836","2.5540170","2.3060361","2.2692342","0.8107303","0.7634915","1.5531951","1.4196963","1.5043125","1.7046237","1.6085869","1.6627024","1.7035673","1.8424612","1.4654653","1.6884093","1.6145328","1.6579836","1.6473587","1.9936827","1.5810469"
"3.729867955/495.0455686","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.5375557","0.6195029","0.5381032","0.7453599","1.4864422","1.5338923","1.6603577","0.7783918","1.6418164","1.7474417","1.6813401","0.8105532","1.9555431","2.1096795","2.0129769","1.3890179","2.2232992","2.3980748","2.1433459","1.3892184","2.2248123","2.4640394","2.2128661","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"3.762124848/238.0536058","0.1426650","0.2868461","0.3018715","0.1421638","0.4837940","0.4008546","0.1402999","0.4948958","0.4386349","0.1423285","0.3321654","0.3635387","0.4867357","0.1355053","0.1432013","0.5055522","0.6812238","0.2235136","0.4046176","0.7812763","0.5134297","0.4580188","0.6786077","1.4916012","1.5937649","1.5790961","0.7599090","1.6526774","1.9333927","1.7974489","0.9066808","1.9761803","2.2492195","2.0430799","1.5739124","2.3486782","2.7894998","2.3629000","1.8513164","2.6116249","2.6997993","2.5408557","0.9684632","0.8125690","3.5929045","3.2775452","2.6270520","2.9879076","3.1335181","3.7417937","3.6517649","3.5094327","2.8378422","2.5568874","3.5632874","3.0586469","3.4721361","3.6416622","3.1531900"
"0.713037178/248.1387802","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.1401607","0.1554694","0.1419355","1.4672205","2.1352808","1.5970150","1.4092221","1.6043246","1.8907432","0.8554304","1.4619810","2.0668666","2.4297076","2.2468738","1.9871522","1.6953500","3.2403376","1.7957757","1.9475695","2.0689026","2.3764107","1.6799663","2.1648004","0.1486250","0.1398771","0.4159574","0.1898060","0.1312682","0.1381972","0.1780949","0.4065265","0.4167556","0.4524234","0.3287589","0.3557478","0.2422545","0.1321661","0.3869246","0.4590092","0.1460760"
"2.997842522/316.2223042","0.1426650","0.1667877","0.4448255","0.4779344","0.1794094","0.6219316","0.4437859","0.3403114","0.7234822","0.5684798","0.6164083","0.7084649","0.3465032","0.5346126","0.6592339","0.8357817","0.3672644","0.6368496","0.7380886","0.5767251","0.5716873","0.7121311","1.3721965","1.5056135","1.5149360","1.7308510","1.6446645","2.0400485","1.7257144","2.2866247","2.2298479","2.5773880","2.3333334","2.3350883","2.3914903","2.8525353","2.3632001","2.9282247","2.5625744","2.9839814","2.7697986","3.4241104","0.7020349","0.7473971","1.5510715","1.3532360","1.4123618","1.7051671","1.5084241","1.6497645","1.7388711","1.7081498","1.6201696","1.8574266","1.6444847","1.9595849","1.9817047","1.9429576","2.1157439"
"2.530880774/149.0707693","0.5871462","0.5009029","0.3772807","0.4800680","0.4135262","0.7338570","0.7515994","0.5353152","0.7301581","0.9138944","0.4214775","0.6808650","0.4333119","0.5534140","0.4828548","0.7519913","0.8052990","0.6335365","0.7122887","0.7054112","0.7619267","0.7538612","1.0617047","1.6502254","1.2670772","1.2697954","0.9729523","1.4892300","1.3656009","1.2557823","1.4348403","1.7185632","1.7754188","1.6209866","1.4125268","2.7168334","1.8726948","1.5582459","1.2121830","2.4643381","1.5840080","1.7161917","0.9545145","0.5563756","1.1909209","1.2250113","0.9159616","1.4066123","1.2635610","0.9740512","1.7386319","1.2315473","0.9678809","1.5185722","1.6695950","0.7936200","1.3125876","1.9830530","0.9501160"
"3.664058617/321.0749395","0.4338477","0.1667877","0.5264147","0.5909205","0.3846852","0.2774796","0.5851000","0.1910218","0.4694564","0.6974604","0.3673868","0.3661721","0.1671812","0.6337523","0.3103674","0.5234051","0.3672644","0.3340138","0.2642181","0.6462217","0.5576852","0.4604448","0.8024141","1.4687282","1.6473078","1.5973676","0.8300534","1.6801229","1.9337169","1.8185120","1.0726182","2.0062377","2.2711155","2.0412556","1.6080013","2.3734525","2.7930708","2.3406045","1.7972512","2.7277863","2.7821086","2.5159760","2.0356406","0.4860308","0.4011616","0.1898060","0.3232078","0.4021948","0.3264540","0.1358321","0.4930888","0.1399014","0.2632324","0.9692419","0.4541805","0.1321661","0.1373812","0.1739141","0.1460760"
"2.317293205/222.0339091","0.2847637","0.1667877","0.1322586","0.4564834","0.5478550","0.5517279","0.6442675","0.5397304","0.4015047","0.6463440","0.7406289","0.6405896","0.4355518","0.8149447","0.8543452","0.6812112","0.3672644","0.8320667","0.4935516","1.0530160","0.9398009","0.8314028","1.2277288","1.5220900","1.3702751","1.4219165","1.2897974","1.6431620","1.1851646","1.4855141","1.3946499","1.7592597","1.6922203","1.5837797","1.4346624","1.9386144","1.8947969","1.6670781","1.5074750","1.9601087","1.7465391","1.7213390","0.1486250","0.2351902","0.3504296","0.4712697","0.4466173","0.4770501","0.5133169","0.4178517","0.4627440","0.3255061","0.4267382","0.5721334","0.6657886","0.3083490","0.3025496","0.7160373","0.4332457"
"2.566659629/249.9797715","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.7171281","0.2873667","0.3405711","0.5669031","1.5385036","1.4802213","1.5898851","0.8597687","1.8229356","1.6984142","1.7166242","1.0463506","1.9846365","2.0075011","2.0137556","1.3011683","2.4396308","2.3475042","2.1508212","1.5281807","2.5597363","2.2432681","2.3685966","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.1741559","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"0.499003266/226.1177383","0.4871663","0.1667877","0.4022875","0.7157238","0.5019057","0.6030570","0.5184249","0.7602468","0.6163928","0.7200156","0.7509826","0.6841671","0.5958846","0.7310337","1.0523893","0.6824005","0.7791115","0.9090574","0.9698060","0.7420371","0.8273117","0.8381957","1.1007215","1.5716137","1.2687121","1.3849049","1.9216607","1.3572687","1.4557467","2.4310475","2.1610738","1.8586072","2.1013749","1.9281230","2.0293641","2.6118118","3.3723439","2.4421749","2.3698630","1.6054659","3.1172939","2.4929080","0.1486250","0.1398771","0.7851557","0.9706481","0.6760042","1.1373499","1.2317222","1.3535184","1.2374578","1.7004415","0.7355560","1.9101717","1.6390063","1.1070221","1.5070997","2.3153460","1.2615098"
"3.12211637/570.2551048","0.1426650","0.1667877","0.1322586","0.1421638","0.1794094","0.1339511","0.1402999","0.1910218","0.1377072","0.1423285","0.1502998","0.1336142","0.1671812","0.1355053","0.1432013","0.1349067","0.3672644","0.1354692","0.1387689","0.5242291","0.4035799","0.4436766","0.6916935","1.4857585","1.2332405","1.8182452","0.6318892","1.3733402","1.2199720","1.6209361","0.6495396","1.6973643","1.4852116","1.8374421","1.3543270","1.8471361","2.0080620","2.0915241","1.3851477","2.1053928","1.8268308","2.2214697","0.1486250","0.1398771","0.1367002","0.1898060","0.1312682","0.1381972","0.1780949","0.1358321","0.1362486","0.1399014","0.1295987","0.3141166","0.2422545","0.1321661","0.1373812","0.1739141","0.1460760"
"2.882540433/296.1478508","0.4101541","0.3428838","0.6728318","1.1658648","0.5523743","0.5506940","1.2018261","0.3535922","0.7935140","0.5816119","0.9579055","0.6489133","0.7529469","1.0971918","0.7019177","0.7891806","0.3672644","0.4694328","0.4769649","0.4965649","0.4659455","0.2549984","0.7529906","1.2199592","0.5403794","1.0031689","0.9916053","0.9776441","0.6064546","0.5384785","1.1921537","1.2283163","1.1082023","1.7233145","1.6580618","1.9900846","1.3643927","1.8034004","1.6668229","2.4207644","1.3838213","2.1625826","0.4819820","0.7248040","1.2055552","1.1391543","1.0582883","0.7112737","1.2442479","1.2569098","1.3599782","1.5293062","0.7464843","1.6540260","1.2414226","1.1200370","1.3669294","1.4824762","1.1077144"
