Sample,1mem_Bt_12pt5hr-1,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-1,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-1,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-1,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-1,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-1,1mem_Bt_45hr-2,1mem_Bt_45hr-3,1mem_Cv_12pt5hr-1,1mem_Cv_12pt5hr-2,1mem_Cv_12pt5hr-3,1mem_Cv_12pt5hr-4,1mem_Cv_25hr-1,1mem_Cv_25hr-2,1mem_Cv_25hr-3,1mem_Cv_25hr-4,1mem_Cv_30hr-1,1mem_Cv_30hr-2,1mem_Cv_30hr-3,1mem_Cv_30hr-4,1mem_Cv_35hr-1,1mem_Cv_35hr-2,1mem_Cv_35hr-3,1mem_Cv_35hr-4,1mem_Cv_40hr-1,1mem_Cv_40hr-2,1mem_Cv_40hr-3,1mem_Cv_40hr-4,1mem_Cv_45hr-1,1mem_Cv_45hr-2,1mem_Cv_45hr-3,1mem_Cv_45hr-4,1mem_Ps_12pt5hr-1,1mem_Ps_12pt5hr-2,1mem_Ps_12pt5hr-3,1mem_Ps_12pt5hr-4,1mem_Ps_25hr-1,1mem_Ps_25hr-2,1mem_Ps_25hr-3,1mem_Ps_25hr-4,1mem_Ps_30hr-1,1mem_Ps_30hr-2,1mem_Ps_30hr-3,1mem_Ps_30hr-4,1mem_Ps_35hr-1,1mem_Ps_35hr-2,1mem_Ps_35hr-3,1mem_Ps_35hr-4,1mem_Ps_40hr-1,1mem_Ps_40hr-2,1mem_Ps_40hr-3,1mem_Ps_40hr-4,1mem_Ps_45hr-1,1mem_Ps_45hr-2,1mem_Ps_45hr-3,1mem_Ps_45hr-4
5.041550807/230.0985467,139463.7964,772360.3941,491283.3232,842019.1755,338002.9278,1516508.153,1345885.916,1503137.821,426861.7412,1051937.396,1289303.104,1753630.211,231133.094,761429.533,3083331.139,740206.6211,1521131.266,1701834.488,2020528.946,2158040.791,729283.7047,808655.4535,2401254.839,8000961.605,72228956.21,98838616.97,73125815.01,42306196.55,41374243.83,77914166.24,73614669.55,98900546.02,36437350.77,40641625.53,89843375.76,114929095.4,26820388.83,42232827.37,32337104.7,53463103.83,23429033.05,31601093.56,89903428.46,53064515.12,36241911.31,40244066.33,77684827.43,3493038.028,26613013.36,19269801.88,7713548.006,20835798.68,35065490.63,61339403.7,105525659.9,39957368.65,61593130.38,102531966.1,68671138.42,85511339.16,43538630.7,115430586.5,56415397.3,92496916.82,35665602.16,79408241.25,56221084.98,85481993.08,62919578.74,101032176.6,84092644.48
1.759673248/298.097296,36265113.55,23262317.69,55413964.4,48075054.87,40055318.98,38704358.94,64530928.73,70346802.38,42773083.01,33638145.79,679194.4714,1146375.932,459293.1678,89696793.91,123222064.6,45815084.22,85487668.9,127225095.5,142618779,122783636.2,41610642.43,109942033.8,151157744.6,17277230.19,41375860.8,47708065.35,30882256.6,43913711.49,143959495,158251066,101566294.1,92556150.34,145681751.5,181382127.2,206348998.5,125442596.7,178845212.1,186428800.7,52727145.56,109208956.5,207975607,273058931.9,215066810.1,90338738.29,270645031.7,234249678.3,176400097.9,20118415.29,47736139.51,30105786.07,20335577.44,10280584.17,32649846.9,27380378.71,34316585.32,545254.7069,44983120.59,38501642.24,13589712.07,445844.6358,25483490.3,26768286.81,5329479.204,2753315.229,17137440.07,9408199.418,803629.6021,2227188.673,4211869.499,7097380.108,1136920.111
0.934037915/284.2011149,252875794,786426826,864828345.2,558289173,382411910.3,1412470848,933125048.7,965315281.8,304267620.2,1587876830,1240227929,1308692765,192875846.7,1878022796,1868469841,495866999.8,15025264.33,2156021927,1601379064,1355204026,422847557.4,1459829017,2253112277,24306.86724,17093639.38,766543.9734,113684.6431,79410.8418,2152742.893,75731.47301,431783.1524,145362.0896,1500128.647,136336.0823,823774.3479,449781.1528,2146369.782,159344.8883,919382.4847,46293.36568,2046194.82,1010091.657,836721.8544,118526.9093,2506971.401,83854.7327,107145.3868,14861.95983,13819281.36,216238.9153,11532985.04,120446.6146,23988.19767,184977.2671,3494792.329,301966.665,58874.05877,214804.361,2068321.913,337183.3159,26572.74322,811504.5821,1710818.415,141784.9641,216548.2621,304843.5944,1495816.596,321496.0485,71021.07756,147856.5843,2031570.618
6.601804541/118.122931,134616332.9,52365101.21,95324544.71,168063925.1,119053641.1,132435561.5,96021868.4,495923472.9,166728878.2,106584767.8,97365876.18,461296643.3,94937562.92,99689731.05,119668404.3,250258135.7,300953188.3,146655000.2,127816035.2,618900131.8,132636831.3,188315029.9,111383981.3,77019337.81,92111069.35,98904942.07,193370158.8,91608732.37,207005491,164275756.7,176592515.4,247602162.5,179447119.2,140186830.2,184695937.3,199235418.6,373079.5405,117313041.4,92695805.7,153071538.2,211897712.9,192813.8505,164978111.1,102228728.4,12892108.81,261661.8745,185703016.5,98174423.97,9466356.668,11032973.19,167998247.7,137504720.4,60352869.48,47832391.42,105703571.2,200128836,15360997.94,104561749.2,160536293.4,335365308.3,102713859.9,137867122.6,156160714.4,242475844.7,92128125.67,114383083,123066653.7,285049511,133949470.4,184615804.7,155922921.3
10.32549526/161.09224,3604931.422,6223778.453,6593789.736,10044534.32,18344170.11,42480049.88,41680359.38,21370182.65,21464015.74,28146058.03,70617387.83,52465015.2,17173242.43,22638237.33,81060282.33,29421448.12,35299714.6,87494616.36,129082185.9,59115330.97,22122459.15,35249644.91,92693187,15296418.17,47653398.89,34898201.13,33316176.22,121405994,209300575.5,191950116.6,190175533.7,165020888.6,221484377.5,280837051.8,452231100.7,303384356.1,346003583.2,296739407.6,132119381.8,275152962.5,340166547.3,315553325.8,461067159.9,244735018.5,977018140.7,438215724,526341252.3,3500791.411,6689434.414,6362649.763,1339621.754,15617045.74,13423242.2,22073156.32,28119861.83,29859719.42,42997472.82,32572998.14,37272605.71,26746552.25,20648471.8,34845815.53,17149214.09,31557286.49,34507835.89,70994963.35,23286438.51,35006530.36,54598248.48,52055305.23,37459608.06
8.517268355/211.0691429,149495.8166,2719331.143,2770893.565,262768.9158,1689045.747,7114751.581,4514536.383,2778110.013,1740588.597,6736820.333,7256104.237,1478364.258,2088559.066,5529413.185,8659634.711,3900600.313,4226397.347,12387221.55,529834.6726,7018191.738,4976519.438,12166078.4,713157.0848,5410322.283,29966757.27,23689811.09,13152706.44,34650121.71,149971224.2,150816835.3,102781534.8,18632572.64,161027114.8,68207892.17,180215.648,57121.15504,270116959.4,101741.5422,131784.8561,31319324.83,310748535.4,71083407,354190.3422,28657294.46,407331696.3,188717998.9,57870971.72,655545.0772,177160.287,5804876.862,5640772.696,56649563.67,106677098.5,27533584.74,193439.9963,92802624.96,160087280.7,113689128.6,56394738.5,37356154.81,175639496.4,201584874.2,43834265.09,52450298.39,194522533.2,160239026,61670406.17,57769767.44,394254419.1,304228048.7,62911764.89
4.649592474/97.07656487,19810159.78,35314963.72,19892141.74,23250801.52,8916622.843,22127805.51,13528449.66,11307621.92,4359486.868,9812470.062,7506170.389,17601345.89,3806834.787,7420036.42,8607106.064,6087791.831,2829994.351,9115837.662,8134027.084,14518641,4374041.684,5319115.76,5358481.473,23618076.28,62637614.5,57352443.58,10211469,126166763.3,426779490.3,440758315.6,454526377.2,349724857.1,513183112,452687186.6,800754046.7,517881085.8,569175340.5,356176444.5,202064086.6,263829087,502632282.5,55311629.9,390362189.9,153118905.5,552066640.9,240998123.9,109353763.7,84373918.34,71740037.15,18673024.25,21044842.21,52572855.66,542991370.1,158505406.9,364679808.7,152533568.3,1299803327,910565111,15729237.33,111046916.7,1196036022,910328814.5,621594338,125378883.6,381882257.4,429404205.1,941294439.7,1166137545,1241344841,727495157.1,20442356.98
0.912700596/324.2019224,7080387.142,98742.15552,13370334.48,13741521.96,4514858.061,15652411.95,7421868.351,11477394.81,4994549.877,11144816.55,12803435.43,8823898.467,2451005.686,10828971.14,14832387.57,5524292.819,9237199.408,19559214.55,14847226.81,15050430.11,3449570.937,12686638.88,15628647.05,4425790.148,13750541.49,11863755.43,9985421.82,2425012.975,15134656.93,14764473.95,8967010.889,4806788.065,14544731.26,13224602.89,74234.402,6970027.803,16139155.86,68765.88259,4130925.917,4035633.895,16376086.88,10831992.1,17910070.09,3334280.491,18985834.86,13626154.29,14300308.21,3672956.506,14738235.25,11328736.1,10064921.22,7406694.192,18161506.96,22285317.07,54531420.63,18735258.2,44526347.19,59714326.28,69477695.16,15466565.66,35684097.48,78062309.44,63461865.11,20944972.5,26703894.69,103866216.9,68305330.69,18192781.47,62817259.18,90738897.09,123251815.3
4.458694784/166.0724932,7798797.208,29315380.88,30146066.46,33234863.24,23740636.74,66411517.92,75758404,31701412.33,30438035.32,63826288.9,80526794.04,52770803.31,19274137.1,69802191.75,97350698.03,25008451.73,48160386.07,139841386.3,178603452,93170493.56,43832375.88,117433960.8,146481122.3,3700441.968,32684017.42,23277374.38,10047582.08,31175010.89,135425135.4,161545216.4,84564391.26,85991559.23,158210308.3,179959167.4,291988097.4,108817980.8,238272733.8,192083437.4,47421446.1,110036922.6,309575038.7,319034504.2,360104247.9,102119784.6,399519167,334060459,206650666,4653894.121,31362133.18,26152505.33,6200928.497,46187705.55,90392884.06,97900411.79,187106197.9,110797024.9,217011883.8,179158082.7,95394239.26,142560757.8,193412001.8,196169635.2,98168125.35,172608349.6,227086873.6,320144324.9,157843501.1,151073740.8,319476192.9,339277676.4,157135576.1
5.81306548/289.1262884,17644843.58,33334582.88,34377649.82,29951597.29,21989579.02,46855489.77,41712033.02,29511617.17,24563901.86,55046527.12,53933038.39,37984577.92,13648981.23,60749806.25,65757318.9,20867813.57,37351147.21,109745619.8,88488097.99,50842400.68,27536870.34,58283095.27,87966299.3,10914908.29,34455993.78,21300952.29,21145692.43,10513431.42,34660223,30766391.1,27364061.31,22589800.24,36690730.03,36318701.32,48191621.18,23844979.88,42559690.78,29801342.89,12065581.68,26143009.84,47288026.88,34783489.16,45058724.21,20271932.26,64639347.23,47389635.67,37089607.27,8888009.266,23779652.48,25283935.2,18951214.7,15242492.83,21918571.51,17781689.23,32162171.45,28699825.8,42752543.96,27637349.06,24444561.39,18760619.2,30094279.93,31780362.91,22754049.07,20210859.98,26476641.58,30442759.67,21190685.49,17769619.87,38410400.91,28433400.94,26789209.97
0.971675822/180.1019587,3334195.205,1948351.813,4798267.451,1093190.073,3403964.942,3191687.262,4543336.881,4122463.41,3799159.857,2942366.389,4775567.393,5447908.518,2719349.63,3481548.49,6180487.14,2743731.889,6120315.815,3531619.309,7415448.211,6281913.836,3631980.978,3001709.484,6636335.943,4103084.427,8269514.677,8481205.944,6166244.298,17825134.98,77470608.4,46915305.71,26270983.19,28681471.78,88837639.38,63661134.48,127060439.4,34063653.73,127118960.4,98044249.64,32514312.57,26808415.98,152165791.3,89719865.95,162624823.9,17343089.07,137446113.1,121087853.1,112220751.1,1830446.035,3185135.657,3633714.083,2778271.263,3234459.423,921278.8114,2513748.984,1245153.07,4016147.327,1100948.31,3579752.019,2646083.726,4559548.514,969664.9115,3251868.156,2235500.46,5051034.782,1246624.807,2916927.39,2067927.958,5306486.357,2379974.871,3078522.861,2932968.819
10.91866593/146.0924619,5888654.831,17975311.05,7771327.256,9512345.475,6755282.843,35549300.8,12811603.28,7114259.282,7936447.522,28779695.58,11524838.91,9216277.92,5941151.977,22985617.12,18176059.35,4910960.082,11686162.59,28820462.92,24334396.81,10420159.57,8027917.324,16071271.16,20107417.64,6315224.039,24507885.25,16315771.08,11388540.93,11336910.16,38192591.85,31167896.43,19338232.96,24375862.21,34300700.4,30659531.52,49089387.9,25204054.83,41777241.35,25174660.79,9586577.449,18660083.84,42964415.26,79709319.06,49036163.71,16317141.34,67110574.66,34549041.91,45197973.14,5345508.02,11836850.89,10688729.56,9097384.964,17643790.07,38442237.54,46987097.97,41050471.89,34551954.65,86816946.66,108583451,29953917.57,39069399.29,74617551.28,128820168.9,21398953.74,56672938.35,85637247.51,154742178.9,23538558.32,39128425.55,116162292.1,184762390.3,29469810.05
1.77021893/150.0775578,15461614.27,40267010.29,23547212.79,34214059,28687529.68,92128980.46,54998030.23,54251196.29,32278788.75,82592301.51,63959588.76,66798668.63,19608828.09,96664116.01,107993892.5,31887249.47,62022630.4,168974509.2,140616476.2,121293849.1,33133772.57,120536947.7,141710144.3,4823089.107,19479353.15,12134677.91,9767806.749,12514854.03,31007756.8,28777077.37,16117094.8,25221896.29,25684860.36,24783532.03,33579404.75,30596820.05,31814595.08,22204725.97,7221676.361,26931255.68,35952502.29,39770750.07,37944547.25,22925052.38,51831483.89,29391330.41,33731421.19,5906350.777,16874488.24,11186449.61,6782270.851,13247902.49,25519441.27,23252086.39,39540327.59,29388561.31,59246029.03,45791605.5,25265731.6,21817393.49,44177807.76,50217704.46,25721290.18,29725526.54,55412422.6,50520401.34,22054941.46,24263237.17,71213598.96,66904386.53,31192021.75
1.839850579/147.0916705,480998.0507,940562.1428,823893.5516,318036.1209,499992.9602,1559382.593,1130054.196,930084.1748,596103.226,1965844.597,1378981.602,1238408.806,348622.8858,2229908.454,2014991.974,573919.4557,960654.1154,3041583.94,2418926.704,1581417.939,774253.8893,2209475.687,3000441.544,3907833.984,15706195.08,10061995.26,5553657.277,4703943.587,25364793.07,21243761.41,14172454.58,7075149.336,27474733.45,22472249.23,32336411.03,9498674.854,31992925.37,20549263.6,6541026.459,10630185.7,39405762.18,34089809.91,35739465.46,8460671.812,50601094.89,23986860.24,23198806.9,1379008.792,6975056.809,5870671.928,2890974.911,4501354.098,9639988.576,5793101.128,8993018.305,10825306.53,21034999.43,12952275.48,6672309.74,4782898.445,16326777.03,12367738.13,5553679.003,7081719.693,28115789.68,10563609.37,5447332.691,6208596.908,22641693.22,14058074.14,6643549.785
10.94097591/212.0530619,572620.8087,3559012.137,4168323.49,2790824.875,1786687.511,13423056.78,14134872.62,900424.706,2428434.011,6382861.323,19026635.24,1264650.202,3120818.443,4357164.359,3849748.875,695896.2073,663890.2772,14038980.14,14427544.72,1572818.553,2168618.646,8537301.412,4141699.167,2523358.982,13752194.85,2771525.006,807577.258,7805910.404,40224808.32,7340645.913,3494537.475,3908882.067,32329884.58,40996886.86,18959561.61,8874114.248,45466709.09,35135060.87,1616910.647,30772907.44,41600481.65,37457348.39,14015773.68,27836797.1,95961479.8,74122684.4,23814560.46,457640.6771,3472935.921,1359797.139,155210.3078,3084438.648,9171698.629,8259703.551,4904592.141,3333140.362,17717908.4,5656113,7653580.809,1534566.12,10415384.82,5330955.664,1244217.702,1685353.145,20107222.6,46443875.37,1038243.199,2168118.02,23867726.46,7383483.943,7716575.584
2.337877019/141.0659261,3937992.978,27287002.09,6073475.513,11181314.95,4027951.877,31020281.24,9694867.053,4683663.627,4231836.65,22662337.21,10797396.13,2054887.992,2387350.556,27205066,20819518.87,3086703.969,6207038.284,72464443.84,18484465.13,15102479.01,3390697.707,35514127.92,19703392.73,1514502.493,22899318,7062460.757,1623283.73,1409638.276,23854822.93,19240628.35,3904755.95,3946821.694,12705402.14,8235429.285,8042814.326,6784523.672,7840146.941,10905994.33,4916169.433,7722275.033,2949567.494,8690683.18,4902581.228,3063012.35,7967218.723,7848317.515,15913645.86,897140.196,6758210.155,3141480.123,967873.6326,2784708.289,6710465.454,3305654.013,9115495.73,3549972.361,22095780.56,4255135.868,8840633.944,3502752.394,10673456.4,6187678.143,6521211.276,3440044.995,26383598.07,9218043.92,4832922.072,4040333.928,25214824.38,7376104.807,7367397.835
12.85875831/154.0952404,4323.032254,5205.224611,5188.601422,4487.693631,10046.99604,3879.588811,7040.968822,7476.228795,6535.090224,6315.981238,12138.9748,12466.68099,13744.5456,5517.958119,26805.77881,5386.908089,9941.055401,10732.43226,9941.595709,9154.10572,14100.08928,9595.391307,4834.176113,81921.65811,24401570.72,18791657.57,7476210.806,223940.1361,47840283.09,42848417.2,15294820.15,16915895.59,42451043.38,37531505.87,82262548.49,33095045.77,55063586.22,29792479.4,3992482.443,1672944.392,56190398.7,51317079.46,50581069.54,1807011.874,51066166.45,23872271.95,73993541.35,225746.6626,11990787.12,6638168.96,589115.1224,305541.0146,12163447.03,9371713.255,9110752.915,2343232.707,24652411.14,26975934.5,6670648.878,6924602.535,23159918.37,39339897.84,3958635.668,5412476.045,36351159.95,32586569.63,3449324.93,9883224.277,37091446.23,34700828.85,9863248.596
