"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"10.99788148/258.0753247","0.8353634","0.3301402","1.0598547","0.8822904","1.9354141","1.0550158","2.5907687","0.6045202","1.0541357","1.0017018","2.6061600","0.3008869","1.0966439","1.8745398","1.8626696","0.7848429","0.9603416","1.7998113","3.3029499","1.1456112","1.8674395","2.8591565","2.1604106","0.9231253","0.8783290","2.3105548","0.6258013","1.7687230","2.8789815","4.3589512","3.0062668","4.8016692","4.2706054","4.3564570","6.5830182","5.2078920","6.3197079","4.6779239","3.1410285","4.1520582","6.0478066","5.8913518","7.8931127","3.8694455","5.0708901","7.9382693","7.4839022","0.8962663","0.7771598","1.1741265","0.3146977","1.1458074","2.3416614","2.0968587","3.9516426","1.5751236","1.9513622","3.8816478","1.1956125","3.1221720","3.2386208","2.5219915","0.9234141","3.6172915","2.5065163","2.8813419","1.5683009","3.5863509","3.1185291","4.2172694","2.8963638"
"6.251339912/300.1932721","0.8307168","0.5515639","0.6834541","0.9993349","0.3647222","1.5176208","0.7569998","0.7325797","0.5574275","1.4162740","1.0226262","0.9534235","0.6007624","1.0852149","1.1461694","1.4498184","0.5754780","1.1689832","2.0481257","1.1272209","0.4908659","1.4695254","1.4534954","0.4769896","0.7326618","0.5949505","0.5439494","0.3541286","1.9401137","1.7696062","1.7756098","0.5478766","2.4728099","2.7056376","3.2753279","2.3990926","3.6786986","3.5555345","2.9971980","3.1532039","4.0390635","3.6595562","5.1315768","3.5365698","3.4608212","4.7328173","3.9444773","0.7555215","0.5711073","0.5946474","0.8717079","0.5610787","1.7219520","1.6523621","2.1155361","0.7924988","2.1230543","2.1185918","1.8261520","1.1148574","2.5119993","3.1499725","2.0029812","1.8043367","3.1244093","2.9805277","3.3399291","2.2505684","3.5947012","3.5904454","3.2024423"
"1.313571181/423.091683","1.9390155","2.0674449","0.6749327","1.3768940","2.9305601","1.8173862","2.8269853","3.3937375","3.3801229","1.8441608","3.5019458","3.9000032","3.9769789","1.9882439","4.3837085","3.8701085","4.3695407","2.2279704","5.5588203","4.2452373","4.1691094","2.3876855","4.6935080","0.7442326","0.3241417","0.5552229","0.2837881","0.5113922","0.5641370","0.6966156","0.2919793","0.2989164","0.4451788","0.6373547","0.6106030","0.2885105","0.3683411","0.6210260","0.7518401","0.5135250","0.3548080","1.2248401","0.5189316","0.5061640","0.3199464","0.7546345","0.3135979","0.8147773","0.3132404","0.6212365","0.3146977","0.4951973","0.3605880","0.7005658","0.3312255","0.2990105","0.5583471","0.3265752","0.3174578","0.3202909","0.3096457","0.6911069","0.3281545","0.3020722","0.3074099","0.5557360","0.4575412","0.2987188","0.3137760","0.3379970","0.3196614"
"7.445255494/363.1782271","0.9437233","1.5936491","2.1935817","2.4551114","2.5110269","2.9350675","1.8659468","3.3837308","2.8251916","5.0528399","1.8433084","1.7240774","2.6690825","1.7174239","3.0948626","3.8494409","3.1701774","1.7509581","3.3034270","4.8004648","3.9224021","2.6511840","3.9209901","0.4769896","0.3241417","0.3531170","0.2837881","0.7923439","1.8462219","2.6756091","1.5188089","1.8715073","2.3384186","3.0455800","3.4431155","2.5075465","3.4112323","2.4061783","2.4684942","2.0406704","4.2185513","1.8448214","5.3689882","1.4334101","3.1507675","2.5368372","3.2216782","0.5014856","0.6817640","0.7880095","0.3146977","1.0684459","1.4895551","2.1154323","4.0371148","2.0697099","3.0636944","2.7007512","2.0724869","2.2745291","3.9852188","4.4309223","2.9345180","3.3793291","3.2298581","3.2498852","2.4771404","3.6085397","2.8379359","5.7315289","1.5857326"
"5.26330691/172.0982397"," 1.2786635"," 1.5443955"," 1.5202584"," 1.3196126"," 0.9509513"," 1.1733411"," 1.9297731"," 1.3328184"," 0.9237300"," 1.2202008"," 2.0427477"," 1.2225139"," 0.9747324"," 1.8150139"," 2.1942841"," 1.5923169"," 1.0830702"," 1.0267048"," 2.5182489"," 1.2671154"," 1.0158441"," 1.8542848"," 2.5892219"," 8.3642219","10.6602010","10.7042970"," 8.4729575"," 8.2599793","15.5862244","17.6488242","14.5880437","10.4490566","17.8719018"," 4.9424065","25.9526178","10.5849285","21.5657293","19.6478855","15.6493550","12.2540138","23.4060574","24.8011860","28.4752176","11.2678301","22.0085900","25.9282571","20.2560840"," 2.3063390"," 3.9274580"," 3.8086514"," 4.4635511"," 2.2049057"," 6.9548362"," 6.6295674"," 2.9806653"," 5.1993470"," 8.2813757"," 9.3383174"," 3.0139108"," 4.1806557"," 3.0679780"," 8.3494177"," 2.9128507"," 5.6033850"," 7.8707871"," 8.9108468"," 3.8099282"," 8.6552815"," 2.6390924","10.7739375"," 3.3683706"
"5.130968294/287.0445792","0.6136980","0.8757333","0.7835653","0.6508627","0.7414001","1.5326225","0.6724182","1.4614720","0.7473564","0.6716140","0.8633739","1.6121253","0.6066273","1.3720060","1.8320690","1.5893393","0.7443558","2.1579505","2.2921879","1.9251335","1.3589501","2.2336822","3.2409063","0.4769896","0.3241417","0.5545210","0.2837881","0.5714272","0.6019372","0.5340848","0.2919793","0.4831511","0.6309342","0.3550847","0.6337693","0.4525616","0.3683411","0.3629080","0.3818711","0.3224902","0.6149143","0.6593719","0.6422640","0.3197429","0.5649907","0.3803107","0.3135979","0.5014856","0.4721374","0.5411601","0.3146977","0.3253121","0.3605880","0.5764588","0.5691203","0.2990105","0.3173832","0.3265752","0.4799684","0.3202909","0.5047466","0.6808942","0.3281545","0.3020722","0.6554162","0.3613342","0.3551393","0.5019382","0.6584935","0.6022748","0.3196614"
"3.646719575/380.1209103","2.5012062","1.0863674","1.0847775","1.2016844","2.1737353","2.1824712","3.1174341","2.2865428","2.3230386","1.9881774","2.8291607","0.9229267","2.1076474","2.0857187","3.1339336","3.4571825","2.0210539","2.6957018","3.8133234","1.2578714","1.7992284","2.6196553","3.7057140","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.4172715","0.4976300","0.3253375","0.5827550","0.7753198","0.2885105","0.3683411","0.3629080","0.5637238","0.3224902","0.3548080","0.3634324","0.7137609","0.3197429","0.3199464","0.8219172","0.5290488","0.7754216","0.5773102","0.3256904","0.3146977","0.3253121","0.6875433","0.3640863","0.6064247","0.2990105","1.8196454","1.5391536","0.5429202","0.3202909","2.0609158","0.6412055","0.6596601","0.4907577","0.3074099","0.3613342","0.8611643","1.6513303","0.8383694","0.6703462","0.5549389"
"1.802656083/250.1049547","2.4053591","1.9680454","2.1946187","2.3383029","1.3932087","2.8188952","2.9638298","3.5037063","1.2323690","2.7896265","3.0698077","3.4381194","1.7426230","2.8227968","3.7219985","2.2613882","2.7219268","3.3467314","3.0440638","3.2004835","1.8633677","2.7487162","4.7729780","0.7960902","0.3241417","0.3531170","0.4701910","0.5720900","0.5662491","0.7663199","0.3835594","0.7842066","0.5041660","0.3550847","0.5782855","0.4683908","0.3683411","0.6770151","0.5497065","0.4771150","0.3548080","0.3634324","0.6937500","0.4909211","0.3199464","0.3803107","0.6800134","0.8414285","0.5233493","0.8511809","0.5277801","0.4774099","0.3605880","0.3640863","0.3312255","0.4637693","0.3173832","0.9096978","0.4923092","0.4988428","0.3096457","0.3268209","0.5588132","0.9742150","0.5947012","0.8064612","0.6321447","0.4725394","0.3137760","0.5083482","0.6404016"
"12.4199935/368.1966236","0.9765721","0.5830072","1.1790518","1.2986372","4.4288640","3.1922638","4.5105501","3.6340917","5.5183233","3.2652366","1.8176312","1.2644223","2.0749515","2.9553180","5.4461009","2.2726982","3.4348649","5.0718618","5.1866965","2.3341585","4.2931562","4.6665374","5.9268533","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.2990105","0.3173832","0.3265752","0.3174578","0.3202909","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.3613342","0.3551393","0.2987188","0.3137760","0.3379970","0.3196614"
"8.977864934/319.0812497","1.2289910","2.1129212","1.6965705","0.9415782","2.5288816","3.2018999","2.8494975","2.2968690","2.7614829","2.8264318","2.8483390","1.9664206","2.6295853","2.8361918","2.9539847","2.5399653","2.1766798","3.3928636","3.5490195","2.7225553","2.3854847","3.3624181","3.1472382","0.4769896","0.3241417","0.3531170","0.5281371","0.8590358","0.3492305","0.3331067","0.5514985","0.2989164","0.3253375","0.3550847","0.3486419","0.7150054","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.7068619","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.5968142","0.3640863","0.8691714","0.2990105","0.6937474","0.3265752","0.3174578","0.3202909","0.8290809","0.7109357","0.3281545","0.6121236","0.6493049","0.3613342","0.3551393","0.2987188","0.7501742","0.7244715","0.3196614"
"3.974331701/164.0580829"," 1.974635"," 2.208237"," 2.239188"," 2.377769"," 2.284323"," 2.775940"," 2.825915"," 2.431184"," 2.535009"," 2.352017"," 2.768675"," 3.336447"," 2.489761"," 2.183260"," 4.235725"," 2.260338"," 2.768633"," 9.362486"," 9.340948"," 4.072780"," 2.438457"," 2.916384"," 3.559551"," 2.824053"," 5.865760"," 3.297327"," 2.463866"," 4.270155"," 9.553774"," 9.600398"," 7.378267"," 7.938588"," 9.857814","10.472225"," 7.660448"," 8.572500","12.604302","10.477056"," 9.142204"," 5.598369","13.742018","12.330792"," 7.983681"," 5.385572"," 1.679403","13.549371","10.804095"," 2.045416"," 2.818525"," 2.465377"," 1.511682"," 3.515272"," 3.755070"," 8.801898"," 4.392571"," 4.211875"," 4.232414"," 4.314217"," 4.004377"," 9.482262"," 4.156300"," 4.668379"," 3.987153","10.390435"," 4.918571"," 6.087212"," 4.416971"," 8.638961","11.891365"," 5.443697"," 4.658715"
"3.638724562/155.0240738"," 1.0985373"," 2.5334482"," 2.6817349"," 1.4350763"," 0.9760572"," 3.0793624"," 3.5715336"," 1.2750057"," 0.9141616"," 3.3110303"," 3.4186205"," 1.0333258"," 0.9910945"," 3.1970247"," 2.6842209"," 1.4044076"," 1.1245254"," 1.6221854"," 3.3671953"," 2.3329976"," 0.8115623"," 3.6720967"," 3.0124078"," 1.2007717"," 4.4442271"," 3.1859866"," 1.5906285"," 1.7095153","10.8174631"," 6.5443559"," 6.9880163"," 4.4251268","11.2623729","12.7130705","15.6999525"," 4.8046638","11.2977633","13.3910665","10.8725970"," 5.9143053","14.7112475"," 9.8520523","14.1564401"," 5.7976015","15.8412929","14.0310781","14.4742222"," 0.5014856"," 0.3132404"," 0.3256904"," 0.3146977"," 0.8839688"," 0.3605880"," 0.3640863"," 0.3312255"," 0.2990105"," 0.3173832"," 0.3265752"," 0.6936387"," 1.0246771"," 0.3096457"," 0.3268209"," 0.3281545"," 0.8807175"," 0.3074099"," 0.3613342"," 0.7499252"," 5.6007615"," 0.5308213"," 0.6007926"," 0.3196614"
"2.732328309/218.0443865","2.4511427","1.8938748","3.3519206","3.7484645","2.3730398","4.6870400","1.3403470","2.5540012","2.0398178","2.0612723","1.4712215","2.2826026","2.4280106","1.9692798","1.7181565","2.5363016","3.3039031","2.5203608","4.3009866","3.1747028","2.2594273","4.7386227","4.3917683","0.8170581","0.8094458","0.7181625","0.5144409","0.8308028","1.2356479","2.3543191","1.7348913","1.5413240","1.6199444","2.0695371","1.6644771","2.2898641","2.5104316","2.6905989","1.9842626","1.9096288","3.2296258","4.6979743","2.3220716","1.2768846","1.6635395","3.8144978","2.0639200","0.8492615","0.5934852","0.6493720","0.5425492","0.5145328","0.7318794","0.6206818","0.7139604","0.4392815","0.7146602","0.6545596","0.6857303","0.5321012","0.7381978","0.6723375","0.5739182","0.4690668","1.5345372","0.9451320","0.5229772","0.7265988","0.7206710","0.3379970","0.7030803"
"5.074457508/352.0924703","1.7985181","1.6349242","1.5716510","1.9583282","2.3160555","2.3841364","2.4258175","1.7888145","2.3108650","2.1535343","2.3643190","1.8324813","2.3525908","2.3939734","2.4135081","1.7017637","2.1390744","2.1094212","3.4437118","2.1879657","2.4117827","2.7062202","3.2078393","0.7456696","0.3241417","0.3531170","0.2837881","0.5412637","0.3492305","0.5298682","0.2919793","0.5038438","0.7622209","0.5944275","0.8187603","0.9085134","0.3683411","0.5873661","1.0293460","0.6936506","0.3548080","0.7389000","0.8380710","0.5069135","0.3199464","0.3803107","0.6840652","0.5014856","0.5555648","0.5527053","0.5556794","0.3253121","0.5832707","0.6353816","0.6737913","0.5516857","0.3173832","0.5191286","0.6927101","0.5076283","1.1908273","0.9320349","0.3281545","0.5667063","0.3074099","0.5910646","0.6980039","0.2987188","0.7425390","1.0209753","0.6685435"
"4.56865197/613.0755724","1.2376594","0.6337111","1.3668302","0.6656107","2.1593534","1.4338384","2.0640274","2.1498054","1.8042499","2.0314108","1.6681864","1.8986236","1.9443334","2.2229926","1.6670198","1.4905307","1.6714352","1.6864090","2.7080504","2.1988291","1.9274308","3.0520246","2.7084271","0.4769896","0.3241417","0.3531170","0.4631047","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.5204178","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.2990105","0.3173832","0.3265752","0.3174578","0.3202909","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.3613342","0.3551393","0.2987188","0.3137760","0.3379970","0.3196614"
"2.660269593/216.0667869","6.5636635","2.9714456","2.6922390","7.6470831","4.7070185","3.1193566","2.2674168","5.1047433","4.1253891","3.0649743","2.6223634","4.8302971","4.2031371","2.9479299","3.4941556","5.4679529","3.1902221","3.3936430","2.4782045","4.6971950","2.8581580","2.6389688","3.3888624","1.4893452","0.8575158","0.3531170","0.2837881","0.5175848","1.1142520","0.7645293","0.2919793","0.4965556","0.5145147","0.8870516","1.1047144","0.4218487","0.8849750","0.9800231","0.6348711","0.3224902","0.8560107","1.5565691","2.4570413","0.5482862","0.5917050","0.7761615","1.0384102","0.9627797","0.8670147","0.5706704","0.6830624","0.5936109","2.3179793","1.7389665","1.7268276","0.7796261","2.4838183","2.7894593","3.4176283","0.8790841","4.1708318","3.3498997","3.3048150","1.2336369","4.1711404","3.1094600","4.1474889","1.8144766","4.6538169","5.0436905","5.2385450"
"6.384607848/245.0436956"," 1.203121"," 1.834855"," 1.365698"," 2.281074"," 3.109898"," 2.576372"," 2.534433"," 3.118707"," 3.452330"," 3.604891"," 4.545023"," 2.702387"," 2.878620"," 3.077919"," 5.407490"," 3.768829"," 2.101084"," 4.313926"," 5.919109"," 4.815366"," 2.949785"," 2.620640"," 5.361119"," 1.525579"," 4.465363"," 1.242063"," 1.482772"," 1.227970"," 9.158173"," 2.534341"," 5.435225"," 6.865185","11.350086"," 7.473538"," 1.521391"," 6.342163","11.633292"," 3.406869"," 1.611713"," 6.958996","12.356619"," 3.234032"," 2.156812"," 2.124943"," 3.494192"," 4.027764"," 4.199224"," 1.595932"," 1.234806"," 1.389990"," 1.255753"," 2.911148"," 3.640796"," 3.272953"," 4.884569"," 3.068141"," 1.917270"," 2.866515"," 2.429223"," 4.380127"," 1.758676"," 2.361921"," 3.314208"," 3.696791"," 2.204542"," 5.818030"," 2.516175"," 4.090753"," 7.791345"," 2.168020"," 3.659342"
"11.9920619/116.071892","0.7818346","0.6566612","0.8329338","0.8880304","0.7315640","0.7716990","0.6993491","0.8182397","0.6614254","0.7941082","0.7999917","0.6433833","0.8301966","0.6999628","0.7880203","0.7094142","0.9878178","1.6779024","0.8628382","0.6860543","0.6299329","1.1467368","0.8952346","0.8421955","0.7141665","1.0007104","0.7720688","2.2470023","3.4239144","2.8654816","2.3413712","3.4229130","3.8990247","3.1512694","4.2485129","3.6898784","4.5065114","3.5581192","2.7763227","3.9568609","4.8603784","4.3966805","4.0418929","3.6376812","4.5030799","4.0654230","4.1363731","0.9771332","0.7524819","0.6328151","0.6624093","0.9150169","0.8527500","1.9884012","1.1151381","0.9262875","1.0844321","1.9236852","1.7445767","0.7076653","2.5399956","2.3495739","0.8719843","0.7409007","2.0681137","2.7932035","0.7787054","0.8762990","2.5735219","2.7496991","0.7769048"
"1.085834625/584.1525945"," 4.0935819"," 3.0642693"," 5.9782809"," 9.2853066"," 5.4201985"," 7.0219345"," 7.4552216"," 8.5332938"," 2.2870294"," 7.7887792"," 9.1502419"," 9.4933183"," 6.6048780"," 7.8704376","10.2483966"," 8.6271317"," 5.9314751"," 9.8256987","15.8147059","10.7228482"," 7.0228265","16.2244227","17.9616151"," 0.4769896"," 0.3241417"," 0.3531170"," 0.2837881"," 0.3541286"," 0.3492305"," 0.3331067"," 0.2919793"," 0.2989164"," 0.3253375"," 0.3550847"," 0.3486419"," 0.2885105"," 0.3683411"," 0.3629080"," 2.4119710"," 0.3224902"," 0.6302647"," 0.3634324"," 0.6406229"," 0.3197429"," 0.3199464"," 0.3803107"," 0.3135979"," 0.5014856"," 0.3132404"," 0.3256904"," 0.3146977"," 0.3253121"," 0.6734683"," 0.3640863"," 0.3312255"," 0.2990105"," 0.3173832"," 0.3265752"," 0.3174578"," 0.3202909"," 0.7078403"," 0.7176310"," 0.3281545"," 0.3020722"," 0.7120559"," 0.3613342"," 0.3551393"," 0.8396510"," 0.9902813"," 0.3379970"," 1.3277559"
"12.09750648/272.1733575","0.8916280","0.9368959","1.2511370","0.7925875","1.8429839","3.1129754","3.3512989","1.8027589","2.5535803","3.1035718","3.5549728","1.2274527","2.7619028","3.7309349","4.0163645","3.7038072","1.4761788","2.9455525","3.9677753","1.2082074","2.7582736","3.3283938","4.0692694","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.8220305","0.3548080","0.7788470","0.7208741","0.7330719","1.7981056","0.8065494","0.3135979","0.5014856","0.7163781","0.6748979","0.3146977","0.7478721","0.8936451","1.0878491","0.6759670","0.9041265","1.3726912","1.3858067","0.7328730","1.1201344","1.9324703","2.7059947","1.2951467","1.6553469","2.5404430","3.5653887","2.9770567","1.3938781","2.4387188","2.9338676","1.5242140"
"4.426041605/384.0746077","1.5943051","2.1429077","1.6036404","0.9699658","1.5759903","2.5339279","1.8824512","1.0713374","1.5882931","1.9793688","2.0047419","1.3132370","1.5722445","2.0748477","2.8795874","1.3403858","2.2580546","1.3805288","2.8924583","1.7155534","1.7967117","1.8480754","3.2038467","0.7635435","0.3241417","0.3531170","0.2837881","0.5544574","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.5727796","0.5695231","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.5622133","0.5014856","0.5308716","0.3256904","0.3146977","0.3253121","0.8296083","1.0220665","1.1238742","0.6085098","2.0685667","3.1837031","0.6184152","0.5363248","2.3347957","2.5830184","0.6382828","0.5225285","0.6614665","2.4430355","0.6214078","0.5785096","2.9527435","4.0929031","0.6622018"
"1.826060625/317.0998382","2.1135119","2.0630915","2.1527900","2.6806029","2.5485978","2.7225038","2.2477309","3.3084678","2.6538012","2.5240465","2.9083543","3.0027398","2.2668290","2.4278302","3.3197428","2.9716740","3.4260058","3.0626267","3.0102688","3.6947943","2.4508186","2.7425371","3.5755347","0.8823332","1.1246932","1.2077172","1.9458261","2.1062177","2.4812830","2.3302117","2.1598948","3.1917547","2.5035918","2.3648726","3.8744944","3.9162836","2.4572759","3.0508634","2.7652068","3.7647699","4.1916845","3.5456805","3.9541197","2.7640525","4.5235103","3.2090691","4.2595840","1.3425864","1.1153273","1.0100828","1.6503050","1.2832036","1.1238404","1.9553595","2.0366133","1.3556113","0.9036367","1.1880601","1.6871239","1.6188497","1.0957293","1.4164510","2.0066880","1.2343542","0.6156150","1.6287388","2.1482295","1.4818614","1.1857445","1.1611277","1.6100528"
"1.041298806/262.1451107","2.9225143","3.5106227","3.8997823","2.7948299","2.7424421","4.5140559","2.9559864","3.0480943","2.3161170","4.5110824","3.8189071","3.0448426","2.5627789","4.7241635","4.6293306","2.7854238","1.8249952","4.7700537","4.3241131","2.9970087","1.5343667","4.5952595","5.1857133","0.8209654","1.4719329","1.5766189","0.8563213","1.0940406","1.2242277","0.8634164","0.8783811","0.5723601","1.2088147","1.3212835","1.1419312","0.7731411","1.5094064","1.0591299","0.8911934","1.0813435","0.8055943","1.2130137","0.9412732","0.8568919","0.9315090","1.4385530","0.9823495","1.6469635","1.1200780","0.9638776","0.6408126","0.8962616","0.7509746","1.2195307","0.8907250","1.6721628","0.3173832","1.3388043","0.3174578","1.2202566","1.2569596","1.0527019","0.6229819","1.0088571","0.6167778","0.3613342","0.6534610","1.1451612","0.8196398","1.4076306","0.6973278"
"5.143181808/385.0764843","0.7323792","1.5851159","0.6652395","0.7588946","1.5162602","1.8427819","1.1912718","1.8815442","1.2546631","1.8959916","1.7003394","1.1836174","1.1167003","0.9253574","2.0948797","1.1118688","2.0901095","1.9777123","2.3118179","2.2631010","2.1278389","2.4252860","2.7955500","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.5752370","0.2919793","0.2989164","0.5811943","0.3550847","0.3486419","0.4404479","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.5539482","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.5879710","0.2990105","0.3173832","0.3265752","0.3174578","0.3202909","0.5739844","0.3268209","0.3281545","0.3020722","0.3074099","0.6837634","0.5103250","0.5493667","0.3137760","0.3379970","0.3196614"
"3.602328811/373.0012715","1.0305719","0.6691290","2.5472888","2.3974223","0.9317429","2.4115658","0.6347883","0.9052584","1.0598310","2.6502436","0.7117470","0.8077866","0.9195913","2.7620747","2.4527125","0.6893094","0.5334916","3.5040586","1.7755732","0.8458017","0.6387395","1.0624320","2.9667744","1.1824365","0.5997347","0.6253680","0.6791752","0.8539499","0.3492305","0.6987100","0.5528635","0.8248976","0.5330901","0.7441384","0.7599172","0.8550400","0.6367023","0.6718237","0.9825203","0.9294821","0.6647233","0.3634324","0.3449861","0.9327312","0.3199464","0.7398958","0.8719436","1.4633285","0.5897759","0.5996704","0.9525765","1.3891756","1.8967832","1.8522716","2.3981085","1.4560969","2.7548606","2.3711342","1.6179042","1.5277377","2.5556901","2.2919493","2.0619681","1.8027424","2.2977370","3.8626940","2.3282691","1.5222934","3.5812528","3.4359691","1.9226274"
"5.030237874/862.4591371","0.4243812","0.3301402","0.3636587","0.3547485","0.3647222","0.3454857","0.3634112","0.3145931","0.3471161","0.3358019","0.3573177","0.3008869","0.4014146","0.3197430","0.3389660","0.3895391","0.2747271","0.3197737","0.3420768","0.3064958","0.4977159","0.3408652","0.3489807","0.4769896","0.3241417","0.3531170","0.2837881","0.5709532","1.6586539","1.6034042","1.9738150","0.8660904","2.2557620","2.7250923","3.9504890","2.0457256","3.1870831","3.4842809","2.9814471","2.7424811","3.9514456","3.5158352","5.0018071","2.7028080","4.7602112","4.1182336","4.3379154","0.5014856","0.3132404","0.3256904","0.3146977","0.7167250","1.1916153","1.1993852","1.9493408","1.0829706","2.1009387","2.3015767","2.1413564","1.0065460","1.5367309","3.0404767","1.5745483","1.6182747","5.6278942","3.1308338","3.0595415","1.3815351","2.7871956","2.9096763","2.9591547"
"3.968373624/551.1354553","0.4243812","0.3301402","0.3636587","0.3547485","1.0026601","1.3297970","1.7154154","0.9358268","1.3783931","1.3514973","1.8444481","0.9918698","1.4748968","1.8723427","1.1088318","1.4826403","1.0320150","1.2662641","2.2513186","1.9001531","1.0245777","2.2773137","2.3473995","0.4769896","0.5223148","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.5556114","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.2990105","0.3173832","0.3265752","0.3174578","0.3202909","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.3613342","0.3551393","0.2987188","0.3137760","0.3379970","0.3196614"
