"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"Label","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Bt","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Cv","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps","Ps"
"1.510453738/274.1109627","4.1001465","0.5826066","1.6381825","0.9627869","1.7780261","1.5860022","1.5361377","0.7008700","1.5560957","1.9309398","1.2193095","1.1742601","1.6013012","1.2173603","1.9059577","0.8126615","0.7892005","2.4031441","2.3096509","0.8546466","1.4065913","0.9043817","1.4928733","0.9140780","0.6222330","0.9046507","0.9291396","1.2687922","1.1688002","1.3665286","1.1814956","1.1239336","0.9823777","1.4408856","1.9490672","1.0547347","0.7374317","1.3146976","1.1624664","1.5502316","0.9896619","2.0910103","1.5869807","1.5244744","0.6317928","0.8150964","1.9253643","3.9744889","0.9097883","0.8234560","0.6881909","2.6109757","1.2395396","2.8485789","3.4119113","3.1041262","2.0525389","5.1654698","2.4071714","3.8917928","3.2801323","3.5638460","1.3800749","4.5757758","1.0106862","3.6453313","1.6481239","4.4767704","1.5613322","4.9667252","1.6241457"
"1.85235765/274.1123825","2.4847350","0.5826066","0.8892077","0.8400251","1.5263670","1.5860022","0.9102092","0.6165375","0.9420484","0.9951745","1.0682252","1.3021513","0.8074929","1.2173603","1.1964254","0.5893159","0.7892005","0.9872804","0.9003508","0.9329496","1.3685990","0.9043817","1.6198950","0.9140780","0.6222330","1.0901697","0.9291396","1.5406258","1.1688002","1.7207382","1.6970531","1.2160543","0.9823777","1.2367660","2.3245139","1.3264757","1.3068569","1.0066146","1.6654493","1.8490040","0.9896619","1.8698610","2.0240704","1.3261718","0.9010850","0.8150964","1.9253643","1.3923361","0.9359246","0.9563846","0.6881909","2.6731168","1.2395396","2.8432367","1.9544645","2.7897569","2.0525389","3.6447708","2.4733662","3.3635019","1.8032555","3.8238077","1.3800749","4.0719651","1.0106862","4.0854838","2.2017648","4.0989061","2.5801148","4.9653385","1.6241457"
"1.774035595/186.0369051","0.7300849","0.9019413","1.7255923","2.2114437","0.8168069","1.7480290","2.2461279","1.9989909","1.2811781","1.8688762","2.2711335","2.0828977","1.0333617","1.8307949","2.1817299","1.4948883","1.5239423","2.2701981","2.5434770","2.3028618","0.9339449","2.6839148","2.9109404","0.4769896","0.3241417","0.3531170","0.4594436","0.6556369","0.8322302","0.7285077","0.4714684","1.4003722","0.7564857","0.6558810","1.9506646","1.1537205","1.0740372","0.6620986","0.3818711","0.7662824","0.9828971","1.4352629","2.0448831","1.1093661","0.3199464","1.9564814","0.8185631","0.5014856","0.6253329","0.3256904","0.5600027","0.3253121","0.8003994","0.8440614","1.8919893","0.5643368","0.3173832","0.8181607","0.7443012","0.7550246","0.3096457","0.9874679","0.3281545","0.9315202","0.3074099","1.0555647","0.6229588","0.6077273","0.3137760","0.7975855","0.3196614"
"5.843282855/300.1933216","0.8307168","0.5515639","0.6834541","0.9993349","0.3647222","1.9740050","0.7569998","0.7325797","0.5574275","2.1596963","1.0226262","1.6345834","0.6007624","2.2395773","1.1461694","1.6627604","0.5754780","1.1689832","2.0481257","1.1272209","0.4908659","2.3436530","2.7999214","0.4769896","0.6199823","0.5949505","0.5439494","0.3541286","1.8690164","1.6040771","1.6883392","0.5478766","1.7545469","2.4355972","2.9045967","1.2642577","2.7936715","2.9764087","2.8597656","3.0002791","3.5463467","3.6456964","4.5619621","1.8688117","4.6868668","4.1856389","2.8345136","0.7555215","0.5711073","0.5946474","0.8717079","0.5610787","2.2955148","2.1148617","1.5946279","1.6688559","3.0544746","1.6818580","2.7090518","1.1148574","3.1318195","3.2406527","1.6249598","1.0647517","3.7270561","3.6377460","3.8422566","2.3952827","4.4527110","3.9346944","3.7919294"
"1.747926923/309.0774861","1.9089299","1.2457419","1.5797453","1.9728736","1.5223905","1.9974764","1.5845311","3.3247593","1.5507369","1.8686359","2.3028729","3.2886057","2.0209819","2.8847952","3.0995829","3.0180617","1.8589092","3.5495442","2.9415957","2.3401417","1.6576423","3.4595898","4.0464877","0.4769896","0.7166340","0.9580387","0.5961993","0.3541286","1.2791502","0.6684302","0.2919793","0.6409295","1.0324315","0.3550847","0.7609124","0.4236811","1.6779557","1.0455930","0.3818711","0.4849625","0.6642284","0.6551864","0.6719373","0.3197429","0.5505869","0.8335158","0.6716950","0.5014856","0.9643491","0.5122406","0.8397009","0.5893980","0.3605880","0.5920988","0.7173341","0.2990105","0.8611200","0.7534746","0.7409429","0.4781251","1.2245275","0.3268209","0.5850202","0.6677385","0.6638450","0.3613342","0.8319248","0.8252388","0.9781550","0.7160175","0.6088880"
"7.469545406/130.0511658"," 4.163677"," 6.379289"," 1.608323"," 1.545883"," 3.367180"," 7.982081"," 3.000806"," 5.125880"," 3.155450"," 7.995903"," 3.207076"," 5.520822"," 2.977505"," 4.181583"," 2.393343"," 1.811687"," 2.096960"," 2.481099"," 3.029702"," 5.367566"," 1.752674"," 3.482284"," 4.196308"," 3.708736"," 8.361155"," 8.294734"," 3.437548","15.185141","18.186977","18.443268","14.991937","16.333303","19.107408"," 7.587008","13.787573","17.482232","11.221237","16.925251","19.747642","17.209610","12.572583","20.960634","28.830669","19.543547"," 4.564676","23.680721","19.662410"," 4.275445"," 2.270004"," 3.648787"," 5.067503"," 3.570069"," 6.998855"," 3.142364"," 9.625783"," 3.048105"," 3.107199"," 9.518683"," 4.259321"," 3.609689","10.692956"," 8.178005"," 4.695513"," 4.730882"," 6.614232"," 7.258396","11.619540","13.145374"," 9.060778","10.604803"," 7.735009"
"6.244951451/238.0725284","4.4764041","2.1553304","4.0601931","4.4725506","4.1784875","5.1261199","5.6352639","3.8641930","4.2230963","4.1796748","5.2690813","3.7179560","4.0717834","5.4984695","6.7535446","4.4341457","3.6436594","6.4295153","6.1598586","4.8314125","3.6596412","6.2574942","6.0282879","0.7661240","0.5627967","0.5078841","0.5404515","0.5879207","2.9117664","3.0671649","1.4501871","1.5096596","2.8663322","3.3127206","2.8008120","1.0056545","3.4472945","3.3641054","1.5405725","1.5711017","4.5381953","3.9691863","3.1210278","1.4964131","3.5954706","3.9676941","1.5654330","0.8359439","0.5126624","0.4750452","0.5227183","0.5791025","0.7105793","0.7879164","1.4790044","0.5321787","1.2075260","0.9183753","0.6802406","0.5658391","1.5929899","1.0001839","0.6280392","0.6431243","1.1537665","1.1264441","0.6055050","0.5621533","1.7703217","1.4195752","0.6054256"
"5.423625057/627.0380804","0.6670469","0.5387027","0.6517990","0.6882759","1.1394721","0.7018938","0.6657645","1.3848767","1.0491243","0.7245839","0.7505802","1.9637538","0.9255030","2.0169607","0.9292380","1.0594406","1.2331877","1.0046454","2.3784502","3.1852434","0.7995204","2.3802410","2.8271383","0.4769896","0.5597795","0.3531170","0.4677632","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.3224902","0.9045852","0.6459787","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.2990105","0.3173832","0.3265752","0.3174578","0.7351131","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.6796457","0.3551393","0.2987188","0.3137760","0.3379970","0.5592973"
"1.395746267/511.0905866","2.0844489","2.6098780","0.9648368","1.1628945","1.9464323","4.4205416","1.5395094","2.2079477","1.8870430","4.2333010","0.8509232","2.2541590","1.6995878","4.4143921","4.9455786","2.1929826","2.2880401","6.5166954","3.6361646","2.4246009","1.5010444","4.3935381","6.2593592","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.8387615","0.8424160","0.5954285","1.0868528","0.3629080","0.3818711","0.3224902","0.9059200","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.6845871","1.1225475","0.2990105","0.3173832","0.3265752","0.6783787","0.3202909","1.3853934","1.4859367","0.7276483","0.6193878","0.7393523","0.8601457","0.6565741","0.6699033","1.3958740","0.3379970","0.6372955"
"5.931939661/506.0693608","1.6660867","2.1449637","1.7644649","1.9313618","1.7275214","2.5997930","2.3711003","1.8405337","1.2425847","2.1097094","2.3694499","1.4514000","1.9114404","2.4931972","2.8811960","3.5771626","3.2461502","2.9138319","2.7475818","2.0960836","1.6433891","2.8997876","3.2224022","0.4769896","0.6776698","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.2919793","0.2989164","0.3253375","0.3550847","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.5193943","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.2990105","0.3173832","0.3265752","0.3174578","0.3202909","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.3613342","0.3551393","0.2987188","0.3137760","0.3379970","0.3196614"
"8.861657036/288.0864933","0.7051312","0.5951909","0.3636587","0.3547485","1.1408130","2.0613177","1.8631694","1.1143210","1.2097665","1.9111960","1.1899837","0.7162472","0.9456313","2.2959099","2.4288261","0.8887498","2.4224936","2.2541989","2.5830295","2.5153217","2.4309540","3.2059927","3.4703839","0.4769896","0.3241417","0.3531170","0.2837881","2.6573310","2.2478832","4.4419706","2.5462599","3.2725942","3.5536864","3.5424992","1.9196183","3.1065490","5.6900768","2.8730687","3.8879882","3.6084992","4.8358386","3.0883378","3.7562511","3.0083720","3.6706667","4.9088183","3.7214440","0.9092054","0.7008976","0.3256904","0.3146977","2.0638456","2.9957502","3.2343673","1.3202434","3.5283608","2.7889096","5.0027197","2.6977032","2.6725293","3.6714257","4.2901629","2.7866861","3.3009681","3.0372868","3.2884851","3.0260391","2.9438360","3.9511398","6.4703343","3.0405479"
"9.905280615/288.1096337","2.5034255","0.8343160","0.9143979","0.9432797","2.8809755","3.0991921","3.7299959","2.5287844","2.9207058","2.4930358","3.7804293","2.1626144","3.8573709","2.4997180","3.5840671","3.7888651","1.6408400","3.4357394","4.7149808","2.8925220","3.1659414","3.3542609","3.9322947","0.4769896","0.3241417","0.3531170","0.6387821","0.7502101","0.3492305","0.3331067","0.2919793","0.6444537","0.3253375","0.7849715","0.8786630","0.2885105","0.6842068","0.3629080","0.3818711","0.5405668","0.7852021","0.6646777","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.7584434","0.8673251","0.5975674","0.3253121","0.3605880","0.8396289","0.9224297","0.2990105","1.1381483","0.8935397","0.9013333","0.3202909","1.8212621","0.5845691","1.0079497","0.3020722","0.3074099","0.3613342","2.8613244","1.9092418","1.4358929","1.0219486","0.9888105"
"3.445504828/158.0459974","3.151967","1.513471","2.302114","2.667168","3.495062","1.421510","1.966183","1.764167","3.686976","1.178997","2.153797","1.378371","3.509782","1.393070","1.925938","1.837960","2.217932","2.215748","2.675313","1.417209","2.323978","2.015356","3.734972","2.877694","1.450545","2.539894","2.387673","4.587412","1.962645","2.481257","2.170518","2.102944","3.347186","1.944130","4.807219","2.068044","4.015416","4.252495","2.122484","2.424125","4.384293","4.315192","4.725235","2.562208","4.795425","5.304101","4.976456","2.692284","1.382001","1.243838","1.569255","2.344258","1.090959","2.154277","3.703248","2.087062","1.196032","1.730806","1.638390","1.915692","2.104823","1.853240","1.461191","1.667384","2.025773","2.325686","1.767128","1.708209","2.736526","2.685865","1.774524"
"2.037179359/205.0631003","4.8068228","3.6166582","5.4991445","5.7713873","3.1158669","3.6736530","5.5741221","3.9623570","2.9729058","2.9870093","5.6868806","2.0394700","3.0814205","2.4083195","5.8547187","3.7025636","3.0261087","4.0047561","5.3627204","3.7963348","2.4903591","4.1007800","3.3200732","0.7682204","0.5978033","0.6216618","0.5062330","0.9025292","0.5894270","0.7164877","0.5519810","0.5767532","0.6795818","0.6899630","4.3140310","0.6513660","0.9683473","0.7737673","0.6609599","0.9531368","0.9862869","2.8584518","2.7018981","0.6490902","0.8331231","0.7474928","1.1397044","1.2377353","1.3471278","1.5152293","0.9433773","0.6687963","2.1649596","2.6545305","3.5747526","1.8150224","3.0329350","3.1167025","3.2537273","2.0976513","3.4310069","3.0231973","3.5719659","2.4216142","1.3078145","3.9104668","3.6546421","2.2581435","3.1371130","3.4959368","3.5135633"
"2.944822039/319.1161767","1.4074062","0.8370571","2.2347055","2.2371291","1.1962749","1.9344171","1.1561946","1.0134831","0.6174566","2.2461537","1.3471058","0.6120649","0.8749465","2.2934257","0.9521999","0.9592380","0.9839391","2.2779764","1.2404371","0.5929455","1.1868237","1.8115814","1.4337456","0.8420744","0.7164055","1.8048553","0.9309970","1.6328473","1.8461794","2.5378458","1.4734920","1.6425672","1.7945312","1.3958710","3.3898515","1.4300153","1.1481930","1.1344781","1.8206569","1.2960364","2.4878970","0.7338544","1.8388599","1.3400063","1.4164028","1.1636331","2.1714559","1.0388325","0.7426016","1.2315610","1.1161230","1.3582352","1.7348052","1.7810820","1.7406316","1.7283003","3.8088020","1.0254105","2.1461557","2.0243276","2.9557332","1.5028849","2.4021359","2.8552898","2.9994464","2.0330400","2.5726450","2.6334412","4.0129011","3.2615544","3.4374642"
"5.193687336/509.1556209","0.4243812","0.3301402","0.3636587","0.3547485","1.5508839","0.9025141","0.8062631","0.8036278","1.2914085","0.5945166","0.7863021","0.7993896","1.1827688","1.4912721","1.5017930","0.7175187","1.2911762","0.9452894","1.7713606","1.6683396","0.8566630","1.6060679","2.4386452","0.4769896","0.3241417","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.5018700","0.4571937","0.6132721","0.3550847","0.6849713","0.2885105","0.3683411","0.6868330","0.3818711","0.5070782","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.7702542","0.3135979","0.5014856","0.3132404","0.3256904","0.3146977","0.3253121","0.3605880","0.3640863","0.3312255","0.2990105","0.3173832","0.3265752","0.3174578","0.3202909","0.3096457","0.3268209","0.3281545","0.3020722","0.3074099","0.3613342","0.3551393","0.2987188","0.3137760","0.3379970","0.3196614"
"3.094415542/72.9927625"," 2.176495"," 1.398395"," 1.271756"," 1.829596"," 2.432220"," 1.576024"," 1.136678"," 3.221709"," 2.141182"," 1.471730"," 1.336138"," 2.517276"," 2.318622"," 2.016638"," 1.368082"," 2.661991"," 1.666388"," 2.484512"," 1.735879"," 2.270673"," 1.672393"," 2.031473"," 2.291802"," 2.441758"," 4.079187"," 4.151530"," 1.969189"," 5.834470"," 9.334005"," 5.563438"," 4.413813","13.402316","10.095471"," 7.512162","12.555036","15.275614","17.166892","10.577322"," 8.309885","16.751984","18.743191"," 7.492268","15.868757","15.371411","18.942176","14.754229","11.542433"," 2.356372"," 1.345357"," 1.060513"," 1.748701"," 2.299752"," 2.332159"," 2.209030"," 2.727835"," 1.972602"," 2.808001"," 2.289625"," 2.587394"," 1.469552"," 2.808944"," 2.360736"," 2.512592"," 1.459569"," 3.093816"," 3.157649"," 1.766094"," 1.738020"," 3.357445"," 3.004135"," 2.854011"
"5.836113219/184.0981525","1.3270817","0.5689887","1.5598618","1.1369658","1.4829352","1.9465706","3.7192632","1.3741235","3.1110348","1.6173792","1.9715345","1.3949034","1.6428665","2.1777710","3.8838548","2.4519689","2.1671593","2.0635576","2.2531425","1.7317171","2.7027178","3.3679979","4.8110217","0.4769896","0.4756636","0.7366232","0.4860344","0.5019861","0.5007184","0.5697014","0.4978093","0.4982056","0.3253375","0.9217354","0.6428420","0.4800175","0.3683411","0.6251779","0.5780502","0.4776304","0.3548080","0.6493725","0.6480936","0.4632094","0.5518719","0.3803107","0.6219926","0.8100329","0.5332846","0.6169860","0.5811530","0.5287333","0.7430006","0.6755996","1.2115207","0.5250765","0.9394603","1.0404509","0.6809856","0.5709897","1.2460486","1.1257334","0.6205204","0.7336269","1.2393003","1.1322467","1.1903135","1.2307120","1.2485963","1.1900570","0.9737215"
"13.61264237/284.091214","2.8277808","2.6121386","2.4947585","1.1567675","3.4283944","2.9186480","3.8416095","2.6893518","3.7719262","3.4468650","4.2595929","3.3021463","3.9552842","3.8181313","6.5478343","2.7591604","4.6190028","3.3379918","3.8897042","3.6606453","4.2184140","3.3345020","5.6334321","0.4769896","0.3241417","0.5934163","0.2837881","0.7731137","0.6101552","1.6415737","0.5965824","1.5851854","0.6353884","0.9327364","0.9028706","2.1055495","1.0385142","0.3629080","0.6834234","0.6339819","0.6135127","0.3634324","1.0189588","0.7233781","0.7470205","1.3621115","0.5954720","0.9472502","0.3132404","0.5347265","0.3146977","0.7072344","0.3605880","0.3640863","0.3312255","0.7085902","0.3173832","0.8236407","0.5809007","0.6251437","0.3096457","0.3268209","0.3281545","0.7078700","0.3074099","0.3613342","0.3551393","0.7378462","0.3137760","0.3379970","0.3196614"
"4.863663549/244.1193782","0.7085948","0.6749255","0.6457315","0.7086291","0.6743743","1.1728904","1.1297327","1.0599781","0.7955777","1.4847054","0.9017912","1.2033864","0.6853775","1.2709648","1.2450825","0.9209148","0.9919668","1.3800139","2.0170898","1.7808299","0.8130468","1.9655678","1.7749019","0.4769896","0.9598747","0.9385384","0.4679840","0.5452240","0.6582150","0.3331067","0.4749164","0.5290880","0.6066394","0.5611330","0.8033561","0.5926157","0.6703283","0.3629080","0.6649057","0.5691593","0.9914126","0.9191085","0.8978860","0.5589902","0.6485931","0.7906551","0.6059571","0.7659223","0.5106283","0.5640469","0.5258174","0.5327417","0.9123753","0.6666941","1.4536086","0.7473554","1.9409159","1.5638908","1.2257654","0.5258338","2.1024692","2.1668612","1.1944817","1.0861868","1.9164991","2.7550724","1.0754519","1.5689211","2.5852474","2.4648535","2.0707542"
"2.655110697/234.1138379","0.8569578","0.9585321","1.3941742","0.7821367","0.6069312","0.7903158","1.5905860","0.6080725","0.5811267","1.5115951","2.2077596","0.5797664","0.6078572","1.4110120","2.8522142","0.6137927","0.4600243","1.1761931","2.1995099","0.7329326","0.4939910","1.2994491","2.2561054","0.7351033","0.5791931","2.5253452","0.4758531","0.5004273","0.6833509","1.1398950","0.4772532","0.5189487","0.5383952","0.8098060","1.5165076","0.2885105","0.9095380","0.7582276","0.5523598","0.5989957","1.0148861","0.8413918","0.9376429","0.5806431","1.1442636","1.2519304","0.5901778","2.8085466","0.6590216","1.3574115","0.6738192","1.8103027","3.2432007","2.7078591","3.0307942","2.1453738","3.9066741","4.4915957","3.2103224","2.0508853","5.1942494","4.1474262","3.7229994","2.4863810","3.4406416","4.3414851","4.9259263","3.9234176","5.2711112","5.7435602","4.7147747"
"3.636165646/173.0722336","1.3966310","0.9046380","1.2562650","1.5732087","1.8369035","1.7581274","1.9502863","1.7647745","1.5926844","3.0831195","1.3170417","2.0582119","1.7321212","3.9506455","2.1984274","1.8874152","2.2287728","3.3687265","2.6143158","2.4696738","2.2128983","4.1347390","3.7507552","0.4769896","0.5408538","0.3531170","0.2837881","0.3541286","0.3492305","0.3331067","0.4749995","0.2989164","0.5290082","0.6064937","0.3486419","0.2885105","0.3683411","0.3629080","0.3818711","0.3224902","0.3548080","0.3634324","0.3449861","0.3197429","0.3199464","0.3803107","0.3135979","0.5014856","0.4921987","0.3256904","0.5093010","0.5294720","0.6299263","0.5864443","0.6683759","1.3718889","0.6106890","0.6285558","1.1254861","0.8385588","0.5965461","0.6565326","0.7392485","1.5792576","0.5975413","0.6760939","0.6255514","0.5545568","0.5278998","0.6988027","1.2802143"
"2.179946719/168.0668089"," 2.7862624"," 1.7446359"," 2.1537061"," 2.4150305"," 3.2378913"," 6.0943623"," 6.0912360"," 2.5961118"," 3.2771409"," 6.0502809"," 6.2327160"," 2.5358477"," 3.7948668"," 6.6517776"," 7.8875694"," 5.1283768"," 2.4701274"," 8.1660802"," 9.1298721"," 2.8078403"," 4.5431973"," 8.1917259"," 9.4417967"," 0.8415099"," 1.5402361"," 1.2314496"," 1.0050165"," 1.6120937"," 4.0400466"," 2.1899058"," 1.7014658"," 1.4265208"," 1.7107885"," 1.8449705"," 5.0754819"," 2.4039837"," 5.0400357"," 2.8115114"," 2.5603579"," 3.1967742"," 5.7071480"," 5.6020904"," 5.3478750"," 2.4856912"," 5.4314185"," 6.1162298"," 3.7335598"," 4.4561232"," 6.4978393"," 5.9661644"," 4.4672448"," 8.5215735","11.4749238","12.1084196","12.4067693","10.5290961","12.7972606","13.0324391","11.0246790","10.7849670","12.0783028","13.7642360","11.2916374","11.3386733","12.2839360","16.2029885","11.5423816","10.6934412","14.4110347","17.5380656","12.8839831"
"1.912394269/219.0779575","4.7909051","1.7697498","3.9655525","1.4341981","1.7655234","2.5270211","1.9952966","5.4263888","3.4446947","2.4837450","2.1323155","5.7362589","4.3526121","2.5097263","2.4048260","4.9413091","4.5319196","2.6178502","2.4085168","1.5955316","1.3096338","2.5145839","2.4361948","0.7922621","0.6985005","0.7230056","0.5090508","0.6548005","0.7433521","0.9573616","0.5310407","0.6096026","0.6170857","1.0076964","0.8918620","0.7999352","0.9429183","0.7634244","0.7764249","0.7072800","0.7069706","1.5478017","1.2204109","0.6343267","0.7419790","1.0230306","1.1181129","0.7989051","0.6612570","0.5795209","0.6403731","0.5296709","0.7296422","2.7183699","0.9966929","1.1379225","1.6494534","1.8912328","0.6626761","2.5140359","2.7449444","2.0652319","1.4187260","2.2774641","1.2195144","2.8603862","1.2180486","1.8417076","2.5012633","1.0318177","0.9954517"
"5.613402548/184.0616264","4.213899","2.627013","1.493918","2.050499","2.379878","2.504782","1.697492","1.681111","2.272402","1.664356","2.141703","1.710843","2.113792","1.840248","3.390439","1.729219","2.476913","1.450542","3.620259","2.689411","1.382530","1.940027","3.263892","1.223022","1.697155","2.602830","1.528329","1.687159","1.873108","2.404108","2.731322","1.874040","2.893542","2.364542","3.170970","2.115680","1.820082","2.017514","1.914172","1.318838","1.877485","1.125595","2.217790","1.307020","1.458162","1.553593","2.899726","2.956851","1.712962","1.768859","1.181762","2.898123","1.962741","3.538892","3.222009","3.169344","2.946903","3.631043","3.855052","2.236805","5.452342","3.918252","2.326162","2.746836","3.587498","4.321118","3.423659","3.397954","4.258483","4.488468","3.849581"
