"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"1244",2870.506098,1432.484823,1531946.948,19878.71182,1087.337871,2545776.482,5541.818929,0,1973954.247,17983.11147,15080.27433,2689879.685,7841.367043,16066.95103,2244235.401,46095.66686,58611.49217,3661.610334,5765.186356,1994664.046,370481.1076,132843.9925,4601438.559,97126.96247,577463.6856,61226.6671,2735307.459,1664118.587,763668.6626,195359.0859,3173953.553,679699.4994,151189.8365,4615289.516,1274823.126,104220.5306,1803323,20590836.07,23757916.5,111232532.9,29217583.69,94834041.02,145408796.8,50075075.02,134473250.6,180683449.4,154215004.6,121666519.8,100806207.4,29482688.62,179162135.2,237876644.4,106991793.3,123004630.8,0,0,3615.692425,3419,477.1717994,2.117330494
"1246",285801.6668,36099.17385,1276002.525,11055.03994,6323.882543,3866522.015,8147.107858,1717.603291,1462991.852,5066.598759,17982.31511,1740323.631,0,13348.89753,2124574.468,291923.7002,51591.13923,0,232506.6476,2736393.453,585872.511,198739.5144,31572237.82,16756.52851,26131.96579,10225.55544,11846379.5,51480.69721,13458.98667,8409.962346,10762408.74,48203.66866,13801.16325,18802821.85,0,244390.1731,3279943.448,9587033.234,10962259.01,387799907.7,87146846.19,225058017.2,485019081.2,196477032.1,357395531.5,563191014.1,590382705.9,291193260.6,492230819.9,89017849.78,448048638.2,751606418.5,380200625.8,350116922.3,0,30830.514,352206.465,3421,480.1083389,5.218894872
"1254",2830.228465,0,108171.8421,0,0,484403.1468,0,0,350367.8123,0,0,391542.6326,0,0,453379.3733,3996.964934,0,0,1932.546404,518486.4024,26561.69932,6249.562948,924343.9879,0,0,0,1369430.303,0,0,0,1202329.386,0,0,2272380.964,0,12872.98179,355499.6763,2469324.177,1895607.875,18933168.86,2184297.463,10908004.07,23715731.7,5739966.953,21169040.17,30225279.49,23860624.9,14721290.98,24854404.71,10964319.64,25365558.77,45362511.96,13934067.2,15676583.08,0,0,28862.84964,3436,482.1029662,5.005688112
"1255",8934.94666,0,79805.14329,0,0,202154.3917,0,0,175808.6569,0,0,209224.3066,0,0,253060.7635,11749.6417,0,0,1953.088369,238122.5507,21560.42933,6825.209864,2597272.149,0,0,0,943233.4487,0,0,0,719435.4056,0,0,260293.3366,0,2928.270662,189315.9572,1656759.927,968014.0099,23862012.67,11577983.75,8803077.458,26729953.74,24412163.59,19424925.99,32520941.19,26543093.19,15618175.29,24707904.76,8696404.539,23863209.98,38118599.01,35165511.61,16134519.58,0,0,2889.610431,3438,604.9734461,5.025943907
"1256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689033.891,1457715.612,1956933.12,14462545.87,15370948.76,12893980.85,16254388.65,17943739.83,9783800.324,18295608.32,27239241.27,21355715.44,14305928.53,17707842.16,23872238.73,13847778.83,20163923.53,31323852.36,9689750.505,19952208.81,0,0,1584.918539,873.6879653,0,0,0,0,0,0,0,0,1450.186716,0,4313.846209,0,1378.578932,0,0,354144.6347,3439,532.1739294,3.275481371
"1258",36560.75822,9757.517234,80256.65726,27697.88286,6196.990402,369922.7154,56642.83603,3695.981499,272371.6585,37767.0743,13968.23148,320236.6888,90127.04403,16072.02675,367093.2876,63643.19014,16584.93285,57293.52094,21080.7604,476813.7265,52491.55983,35136.97406,805709.8802,58630.3572,51807.51776,3208.487421,1123890.586,56739.2711,29629.09155,1278.036854,1050271.584,42560.80273,0,509598.2457,80196.44951,16240.13672,321367.2941,2308090.258,1731701.271,14256610.31,2025235.156,8304705.47,38263459.12,5163550.784,14413733.19,21144767.98,17136238.87,11057317.74,18783621.89,10451758.92,16520599.1,28316066.19,31200735.93,11569480.1,123828.8564,73264.97314,49142.08894,3441,502.0909813,5.036285421
"1276",128260.8753,92341.96947,290018.1316,224919.8268,63931.67787,478037.827,263817.7806,53001.87648,493886.5759,258983.9495,139779.8949,433566.974,284971.1722,184326.1702,494838.0116,294636.1832,233825.2537,142244.6944,77858.52858,293173.953,536138.3702,244664.9147,747555.6711,556013.4118,604039.8717,100741.7538,778907.7635,849534.9999,641948.3146,205815.1521,858523.0834,499768.2986,114105.7731,810028.9956,640463.3198,95845.6304,808508.8809,887036.2177,724587.5503,1850744.978,718964.1857,1557244.727,1971795.542,1073514.478,1812025.002,2074927.38,2361099.592,2013768.302,1864780.931,438797.2794,2697863.436,3550559.528,1850170.172,2162325.966,944.8352278,740.7183528,4809.711347,3465,144.0452285,3.363436746
"1284",5508.281025,6253.831055,93102.91003,31027.56665,15671.1097,169326.8992,24419.4776,4613.047058,149189.1416,27410.65487,10785.6774,133054.8963,22422.91776,21289.71864,96333.98491,26150.32947,28333.91187,145060.7171,114440.8641,339943.9004,546044.6055,380392.6418,930956.0823,446052.7927,750399.6911,170212.2621,827611.6905,718472.2445,731477.7447,289463.9585,934990.3719,776982.3744,214937.79,1007761.78,1400088.843,177618.5222,835524.5259,1457188.861,1588014.96,6243741.247,1651214.135,5170977.364,6772833.484,2631784.93,6810961.881,7061014.565,6463845.821,4950108.716,4602203.791,1186733.633,6924318.571,7813573.267,3861059.801,4774172.424,0,0,2855.500874,3478,213.1241519,3.03680802
"1290",36560.75822,9757.517234,80256.65726,27697.88286,6196.990402,186781.9841,56642.83603,3695.981499,268781.5687,37767.0743,11710.30824,313416.8271,75104.05381,16072.02675,360283.2156,63643.19014,16584.93285,57293.52094,21080.7604,274918.8995,52491.55983,35136.97406,3036280.767,35273.66591,51807.51776,3208.487421,1119393.745,36339.7491,29629.09155,1278.036854,1050271.584,42560.80273,0,1904004.387,80196.44951,16240.13672,321367.2941,1105801.992,1155014.927,27501627.8,10047727.98,16876140.28,33490132.84,19053349.46,21536458.81,36217907.49,35288847.76,21089382.26,35529721.03,10238834.52,26564655.77,43114061.06,28460663.99,23219359.16,129569.3817,73264.97314,49142.08894,3487,502.0907364,5.156374677
"1297",158886.0432,104991.6829,188443.0625,356034.4101,67328.05249,405657.7351,418302.7477,59347.82201,347540.5307,461634.8684,139783.4589,366153.1629,515200.994,221229.1607,403809.5557,493078.0093,268595.2393,0,0,28460.7259,0,0,60622.26596,0,0,0,37933.4068,0,0,0,18291.92648,0,0,11952.44494,0,0,5076.505369,139738.2423,33288.57219,4860788.58,851169.5585,3326240.609,6433258.825,2036527.049,6416223.621,6728361.287,8112023.005,4284511.696,2493485.803,1322452.595,6961595.652,6936412.62,4420460.937,3749468.72,0,0,0,3502,356.0343176,4.035629164
"1298",212157.1894,92293.68698,228466.2319,430248.6749,108016.1793,435174.2158,482446.5673,96300.37138,493012.0437,614996.4234,261602.4888,684293.9291,642245.2199,414182.8294,1122063.13,555885.0828,597761.6565,44790.04186,7116.663064,88766.51195,65419.17206,11673.95032,300242.7308,24480.06224,67913.23057,8117.448206,127638.4158,48371.76829,20057.97199,11308.45056,83084.70694,52090.01421,11705.94258,111429.4981,50586.18048,13714.17872,44479.74775,522136.0621,303872.132,21624608.74,1989954.198,9591019.566,24584757.56,4658169.032,17631561.28,29976886.5,13152656.87,9840929.425,5219841.225,1557793.343,14595478.69,23428733.41,6302234.529,7527395.322,22678.30282,2672.63236,4722.204159,3503,261.8888402,3.486980218
"1309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443815.246,396592.4329,450481.4335,2121424.735,1357768.848,2475858.113,696229.0443,2086834.078,802640.2844,2781028.29,1225562.207,2525222.268,1339391.724,2940442.305,2484790.238,1364310.104,3436175.559,3737982.947,956827.172,3125724.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4743.440309,3520,605.1543476,3.024898066
"1312",70135.51273,57574.31188,141268.0997,239720.046,91331.18472,362894.7316,259781.2457,80617.89532,425388.577,328355.5403,277355.8618,514188.884,463124.4327,410168.9446,653018.571,493340.8402,655325.1821,10957.78186,15735.35909,60795.36074,171963.4954,136256.84,249367.3633,221683.0648,274437.3535,46462.88551,142633.8097,470660.8448,266187.4172,91618.08765,302770.2552,246897.6181,81355.85363,531979.0071,675368.5429,79039.75746,553053.2141,353194.9914,298492.9555,2715419.818,785263.8261,2665868.479,2724997.194,1256429.615,3603375.46,3005288.101,4132806.572,2174506.615,1444389.352,615917.8873,3080021.23,2838182.334,2464118.736,1407490.476,0,0,0,3526,316.1660232,3.071892212
"1315",0,0,2757.937749,0,0,25424.09706,0,0,3691.561599,0,0,5796.839972,0,0,15597.16624,0,0,0,0,16733.27302,0,0,446840.9542,0,0,0,141526.6876,0,0,0,108829.2985,0,0,254671.2724,0,0,8028.99799,289657.4191,174624.8726,4429978.305,2138817.531,1607508.343,5069935.581,4355570.329,3596333.285,6149272.736,5093281.564,2386544.864,4603669.532,1633566.064,4392271.023,7395192.647,6111028.411,2999269.744,0,0,0,3530,608.9669314,5.02603075
"1317",289064.9277,172820.8215,284513.5115,803528.0281,356689.3864,1009742.012,1096939.71,316979.9034,1419952.277,1415423.035,950601.3745,1683487.567,1843355.65,1487127.719,2053433.785,2159244.404,1978975.643,320704.4533,290253.2812,330270.0312,1996909.448,967269.2959,1702862.666,2384886.07,2533736.816,391301.2226,2209906.156,3040465.481,2545977.908,727900.6335,2347157.083,2089832.61,460767.5893,2029970.918,3178402.186,319245.5543,1631682.305,264442.5271,425162.2156,1549469.224,1104035.081,1455040.025,1925901.152,1425544.915,2105241.252,2069925.537,4328837.178,1787225.876,1372562.653,714421.5064,2293858.133,2974021.596,2894984.051,1778735.357,0,0,1848.892685,3535,277.1222092,2.899727325
"1321",50917.00803,28009.29514,108971.0713,69490.146,31223.06686,575776.9355,113176.7187,27653.24193,594923.3498,320125.2167,65943.12683,701404.5351,478767.371,170858.4086,756629.8235,455762.9731,253928.6709,15515.60267,6905.012061,104545.1656,114655.954,4521.098818,232258.5492,198071.8744,129013.3872,483.4288775,33583.7621,70774.66619,113522.2198,1433.152592,131031.4733,80496.22883,4027.994025,59273.09689,162279.9829,750.4202984,163146.7849,1781164.311,946422.7196,9234595.138,2011277.162,4334743.324,8383693.258,4466183.104,8333615.056,12845325.23,9604127.315,8227905.966,8467085.162,1508380.917,12433327.93,15591083.42,7791863.967,9607937.263,3311.988416,741.1520408,1592.390507,3543,241.0826009,2.006959748
"1322",142709.9946,58905.95449,119842.7286,289105.0748,77332.2295,250615.1638,294194.0796,63803.01596,327412.1233,382286.5987,165155.1375,409527.6323,357041.7133,244985.8267,681297.9531,350176.6582,357059.5803,29677.18138,4428.280136,61962.41794,35587.73232,9747.272121,174634.9288,8518.122084,36478.67148,5308.573769,74697.9208,18498.95863,36047.30203,8552.997345,49941.17004,16239.08144,8477.770029,48514.79308,23391.24591,8078.494873,24521.23665,321822.0735,206060.2379,13273700.14,1228956.899,5863187.565,15240369.82,2842986.898,10760670.85,18482427.46,8138363.895,6034619.857,3285933.38,993982.6028,9017777.357,14461878.26,3949836.394,4576880.769,16322.28836,17242.64273,4339.902094,3545,263.8860155,3.473890462
"1323",169603.5363,70140.10937,535248.8876,1494749.907,599820.723,2078213.38,1547717.166,533530.1797,1289732.749,2089425.172,1936880.881,3081968.689,2753217.806,3312289.055,3145355.208,3821642.718,4599435.651,134237.1542,392006.8896,436453.8964,4121550.647,599870.8544,3609685.769,2036058.494,4516380.358,657179.0076,1560398.709,3508098.37,2091208.029,1119323.799,3326393.969,1745044.037,575031.7192,3390009.128,1289581.243,487182.5785,3163282.139,1534598.381,1647149.769,5503414.4,1373230.473,3299149.506,5494415.889,2096741.878,4881252.091,7999559.78,5524859.412,4358102.395,4790377.062,946038.639,7058433.254,8986904.624,3620227.526,4513467.52,0,425.6686479,747.8436198,3546,147.0660099,1.082040706
"1325",249580.4179,127705.4593,294468.3875,702412.5394,248796.6307,1042917.372,975887.278,211515.6035,1454256.174,1097656.953,721807.4504,1611995.54,1500934.221,1232754.925,2386022.985,1652805.595,1731366.729,293230.1027,223160.7234,319917.4042,1550995.279,650209.5043,1715067.4,2396122.752,2082506.455,227400.1241,2298156.418,3553334.238,1928835.279,489563.1993,2269141.146,1311712.73,259239.4418,1942476.921,2510594.44,190335.2117,1501942.982,188138.4348,369064.1663,1398637.549,728164.4497,1488392.726,1689095.319,896608.3973,2281726.342,1735313.859,3738312.808,1565517.105,848637.8662,420512.313,2226306.009,2395432.605,2081153.111,1322491.067,0,0,0,3548,355.1094872,2.899497407
"1327",53312.11666,28383.81656,125073.39,163542.2487,80019.18737,209540.269,210229.85,77951.55876,287176.7091,224690.7184,198885.9429,366818.0814,276673.1904,270446.233,500153.3299,286831.7991,454371.7313,638563.4426,625168.694,850870.9589,1711158.489,679302.1962,2135215.619,2524324.626,2018461.191,331083.8239,2717586.508,4019743.645,2019170.692,655211.6761,2991595.756,1742928.985,505874.469,3168937.688,3255733.552,398657.8119,3055860.082,13486.61845,6829.443789,113353.5392,6261.516422,140101.9492,227448.0419,14165.35747,241612.2375,321982.3056,150119.9673,279944.5116,76248.33802,91375.38868,556164.4846,734093.2545,146099.9914,466417.5677,1776.03477,4434.507635,9848.515461,3550,231.1597494,4.591566121
"1328",229316.8257,157842.6038,354037.8353,1074251.707,393913.8959,1037081.083,1430888.331,366233.3553,1497909.724,1768826.438,1237777.282,1818180.225,2349695.389,2005298.801,2507440,2575349.654,2941593.664,41507.20308,89699.44065,123341.7439,267323.5831,137979.0645,370422.085,372261.4988,339660.223,37439.8886,440395.8146,704922.0535,387323.7319,112119.0832,487752.2283,275931.3626,62726.2205,602029.7865,729040.128,32935.98351,642183.261,271481.7745,314339.4901,1957298.224,768802.5151,2206910.103,2567460.017,1124846.376,2856428.342,2276007.395,3968295.114,1763766.512,1114759.935,584815.4735,2953193.573,2295449.531,2609742.73,1474568.245,0,0,0,3553,293.1501995,2.546379372
"1331",0,0,0,0,0,0,0,0,0,0,0,0,1885.2148,0,0,0,1465.25234,260909.0526,435357.9487,390124.1394,1490606.89,1358035.149,1638207.217,573765.8196,1600256.515,1027862.277,1558552.296,805202.1002,1760839.793,1232012.208,1885785.281,1861288.787,1336630.489,1935903.76,2542478.685,1071013.351,1729788.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.930774,3557,538.135013,3.021538483
"1332",1696.825268,0,3144.831876,0,0,66638.84304,0,0,47572.13337,0,0,42868.40591,0,0,55375.60315,0,0,0,0,59721.54524,0,0,145358.2354,0,0,0,66734.27951,3316.367656,0,0,17074.52286,0,0,71077.23977,0,0,2642.900067,323147.718,247727.6662,3139516.704,288451.7171,1157912.528,3567922.94,794448.1133,3258764.579,4079595.436,3661270.377,2321454.635,3418424.823,564072.2151,3820356.549,4839720.292,2010573.278,2363144.719,0,1646.729083,0,3559,568.9963199,4.98493016
"1334",0,0,15232.02172,0,0,106877.7539,0,0,71912.60503,0,0,82452.36724,0,0,94759.30028,2261.723368,0,0,1589.332426,143526.35,6326.568521,1062.237007,1033607.429,0,0,647.0145639,369707.2606,0,0,0,331475.1903,0,0,597539.4894,0,2852.360019,45168.48039,447295.3132,467918.9753,18161391.17,4259192.289,7874423.913,24552248.01,9415333.863,12591994.85,29265956.2,29042509,10644166.14,25597415.86,4469134.203,17088029.61,39498739.15,19772034.7,12993227.53,0,0,1107.950734,3561,186.0591163,5.133662507
"1337",0,0,5786.661189,0,0,41395.24558,0,0,21723.83666,0,0,27873.51837,0,0,29341.30939,0,0,0,0,38869.29736,0,0,95734.64483,2434.873699,0,0,38407.85662,0,0,0,13910.18098,0,0,20746.1588,0,0,6350.926577,391651.2996,261929.738,2585445.275,350512.0787,1148012.62,3762566.333,976535.8622,2062121.897,4238770.173,3394959.47,1729158.697,3995738.572,264967.7845,2430581.372,5505916.438,1970030.133,1906874.296,0,0,0,3564,518.0550234,4.966443833
"1339",0,0,15988.14032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55660.52016,0,0,118613.015,0,0,0,4423.529462,0,0,0,0,0,0,2224.801118,0,0,0,320586.4067,285635.0457,2913805.715,718677.1336,1595845.954,2761140.725,1229053.378,2041725.838,3535170.37,2816104.276,1990202.778,4084975.554,459445.4812,2371990.105,4261342.017,1980772.008,1734289.452,0,0,0,3566,466.0925504,4.045307449
"1340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114546.9366,20504.85227,46444.90353,1876992.617,621870.4893,2296032.39,591547.1059,3230781.006,214377.2935,2873697.337,2094704.653,2957013.867,761841.6298,3653970.485,3037819.19,445229.6816,3941690.473,3563011.735,399144.0739,4250826.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.8059367,3567,281.8778493,2.575841281
"1344",0,0,5028.946115,0,0,44025.61709,0,0,25696.47264,0,0,25286.5566,0,0,44651.12473,0,0,0,0,54863.74557,0,1081.742966,52596.47959,0,0,0,43630.10857,0,0,0,24615.88305,0,0,56351.71025,0,0,3850.17534,504361.3771,248255.8358,2278808.157,576563.7895,1141567.605,3127062.191,1254597.917,1895135.979,2937761.858,2507203.722,1632642.024,3377713.233,434354.8864,2387313.878,3685064.368,1776335.444,1903923.895,0,0,0,3577,536.0279229,4.980689919
"1345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256424.6866,182944.9706,263490.7538,2441842.93,1750238.391,4767679.48,1161790.145,3566372.718,812334.3671,5861898.787,3105705.675,4940095.082,1893978.713,8328611.632,4933601.679,1641860.661,10420282.13,13435792.82,1467995.879,9375649.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24857.82576,3579,439.1116608,3.727193052
"1349",17089.20854,4974.043053,15047.54341,68520.07122,32190.43611,233624.8634,150584.2328,10542.55315,138522.1632,197165.2926,164387.6519,316248.0827,249564.6059,116502.6153,434872.7271,221145.5779,306849.1494,6788.136459,13934.1553,30544.26017,177308.077,37557.25665,280204.8826,417924.6138,244135.9531,6603.669955,106607.411,698996.3978,194489.5831,27128.5084,171128.2584,206243.7286,10006.23011,165428.9899,287699.235,21203.67285,166263.0936,346217.4873,395971.8319,2758804.267,422887.3836,2176915.971,3521960.967,802659.417,3323804.011,3995223.69,3587325.867,2299197.216,1564900.387,370458.9451,3734602.939,4242522.812,2104954.509,2001416.749,0,2110.310595,656.1078706,3589,241.920138,2.095873134
"1350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311750.6872,204513.2196,240792.5934,855057.1476,783209.4323,1032334.152,496279.4684,1018816.762,517530.0649,1059732.885,852944.4271,1032486.838,597029.2433,1086426.508,1112199.413,763269.9827,1078957.072,1929925.048,524794.2423,1079318.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.843432,3590,577.1894679,3.026781309
"1351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5203.446236,0,0,158617.3993,157246.8893,240516.9633,2042362.673,1747396.905,3457718.004,1131983.617,2907983.185,619916.5196,3919012.712,2372215.368,3063631.005,1197338.059,4312904.128,2475572.078,898122.6477,4136771.491,5028171.799,589849.0428,3632129.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264.278487,3592,409.2087017,2.412654325
"1352",0,0,0,0,730.3547758,0,0,0,0,0,0,0,0,0,0,0,0,130458.9336,48023.58953,89310.43299,1663582.332,482551.8948,2703114.07,639783.8707,2860830.175,140989.1625,3295411.131,2237845.642,2616434.597,647665.7596,4262148.009,2044546.781,335904.5646,3633797.986,3274388.866,262667.678,3963607.853,0,0,0,640.3118966,0,0,783.9949333,0,0,0,971.1194151,0,0,0,0,0,0,0,0,526.5496123,3593,313.8605996,2.57698389
"1353",3304.332801,0,12133.02109,38219.99247,13638.52829,66655.30361,36711.02748,5288.862503,91796.7884,60628.54804,59904.25958,151684.3086,103015.2622,81303.69318,184814.4442,143295.2858,162928.8635,70263.49537,55983.95263,48728.16212,365064.8539,283057.8834,594132.6062,308332.8951,636550.3995,105242.2018,836471.297,626279.6185,656437.8277,244748.5507,841454.5876,479953.4776,189113.1229,870122.8096,1093967.63,137258.513,714091.0099,108290.5825,87277.03308,966088.6406,316831.5964,979338.3738,1224715.805,498437.7872,1262427.037,1071619.541,1659626.389,690722.1782,605474.1373,262326.1445,1142757.019,1163595.221,1104091.341,721524.117,0,0,0,3594,366.1452735,2.786661171
"1356",0,0,12552.03615,0,0,49927.2267,1623.355895,0,31506.74662,0,0,53798.80271,0,0,7221.576504,0,0,0,0,32388.62462,0,0,91950.58416,5094.385124,1521.445731,0,44498.03516,12625.03547,4306.759516,0,63814.92583,2397.360834,0,101695.3308,20306.59797,0,39253.98176,630414.1627,596769.6121,3201593.846,1062614.326,2337057.13,4111805.257,1865493.959,3022446.826,5055543.777,4139877.363,3524223.712,3808465.023,1061418.778,4363212.788,6352939.513,3391454.834,3876063.029,0,0,0,3599,545.1594229,2.118008626
"1360",3851.043283,1088.584914,71997.08099,9729.057427,1932.411763,165820.1095,4790.505751,854.2399041,88920.8262,9944.901948,2458.188936,91115.39434,12650.90026,7223.411813,36216.11623,11953.16528,7575.548805,3543.521167,1682.781024,23961.05524,17496.75978,5393.50918,68429.90709,20935.03514,13256.74072,1183.146632,14731.59263,25297.10702,6346.68024,2149.977993,28770.48357,6312.13118,1270.834969,20893.18176,26912.54981,0,36350.99982,526246.3207,393326.5415,1858850.156,528222.0778,1079917.153,2618468.111,856070.022,1699165.71,2780373.58,2000125.447,1591677.681,2448315.331,535901.0973,2115121.18,4350642.403,1417881.799,1976549.271,7440.411643,0,0,3605,197.0430829,2.524786206
"1361",18499.49987,14712.76711,23477.48683,9432.307411,9745.011779,23272.54182,13263.38564,4228.448606,22315.91121,20116.82239,8573.176009,20265.63589,18101.61985,16627.08837,36762.91365,24819.93165,31116.63188,32932.0493,165368.9679,50829.10344,155690.4911,427108.2072,1086898.936,122090.3144,729720.6577,11096.89397,1106333.092,56565.31879,974091.1433,102183.6145,899705.5175,789085.8258,217165.4883,1726225.265,1322449.415,194002.4142,1458882.696,365127.4861,417738.8757,1016406.072,474552.975,945150.8785,1229026.176,901047.6676,1412129.929,1979531.238,2552793.585,1224232.193,745064.3529,252158.2624,1819164.993,2971131.326,1785248.647,1083930.772,381.9116651,2856.202963,4667.423191,3608,153.0191758,1.718488703
"1362",20682.32832,4210.566509,120648.2001,38395.46924,5164.856886,393683.0018,76353.22174,2350.011577,369806.6204,139514.1355,20304.82556,452133.4931,200045.0653,74389.30109,553250.6026,196458.464,106799.8968,5019.052704,774.8146266,50547.00549,1488.230195,0,82720.93607,1351.569901,1455.87439,0,19279.98278,13973.83535,3666.7065,0,41515.67429,1803.677705,0,36312.40471,8970.896744,0,57742.73891,1066870.874,560101.0145,4665974.96,770700.8209,3278278.381,4771400.941,1286452.79,6103785.942,6135452.088,4820785.702,4889223.03,3478816.873,588125.6161,8713438.831,7210344.598,3305286.494,5389436.345,0,0,0,3609,277.0591132,2.008848834
"1365",498389.414,269324.6581,512800.2355,881390.0817,316873.2408,694881.858,1004791.75,301089.8368,788280.5438,1144305.469,700056.8,902561.0724,1220053.494,836111.8744,1066872.782,1211282.991,1110870.912,548917.4894,465336.3485,549856.731,1678249.119,801371.9342,1472698.058,1964448.776,2023778.04,338575.1652,1932615.458,2871864.997,1982321.705,555403.7657,1979931.387,1633508.741,410318.5916,1879720.371,2761536.432,309922.4137,1694862.403,74546.9965,41887.82333,141009.1336,45365.98164,127703.7485,20050.69244,24699.17914,239071.2397,46055.68153,69354.49362,211461.7484,51762.82592,47527.88309,301293.2199,101193.1737,17192.69528,77225.25655,25220.91957,28315.33353,52599.14092,3615,287.2222994,5.309241153
"1367",147449.4457,45296.95231,95297.69939,133081.2099,19870.89823,140386.3667,147067.295,16755.02841,101301.6062,170876.9727,91610.45445,75746.4806,166188.6607,55962.42622,133852.793,137560.6946,121407.0651,119823.0529,106689.2837,128707.6638,97179.30719,55289.33566,100680.4667,198488.6659,106240.1844,10300.04155,91686.81873,196269.9487,101700.1825,12313.22728,78437.17762,51242.47696,8917.225461,78810.31025,73492.38815,9587.510541,53816.40223,249222.9106,213446.5582,2033880.069,161350.7633,1058963.003,2861501.696,320080.6592,2032364.463,4237668.634,2265769.87,1475466.271,1800833.485,178347.7326,3285045.647,5503948.167,1142807.207,1687366.422,0,0,0,3617,289.8967871,2.435687028
"1374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263197.2161,243597.7145,228887.265,698668.2492,273510.3659,835695.0324,297493.3508,760634.5324,353328.7533,788391.3391,445005.049,754062.4546,477174.7522,957353.8972,695576.611,486120.0105,951347.6912,1105080.38,408180.1882,783420.6768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.667975,3629,545.133242,3.027798911
"1379",21277.54668,25490.15223,33163.75614,134177.89,114031.3915,180673.2176,305126.2764,82450.0593,263357.7047,371152.7706,161074.0728,330680.9541,444908.669,373118.944,244178.9018,482644.0899,439124.3908,422299.3254,412665.3005,386506.7691,1057574.417,315584.7958,1174529.497,1522895.948,1337102.755,132936.7372,1480292.163,1344968.959,1258097.387,396055.4693,892936.8406,843162.373,153232.1541,1743673.036,1388554.413,42650.02934,1537768.638,38989.325,51734.76233,12681.57139,25122.58272,155084.9517,30442.20166,56415.47445,174603.3604,76006.70702,178275.5693,166970.2594,24123.03664,24016.97717,267776.523,100679.2217,123995.1287,163378.2319,440.5890405,0,2229.153849,3639,301.1275339,4.51366205
"1383",130508.9403,30148.15017,103943.6712,127694.356,38921.70603,127644.0191,163150.9168,24362.74864,105952.8049,183712.4226,70335.32686,64553.1804,180289.9643,78946.31095,116515.0932,158610.0114,118345.4463,127027.4478,121853.4522,130459.1296,94971.62947,61606.3771,121254.6845,153043.3208,120262.3162,4711.998957,94507.07423,205431.6532,105729.4718,17148.5022,97509.71071,60368.55336,5660.436172,73104.50388,75299.62261,8559.920577,56815.6294,204416.1241,217604.0343,1870981.887,172254.5986,984184.6231,2806578.281,323027.9597,1927224.83,3987815.44,2094005.976,1389743.253,1653608.969,179067.462,3175719.792,5287725.535,1121593.084,1603730.781,0,1187.686813,868.8355728,3646,291.8937457,2.440990482
