Sample,1mem_Bt_12pt5hr-1,1mem_Bt_12pt5hr-2,1mem_Bt_12pt5hr-3,1mem_Bt_12pt5hr-4,1mem_Bt_25hr-1,1mem_Bt_25hr-2,1mem_Bt_25hr-3,1mem_Bt_25hr-4,1mem_Bt_30hr-1,1mem_Bt_30hr-2,1mem_Bt_30hr-3,1mem_Bt_30hr-4,1mem_Bt_35hr-1,1mem_Bt_35hr-2,1mem_Bt_35hr-3,1mem_Bt_35hr-4,1mem_Bt_40hr-1,1mem_Bt_40hr-2,1mem_Bt_40hr-3,1mem_Bt_40hr-4,1mem_Bt_45hr-1,1mem_Bt_45hr-2,1mem_Bt_45hr-3
N-ACETYL-D-TRYPTOPHAN,1.225702431,2.872842717,0.70341786,2.3703368,1.470711853,2.740935202,0.932449403,0.685783695,1.610112258,2.869167207,0.854010132,2.792220733,1.480693489,2.876629588,2.340080467,2.62486177,1.745140153,2.299353574,2.485557289,3.509122878,1.765978836,2.639463514,2.834160757
N-ACETYL-DL-GLUTAMIC ACID,1.508282766,1.931648537,2.070366021,1.866655235,1.517247446,2.195349352,2.580422726,1.570225821,1.641435636,2.010059446,2.535504238,1.92304738,1.582179787,2.109864136,2.331691369,1.686256631,1.739321916,2.436886057,3.689745425,2.262364748,1.556400485,2.501345449,2.425727694
N-ACETYL-L-ALANINE,4.012840653,6.251448404,1.608323362,1.545883296,2.458131487,7.982081416,2.063440748,2.397684362,1.543669512,2.270000937,1.993939512,2.880423335,2.64962696,2.811335709,3.803688623,1.811686875,2.096960334,3.69138438,3.61612385,2.233618367,1.752674071,3.263488063,4.359269927
N-ACETYL-L-ASPARTIC ACID,7.472986794,7.067758201,8.865480943,8.800870283,7.80235874,9.068531452,11.26063032,5.848492616,7.755311164,7.814661614,11.7407371,5.562596998,8.599039698,7.485278307,9.169185952,7.236043927,5.61499863,9.558220598,11.32551391,7.412651078,6.346761701,10.40364837,9.263047342
Acetylcysteine,2.346047597,0.786635232,1.901444222,2.053648216,2.294272329,0.806743081,1.955765101,1.240538394,1.372044537,0.974392841,1.909440317,1.472123594,1.988313415,1.028929205,1.059143777,1.603865113,1.166077689,0.76100807,0.851515727,1.284698193,2.998286115,1.640623105,1.349730623
N-ACETYL-L-LEUCINE,3.437916827,3.388134693,4.145197761,3.290219864,6.77129644,4.410529512,6.287878442,1.987347473,4.918866936,2.221452793,6.100673782,3.582997924,4.934105506,7.020718492,6.404808897,2.88448854,4.62373381,2.388998504,5.925717996,2.18078281,4.225603873,5.843189277,6.551672779
N-ACETYL-L-PHENYLALANINE,1.392374893,2.67635254,2.049829061,1.75014782,1.76850946,3.458784147,1.52617388,1.449471513,1.641049948,2.995987616,2.709913461,2.20955211,1.367474465,3.180594529,1.820105226,1.262845319,1.298779545,1.940772708,2.91354646,2.042953051,1.200144168,3.775564752,2.131395552
N-ACETYLGLYCINE,4.449624219,4.555310509,3.253843302,3.691655963,5.470029945,6.572788867,6.279220974,4.271111432,5.394940759,5.513230955,3.971716524,3.322314502,6.148566099,5.750116435,5.697819914,6.482356708,3.737504855,5.441909266,3.899736695,6.073796904,5.275256915,6.144569214,5.727950629
N-ACETYLPUTRESCINE,4.945832269,2.874182676,3.103796043,2.903692502,4.656839408,6.06457738,3.145916735,6.365353108,4.7056892,6.341822042,3.424974725,6.56990884,4.407495329,5.396396559,2.4512493,6.092401547,5.66731503,6.403551962,2.663065378,8.248403033,4.910427262,7.269494356,5.230713339
N6-(delta2-Isopentenyl)-adenine,2.48799574,1.875886222,1.988987639,2.035230373,1.664424466,2.052745657,2.089053131,2.109530042,1.48599604,2.148421152,2.176975088,1.979007753,1.741746669,2.349420676,2.562386572,2.051771843,1.10703853,2.451697948,2.442086218,1.947610485,1.259199714,2.791097405,2.229146805
N-Alpha-acetyllysine,1.513849213,0.608986683,0.810021248,0.714137389,1.204837529,1.835791518,1.234054592,1.120135916,1.111134437,0.816033874,1.221803704,0.689233684,1.965535424,1.356565164,1.201763794,1.462073682,0.594146302,1.577318064,1.268730994,0.950312381,0.934360928,2.664198151,1.042959145
O-SUCCINYL-L-HOMOSERINE,2.13380499,0.727742684,1.408711836,1.344627518,1.500965945,1.728759432,1.337119172,1.315250185,1.313070562,0.775534871,2.228728872,0.708079096,1.668836757,1.079991378,2.082618902,1.722106825,0.79014545,2.057680802,3.066627335,1.351067352,0.935301688,1.791256741,2.185663229
OCTOPAMINE,2.167898501,2.002827054,1.716925132,1.75254272,1.429944716,1.978933844,2.540370963,1.467218128,2.071279742,2.092742969,2.720451055,1.601276153,1.771528045,1.852813598,3.692695446,2.657998788,1.713034411,2.065651167,2.669745404,1.976502693,2.258100258,1.746151967,3.403887576
OROTATE,6.944643826,6.233924579,6.666879866,10.19885828,6.859328165,6.447047424,9.633242941,8.932961886,6.98872182,5.44637238,9.142210134,8.214993786,7.272324965,5.193682154,12.06121444,9.890605368,8.459864849,7.277407279,13.36435797,10.73989861,6.993789578,8.39225048,15.33045561
PANTOLACTONE,2.555933359,3.669067665,3.354247751,7.378351384,3.314159273,9.945803569,8.075909861,6.312634293,2.815412621,7.424755855,7.707064412,8.615713999,4.658618204,9.509342108,14.25242583,2.552165496,7.760174703,8.079276534,15.8513588,11.24381674,4.879013324,11.7815906,17.15581219
PHENETHYLAMINE,7.659135712,2.15818794,6.699181458,4.661248243,5.712895854,2.186896165,6.863531917,4.679151131,4.869487622,2.837425509,6.236518131,5.421237,4.429440015,3.809811372,8.203289949,5.895272515,4.075302553,3.274581211,11.90345091,5.662278045,4.705870631,3.060009882,6.992364343
PHENYLPYRUVATE,5.679657495,2.174685715,6.908324086,7.726306823,4.35204162,4.477508404,6.865214586,5.04539857,1.804774317,4.372452122,7.027714875,5.041841274,4.007916615,5.476977149,7.41500907,4.359065124,4.018535936,7.436349417,6.568301637,5.234738484,2.55872637,6.517740136,7.051884918
PIPECOLATE,1.710344626,3.586427393,3.003410228,3.359228449,4.083768669,4.428519184,3.857273647,4.613470681,4.117431876,4.495029982,4.124881394,3.831813302,3.590061653,4.61045721,6.323506283,4.855170922,5.457056372,5.813263172,1.93455678,6.64196556,4.470856065,6.022307742,7.113636376
proline,0.821673276,0.775190917,0.631035873,0.801202164,2.076419518,1.356731777,0.886096635,1.88483217,1.788924247,1.164046992,1.429783806,4.039671394,0.852743247,0.775015389,2.237639239,0.922871952,0.827628587,1.345156704,1.645202006,1.799388497,1.290710274,1.524828766,2.868753415
PYRIDOXAL,3.599877318,4.194757084,5.126491295,6.672358686,4.004948074,5.854611853,5.504901332,4.65372952,3.864866387,7.312889876,5.533887955,4.508598968,4.044901981,5.434600645,6.107486644,4.706283928,3.868797279,8.56179577,6.499707189,5.775601964,3.448892123,6.53353485,6.431700183
PYRIDOXAMINE,1.047204446,1.244912336,1.235491204,1.139021362,0.584037962,1.119476918,0.839214975,0.811230694,1.012265745,1.17747051,0.714020058,0.683559861,0.811808503,0.463870914,1.291223164,0.74979106,0.619245676,1.170497253,0.797708286,0.909196338,0.932282637,1.418803319,1.282163797
PYRIDOXINE,3.604789165,2.897162251,2.920438741,3.04454904,3.81592034,6.158199302,6.091236005,4.499727025,4.262068562,6.197965002,6.541084931,5.102479905,4.534990729,6.609612053,7.848807588,5.112605732,4.80966669,8.098824906,9.129872066,6.850497794,4.603061778,8.115570237,9.290335549
PYRROLE-2-CARBOXYLATE,2.016021763,1.780261975,2.255403102,1.578890753,1.774565757,2.056983695,2.670518175,2.639442199,1.491813115,2.317313902,2.840346485,1.888033972,1.338698556,2.352435481,3.21578243,2.857744271,1.494446065,2.49280534,3.776939388,3.739422398,1.270966897,3.084221378,4.200294812
PYRUVATE,6.343708621,7.906833548,8.465350599,8.442842152,3.392529334,9.52114644,8.397628925,5.29958367,3.017455697,8.951069989,8.385738166,5.755528115,3.493637751,9.161747932,10.18284538,5.299362198,3.617892946,10.79713819,11.11174845,6.609676512,1.972903389,9.623119308,10.32511983
QUINATE,2.329668838,4.103645138,3.748743711,4.757283698,5.012347201,6.237910657,7.352310087,4.084809972,4.726314798,6.227244976,7.413720036,2.637395683,5.292868892,6.450181753,6.880999522,6.17918829,4.502174228,5.356877177,8.068726986,5.391622511,5.296635246,6.910364498,6.774308418
RIBOFLAVIN,2.105669231,2.228434301,2.508421928,3.005009128,1.475407751,2.324479213,2.246356026,1.073315672,1.542857016,2.193798421,2.084009532,1.877451976,1.353049786,2.292781704,2.120670429,1.356016305,0.894999569,2.575661911,2.68016243,1.365306406,1.133768461,2.068518435,2.849684321
S-Adenosylhomocysteine,0.052825198,0.03835464,0.034380296,0.216019775,0.041915118,0.035496431,0.033297225,0.331209479,0.040922332,0.037620124,0.031035727,0.039866082,0.044435423,0.040224914,0.035867922,0.048566864,0.03810289,0.03570571,0.03600508,0.315904596,0.247055664,0.278814042,0.036922344
SN-GLYCERO-3-PHOSPHOCHOLINE,3.446381624,0.451739077,0.889591668,0.639751835,2.363448118,0.400099592,0.494999498,1.849923936,2.043844865,0.341373116,0.501625642,0.039866082,1.806578741,0.358784808,0.438799819,1.921903993,0.63801567,0.40938082,0.445899872,0.905744659,1.001769498,0.782864384,0.238904002
SORBATE,2.679331803,4.599148837,4.802784998,2.754333489,1.696865802,4.50929506,4.745316452,1.961911782,1.515170615,4.550746925,2.28646691,1.690407292,2.045704488,4.493263165,3.0777757,1.058425816,1.332808928,4.162697898,5.359862879,1.827355725,1.431093456,3.971747374,5.19692154
SUCCINATE,30.81228038,20.54832501,19.20484012,21.32739712,28.41867606,25.31704026,27.88025245,27.63886792,27.80626166,24.36574614,27.88963425,27.60871819,31.18061248,23.70742715,28.47249134,31.09973225,25.64205456,24.86094479,29.60820018,32.74526262,27.40724922,26.31429518,29.65400843
sucrose,3.259457203,4.601500657,2.154221502,1.670284148,1.824666439,1.765883334,2.076946775,2.306753136,1.164149134,1.38319283,1.788189706,5.711162291,1.7315741,2.156715387,2.613278141,2.675027136,0.965806243,2.999750508,2.704993979,2.959710667,1.284626874,2.331067736,1.860622534
TAURINE,3.402753522,2.634186669,2.506607996,3.469426518,3.475270595,4.213300148,4.635694707,2.985134693,3.09374792,2.898342753,3.958107549,3.297014436,3.984749167,2.477533518,3.81063459,3.035667694,1.680654492,2.414896453,3.47837252,2.116894736,2.591128836,2.234632757,2.851918131
THYMIDINE,7.446554423,8.213398199,7.596393918,7.710473133,6.949535876,9.304013877,8.066153375,7.007828676,7.028028193,9.129957301,8.458423263,6.828182031,7.061022624,9.424538503,9.612229093,7.057664544,7.617870495,11.24808165,11.22840598,8.631249423,8.136072077,10.99652874,11.8610858
THYMINE,17.49779219,18.49731906,16.59185562,19.09816334,19.39596294,23.68901126,22.7042348,20.35254409,19.85152412,21.65859387,23.56157361,21.31055106,20.02674812,21.16870739,26.88008756,21.34689823,19.81174803,25.83999367,28.41656754,25.28684414,18.58860253,24.89072364,29.57912138
TRANS-CINNAMATE,7.545153552,2.0556324,6.439194904,7.388042225,4.900523166,8.000907524,8.033320243,6.613176305,5.121436969,8.30527371,8.081553491,7.785243276,4.91378152,9.203050129,9.547047175,7.644975503,5.547023276,10.24452113,10.40157858,9.914145205,4.807274348,9.77342313,10.65175504
TRIGONELLINE,5.518493675,3.351061339,4.588593441,3.916546954,4.199250135,3.416024797,4.832131426,4.436332861,3.93490261,3.562984183,4.469855868,4.694749369,3.045022488,2.939450943,5.583952842,4.387458248,4.299279897,4.515790903,6.137510065,4.733702357,3.314416712,4.867684055,5.793582493
URACIL,6.118250161,6.896438402,5.88311014,7.234533518,5.523377458,7.871679128,7.565131711,5.463712481,5.314284431,7.050923862,6.976110967,5.909511258,5.631142154,6.056867746,8.051216193,5.895015713,5.311736543,7.467123506,8.932563873,6.629996462,5.313867923,6.821889539,9.431006702
URATE,3.159533132,3.944872939,3.478916597,4.569260486,2.800315529,8.836564173,8.83397731,4.960864537,4.376038537,7.071266026,9.261658644,5.208100746,5.201826876,6.784209832,12.73912704,5.842946818,4.909684353,8.650103598,10.93587445,7.267672769,5.194673598,8.410177224,13.73359206
URIDINE,3.184694245,3.583061754,3.161549316,3.523678298,3.106210513,4.072479141,4.004611073,3.242202562,3.265811697,3.762649336,3.927261476,3.161196584,3.104361872,3.576578199,4.365927238,3.30121097,2.852964343,4.424514202,4.988805636,3.875818614,2.854384264,4.101704462,4.674710183
UROCANATE,5.74378737,6.266504647,5.194557133,6.583249552,11.79851326,6.050937145,7.341544853,4.98383076,4.374012974,6.129597783,6.124260163,4.809234169,4.593134745,5.614397927,6.116922583,5.034255468,5.179784979,6.119348322,6.307954341,5.047720581,2.762371039,5.628114017,6.831031004
vanillic acid,4.084189517,3.837924658,3.805729206,3.856600492,3.637429868,5.010544206,4.806658804,3.842057048,3.391325641,4.750909214,5.437810917,4.434117944,3.545025614,5.394290064,5.013197239,3.762649647,4.029234764,5.932093441,5.894958898,5.372983465,3.227105036,5.503243114,5.370897821
vanillin,6.118116732,4.365515133,5.97424258,6.065076248,4.556648671,4.652336277,5.549629114,4.090705485,4.588371294,4.511652744,5.266838615,4.499385436,4.568225202,4.641734999,6.081374323,4.349220414,4.216685857,4.749158749,5.741123429,4.344949871,4.043672909,4.169781515,6.200894161
XANTHINE,4.847982597,5.778645183,4.82534801,5.387846968,5.836760768,8.297412403,7.848593157,6.342933012,6.034527584,7.164643582,7.407077855,6.862901034,6.32197072,6.148646245,10.59566679,7.102160578,6.031363965,7.684957585,11.249329,7.882451064,6.464835459,7.046094588,11.79067467
XANTHOSINE,1.437962018,2.219096009,0.08072786,1.403795948,2.463286786,2.532164038,2.843391013,4.05749001,1.761074827,2.824226073,2.280706376,2.662764305,2.74079189,2.816263004,3.961621973,1.338256592,1.446912748,4.406760891,3.034229567,4.475116149,2.318017855,2.143000196,1.875195371
