"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ID","MZ","RT"
"6068",6170.54037,4635.369557,5559.191297,989181.9994,376460.1024,179680.2837,5453040.335,607042.0254,208980.2613,3101301.097,323967.15,765338.7498,3226459.099,4416467.849,4498393.805,821976.0627,285646.6801,9227554.911,7757522.101,0,0,0,2048.335136,4844.024912,3242.42131,0,2447.962038,3748.826074,1789.565524,3710.62703,2836.460438,2971.764657,1794.31416,2807.182155,3003.868722,2428.567224,1462.993528,2616.196769,5253.909451,2014.978248,1142.745832,1812.476668,4038.390037,0,0,0,6715.267895,0,0,40125.59033,0,4249.121061,35050.06395,1671.031981,1530.04914,70867.74931,4258.113887,0,13849.585,1297.253639,1388.055901,955.1891093,10834,186.148734,0.74390719
"6074",68675.96324,116568.0812,104421.8122,280090.521,124033.6999,494965.0212,317663.2531,217662.3502,708004.8405,589108.1782,443600.5599,605698.633,475766.4565,500360.1339,1165956.493,1339458.163,23751.74015,1878268.455,1529040.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518.335917,0,0,0,0,0,0,6677.951627,0,0,28669.43288,2585.567739,0,16953.14726,0,0,22323.77407,0,0,0,0,0,0,10846,377.1022574,2.332813157
"9007",25417352.03,12002455.92,25682095,80069148.37,36849205.91,77280733.62,84038225.69,42663071.33,69305205.02,208619338.4,101699209.9,99158195.3,57665189.37,236242575.9,139323114.9,222098987.5,3142820.117,174412658.4,169676347.9,318801.1578,486471.7713,56122.01118,98558.69666,46231.38754,115394.9691,63634.17679,113352.8546,46052.4339,152332.8838,590259.6056,293268.8064,97798.56523,132751.1642,107651.8498,160844.4174,90972.73262,161452.0465,202573.0246,31949.56611,39923.83104,44454.93477,40527.81535,257588.9169,627958.8998,147532.618,70781.15797,11071367.12,78641.86663,79195.75608,11302140.78,39044.82884,32850.07985,34330429.68,55463.35411,16800.87754,23847884.18,40430.71487,50414.38954,6164450.654,4319.937065,5139.25066,18251.93686,19067,183.062525,1.806686904
"9264",4549.188048,9638.654794,57567.61561,20087.74295,781.6334171,212254.4666,29709.29974,1016.387968,156222.0268,34790.7779,14842.68981,165532.2308,1921.037129,50686.56394,38661.55885,186880.9793,0,42529.11601,77411.58226,0,2469.516475,262792.7437,0,51095.46383,7864.118816,409090.9958,0,1063.59316,0,227238.2476,0,0,826.9539922,133384.8122,0,0,0,268674.3134,0,0,28954.12898,200702.6657,1238324.014,869146.7119,9121982.028,1445183.876,5134789.234,10667351.45,3687806.911,9557733.662,14538009.95,11685721.79,8261701.27,13452298.44,1082942.726,12080049.77,21320468.65,7234377.164,8795215.845,2297.028911,36217.1761,913.7678941,19617,142.0683252,4.999302539
"10311",1188.186814,1297.161644,1748.470948,5592.908417,5882.994841,28460.24991,6505.965113,13731.17594,25411.1994,12595.25097,10599.07785,28181.14533,12794.97229,7047.713168,16681.04033,68691.75302,5298.875545,16158.98354,31218.31304,9861.250726,20518.34169,26782.68874,588206.9262,222564.0915,77748.51453,143277.9694,1269538.159,283774.1533,131613.1437,254521.8737,1487550.601,563195.2353,257148.823,258168.155,1111917.932,420780.8268,444466.0236,350143.2478,828880.6942,471401.7293,472256.0968,493142.4223,2309.982042,3554.117496,9336.480424,16546.98384,7640.557411,1805.93899,10869.21563,18221.87163,25247.36587,36328.42585,16309.96656,28268.45166,13507.68343,27742.11125,34538.78198,37348.93089,31979.80163,920.8058896,1254.278679,698.1217609,22315,165.1021308,4.152916778
"10799",506828.7689,247071.2825,563420.9694,670080.4853,201022.9985,694088.9089,729813.4541,144639.3113,878935.2966,808314.9449,474104.7089,925533.2892,149769.5241,843716.7446,648628.8362,944918.3801,995.9165354,794912.5419,761899.9192,343438.3507,175015.1768,342744.4962,107724.1255,474056.5114,138364.5915,592693.6544,386292.8886,449641.7546,38329.03413,598936.7678,459392.2702,443307.946,87206.07408,617921.2315,313634.085,361227.6871,49855.56879,775332.1344,159609.3167,634913.6657,46671.09475,480270.6075,469246.1346,484489.8553,2696722.965,622530.1685,3584441.583,4313493.073,1207520.12,5936138.741,4689112.104,4158388.091,4466862.896,2610725.396,996422.4678,8396865.853,7614357.503,3014912.513,5003794.154,22378.02963,31259.27419,1388.231346,24371,251.1485835,3.157897014
"10896",34130.92337,26661.22758,73666.62514,177191.0962,66634.68546,3117.839159,306074.2017,75542.37532,5577.195594,395446.2852,221611.4258,5934.107293,200482.3756,15338.90246,397242.7235,50832.76103,4306.681045,10166.94783,609753.4965,77395.81972,120605.2714,144126.9675,158670.7111,525793.0892,377775.2014,732604.8001,382538.753,807043.6981,156145.861,945000.6949,489126.8183,811011.526,271740.1985,877777.8947,332994.491,730157.7509,230294.6515,917791.2933,217542.6365,1485261.975,152714.9068,766797.8414,36954.05991,37023.79793,333948.6383,95271.99124,342645.2248,427264.0174,167759.7605,417584.6341,445031.6104,520041.0482,329179.8428,207456.6011,67395.95014,449458.247,392546.2191,342982.9145,288673.2348,0,0,0,24541,408.2485592,2.899117833
"11012",1322.943435,0,0,11769.76428,0,3716.99496,13827.22151,0,5583.865784,9296.058366,11236.8902,8611.963986,1394.723117,22100.92245,6074.061651,12335.99023,0,30675.28036,15674.30479,32778.79014,6562.660534,21301.96043,84147.78717,193368.3498,94843.70197,166477.5449,206359.7833,205252.555,31583.1461,205657.2598,291794.9903,245860.4231,73971.37196,121945.8165,255421.5626,232108.9265,58144.12538,235348.0773,202150.51,513371.9904,43816.57527,206127.3387,0,0,1326.166469,0,1397.002957,1541.999007,0,1807.389108,1789.378537,1134.30122,0,0,0,1300.996863,0,1205.369397,0,0,0,793.7112748,24801,218.012158,2.304474015
"12436",49352.41783,54155.52689,254347.7546,1250092.497,340536.7542,3269538.549,2154550.336,229069.7497,3517962.759,1900498.803,356238.6243,4902309.486,185637.137,2632577.669,720797.5109,5327335.594,152229.5358,1087781.109,882715.5533,14876.36884,93914.4207,135790.1349,277298.4763,1043386.141,132812.5949,246713.0809,386335.3502,72428.35879,136705.6002,805277.3738,1071360.589,159836.8467,110312.8532,241544.7677,1492585.449,367261.4325,94638.83476,2533072.912,1344514.09,3772082.241,369329.4501,358920.5022,83407.12833,93010.62979,376578.2566,309894.4547,263026.0481,517030.2297,214664.0162,353028.8653,593440.5657,773795.6362,579995.8402,749820.5243,363730.8323,545114.1239,1618019.764,1116253.756,357792.5559,3387.831645,5325.075815,1387.42277,30162,169.1333665,2.220651076
"33",78407292.39,49070078.76,98409389.45,79239389.95,39425132.2,94726029.43,82439797.21,32663259.31,87184416.4,78964662.08,67055349.88,95444526.77,48724379.04,91503884.95,77529624.72,92727489.98,4595914.681,91577071.79,85198492.54,82685524.07,60586211.26,79622422.65,71677330.14,82889580.39,57181073.86,97146258.86,162724118.3,80173448.13,21302629.73,95406511.16,157254782.7,66676357.91,25970894.16,97312406.53,117920891.5,51072795.2,15144912.83,83945641.71,79588766.86,89152123.87,12453261.51,65621009.8,69347828.28,83189472.69,89125424.86,33294991.92,100653872.4,86260257.6,40304562.44,90844973.24,90014598.49,83146231.16,104593967.5,43101664.19,16013756.45,98616285.8,87806428.45,43281708.68,73041936.26,100063718.6,103762211.9,155155402,33,229.9808146,4.705620735
