"ID","MZ","RT","1mem_Cv_12pt5hr-2","1mem_Bt_12pt5hr-2","1mem_Cv_25hr-2","1mem_Cv_35hr-2","1mem_Cv_30hr-2","1mem_Ps_25hr-2","1mem_Bt_30hr-2","1mem_Bt_25hr-2","1mem_Cv_40hr-2","1mem_Bt_45hr-2","1mem_Ps_12pt5hr-2","1mem_Bt_40hr-2","1mem_Bt_35hr-2","1mem_Ps_30hr-2","1mem_Cv_45hr-2","1mem_Ps_40hr-2","1mem_Ps_35hr-2","1mem_Ps_45hr-2","1mem_Cv_12pt5hr-3","1mem_Bt_12pt5hr-3","1mem_Cv_25hr-3","1mem_Cv_30hr-3","1mem_Bt_30hr-3","1mem_Ps_12pt5hr-3","1mem_Bt_25hr-3","1mem_Cv_35hr-3","1mem_Ps_25hr-3","1mem_Cv_40hr-3","ExControl-ExControl_3","ExControl-ExControl_4","1mem_Cv_45hr-3","1mem_Bt_12pt5hr-4","ExControl-ExControl_2","1mem_Bt_35hr-3","1mem_Ps_30hr-3","1mem_Ps_40hr-3","1mem_Bt_40hr-3","1mem_Bt_45hr-3","1mem_Ps_35hr-3","1mem_Ps_25hr-4","1mem_Ps_45hr-3","1mem_Cv_30hr-4","1mem_Cv_40hr-4","1mem_Bt_12pt5hr-1","1mem_Bt_35hr-4","1mem_Bt_25hr-1","1mem_Bt_30hr-1","1mem_Cv_12pt5hr-4","1mem_Cv_12pt5hr-1","1mem_Ps_12pt5hr-4","1mem_Bt_25hr-4","1mem_Bt_35hr-1","1mem_Bt_30hr-4","1mem_Cv_35hr-4","1mem_Bt_40hr-4","1mem_Cv_25hr-1","ExControl-ExControl_1","1mem_Ps_30hr-4","1mem_Ps_35hr-4","1mem_Ps_12pt5hr-1","1mem_Bt_45hr-1","1mem_Cv_45hr-1","1mem_Ps_40hr-4","1mem_Cv_25hr-4","1mem_Bt_40hr-1","1mem_Cv_45hr-4","1mem_Ps_45hr-4","1mem_Ps_25hr-1","1mem_Cv_40hr-1","1mem_Ps_35hr-1","1mem_Cv_35hr-1","1mem_Ps_45hr-1","1mem_Cv_30hr-1","1mem_Ps_40hr-1","1mem_Ps_30hr-1"
668,135.0315275,4.21306459,6169629.399,1052466.297,10061244.88,28535323.3,16437512.63,56755816.85,836773.3857,820390.8396,54572931.44,341375.2708,24316292.03,483804.2123,709328.6727,163664600.2,110134539.1,146483987.3,120549649.3,99772214.12,2359177.972,528796.6135,6536419.013,10013050.82,566549.5629,13380195.53,778218.8324,17860591.31,44110507.4,154740358.6,2045223.393,6064.486951,44084516.68,841211.5541,265794.51,873557.9284,72329479.85,74434330.02,1096590.545,850742.1325,68395592.98,96118358.07,80516757.32,38628983.2,125870270.7,388904.0271,525392.4019,384695.6595,430520.5487,1705410.654,127746.784,9809889.888,547738.6809,427800.7991,865328.6416,13851808.35,922783.5979,3727349.279,37637.17316,49069464.17,37862764.57,4949709.727,705392.0831,54806648.84,40511469.17,5350162.348,593751.6567,121757857.5,45358277.53,40881899.03,55331932.48,51289853.92,42591571.48,38138249.4,14082010.13,60810801.92,73289564.34
718,152.0355342,8.449926044,7359080.832,2786238.032,28278995.91,70054886.12,48726928,19891380.7,6221603.819,6337712.635,111467635.2,10085394.67,14299307.07,9110822.191,9127091.269,34215438.28,167308784.2,96988666.79,49681375.95,62073850.55,5982868.805,1251380.66,32628677.14,33478282.58,4954788.766,7464416.462,4055538.567,39596512.14,21147214.3,121932379.4,17744.88702,31416.60933,84426492.56,3276027.814,41041.51199,7291756.074,38811268.58,41315594.38,6947415.211,11067608.26,50587618.86,41677389.66,59849844.3,105347892.2,184532229.6,2788888.038,4802111.973,3289268.776,4179439.346,8816814.941,4023947.654,8270209.287,6948681.742,3601559.086,7321086.81,36985045.57,13137660.7,14944448.65,5860.464459,38245915.09,36737708.54,7074301.251,6681266.004,38217149.37,35760291.75,34044861.6,10736744.25,131666086,55977828.36,18103177.51,39255005.81,35618253.65,43819111.33,46584532.12,30616776.41,50128044.19,39301088.92
781,137.0358095,2.768239794,8851663.14,3907260.577,20373544.09,12716276.98,19994351.8,11108750.16,3474864.74,3069511.717,17211650.28,2571770.849,12025092.43,4003860.326,3093129.699,18647887.03,34733179.65,16798336.41,16425123.31,23595539.52,7011623.095,1665157.328,25623434.78,18548905.86,2876660.952,5171677.569,4710412.13,11877349.75,7954459.166,12387643.61,2122439.298,935362.2143,16031883.5,3651326.375,1984419.797,3357547.174,12863805.44,14424107.75,3582500.2,4284951.457,10067026.5,6736496.805,15418609.54,8525005.644,6682324.636,1416505.663,1233230.321,19341350.32,1143161.279,7431340.446,1074999.673,4310730.753,2271609.521,855932.3175,2332972.546,2725775.825,2552135.75,2145511.326,1355341.345,6235497.982,2864421.354,1647143.157,357287.6286,2962607.02,4906163.829,4210869.131,3829324.428,8397198.021,6713939.693,1887462.639,2587278.821,425090.8555,3160257.151,2845690.482,2918666.283,3506019.039,5268321.673
841,195.051347,10.38813821,15053540.85,150863825.3,1450195.312,731403.2016,707777.4356,78698001.72,114892507.1,212505088.3,572618.2472,148579445.3,122968258.1,235376856.3,124254207,135989630.7,2960823.683,1921799635,167184682.8,280094057.5,944132.877,45233397.6,741777.3745,1650683.549,208591091.8,64702325.18,204657367.3,2793850.513,63676121.08,601881.3064,192262.9871,272734.9152,3833691.292,114410339.9,43015.3276,378510923.2,79668390.94,82175923.2,446104808,229943213.6,58169334.75,204795129.8,86353254.48,3571425.046,2778589.566,15756484.5,11896540.17,45393864.01,48130941.56,547208.0822,266322.0736,4260405.577,32822147.91,60803058.08,25121993.54,476907.3433,67286473.87,991590.0668,1388396.176,25558246.1,31549265.8,5853273.498,58139047.85,332896.8046,11312691.47,873678.8437,69492556.25,1518643.765,46143699.88,32396605.19,437394.2782,80012567.59,13559684.27,1096550486,913231.4492,40291797.24,43793127.89
882,101.0245843,3.372302122,13496992.81,128437674.9,1420152.654,8511306.643,3046980.975,19534005.23,452613016.7,346310195.2,7886430.364,562464796.3,14249391.89,728825269.4,632750948.5,54263467.51,5079205.4,8016751.521,46104140.69,22417524.29,1273319.02,68823989.38,13552133.44,1648195.849,197335822.1,2043473.464,157470902.2,1039413.886,2960490.938,7864619.684,1900209.288,3139710.002,8690563.339,86395078.05,220481.4255,311690649.4,34824050.81,10349752.83,479043067.6,457221431.7,29964628.18,52282468.1,23420676.4,21699303.85,16186349.6,60334592.57,159171444.3,58572128.65,69823624.37,12812205.24,6893316.829,12557756.18,232652568,41420972.05,340023090.2,2667848.205,422184801.3,8478319.705,13736527.48,40803062.6,38036852.13,10454644.49,41754332.69,7995358.03,28497439.51,10090317.69,198542521.9,7038048.153,41727205.61,13519680.32,7307103,22307412.34,4314856.587,21490418.55,10101082.75,10077911.95,20795728.05
898,102.0562235,9.343816178,4197693.457,34888.00289,5594975.376,6482312.712,5984550.046,230375.7243,94636.26231,236457.3814,7371860.232,93474.23456,347391.02,108839.3333,71586.39449,523213.8349,8357112.706,792348.4841,517341.4375,666252.4135,1173696.576,4695.945474,4532657.608,3784682.29,66495.81164,140182.79,89710.70546,3090299.132,207938.2236,5184507.868,4145.431145,3655.607289,4043888.553,5391.734029,6539.318761,112689.6905,403136.9604,446434.3904,261150.5967,99628.74743,412413.1856,275515.5588,402285.2495,6252490.65,6288211.073,58352.2407,54942.28107,83192.80925,79606.96153,3437392.776,1141446.01,92068.8283,45282.82986,78779.25571,98503.41206,4139132.45,173132.6755,2318535.311,8152.288253,390822.5761,246164.5512,48298.14674,125425.0117,4311929.775,205956.6961,6388880.267,100837.5627,10466179.56,389606.7181,227183.6256,4443766.916,286878.2558,4214340.815,308869.4314,3836015.022,447809.8949,403059.0388
931,128.0355404,8.416547737,4839591.535,26417836.25,5845129.916,1527484.713,4829120.333,19020185.22,51262730.55,77804404.31,2649699.334,68274547.27,15144186.37,72818767.93,67623357.88,29502999.71,3260446.301,17549955.11,43925939.44,27161420.59,2287520.811,7443765.891,2849108.099,2249295.352,33145915.55,7970871.073,43388983.58,1344770.882,23030431.38,877303.8027,6484757.419,2834881.413,1247819.818,9607342.504,6979540.705,42620583.23,17702428.02,19655971.08,48562130.42,33817862.04,17448108,28948250.4,23886910.03,455010.5375,771187.4893,25900861.41,24166262.79,46210518.99,31689767.85,5493161.378,4413401.542,4345379.233,28498769.93,27016170.42,19921691.4,3363463.863,64414652.04,4345726.141,2663028.414,22272480.44,24107848.26,7875886.286,32264844.1,1468601.221,19173203.87,3726423.824,29210518.74,1280098.765,20599833.82,21516138.64,930250.16,14016754.91,600397.6969,5860277.933,1999195.136,16607409.19,44356147.68
992,105.0194652,8.698006676,6515146.028,5898704.274,12118134.93,7336598.384,13434297.94,7522631.032,7158356.291,8552038.189,5889367.589,7608781.967,8943293.848,9493714.5,8616106.493,14997307.27,5825508.007,16505024.87,22495622,33033738.68,3160676.775,1320120.318,8502401.399,7276446.816,5338077.817,2662718.813,5855248.297,3580744.683,6080306.302,451385.5358,66093.27843,171948.2259,4004516.704,1041112.844,95475.86268,10167748.76,8561611.702,11106257.68,12255519.54,8201146.528,9953433.829,13327649.94,13220198.59,17038575.6,11751383.99,3940685.918,4224671.064,4627614.752,5599554.896,4681257.001,1717917.969,3485821.665,7325103.456,3560718.95,8109326.124,7312710.215,15241868.25,7224469.133,98667.56159,12351005.27,10037446.65,2746921.185,6118929.382,455676.0652,8039678.951,10966120.97,9198849.374,10266245.88,14755536.24,6549996.236,5961438.826,8023236.192,7484310.532,6923148.402,9174870.676,12885866.97,15137399.98
1001,151.0402455,0.963443646,2045162.214,1320999.86,1678451.869,1526034.719,2060132.891,4550868.644,1385635.391,1395129.964,2021338.165,1045883.972,8829846.59,1871601.807,1747952.341,9241151.207,2861049.804,5820842.139,7956468.381,8707932.619,2843385.607,2533134.499,3641256.489,3402834.484,1829691.273,3889723.729,2034643.929,3527648.415,3999540.911,2569991.861,2428635.441,3349900.376,2922013.208,2855212.884,3583921.912,3299349.931,6677911.651,5891823.943,2700917.083,3205162.797,6198683.999,10480650,8590085.251,5269326.232,5893887.01,1711892.656,795193.2704,1114144.627,1319602.006,2759263.626,665652.5217,5125876.469,1256141.202,842081.9959,1910475.403,1406783.853,1627691.752,743209.0141,1395396.242,6408361.573,4780688.442,3352637.723,1120727.419,1112471.126,5922316.743,2355957.553,2065859.152,3951598.125,6485623.143,1815588.093,1120200.502,2816233.067,2646210.76,4100916.615,1552380.266,3364391.196,2700275.294
1029,133.0144729,11.75605476,5889967.716,3566302.566,11898961.1,11842529.68,8541601.317,1471272.108,6458294.211,15510917.55,7096765.102,4612590.747,702249.9735,18063302.68,5816917.91,2898383.296,10139815.72,1601127.547,1479523.888,3051907.024,2777547.465,128498.4113,5819096.019,6976645.524,9951111.946,130791.3539,9481592.17,929593.5554,213211.5483,486629.4928,40236.80941,27794.38238,364390.3847,317938.2798,261080.6366,25805368.31,995726.4772,329482.0957,15115470.06,10024505.42,1009759.736,360111.4402,876923.6334,3175136.363,1069874.93,35710.23977,121030.6376,147919.1954,673158.4145,117587.0385,50258.27833,19297.30354,943385.3621,533716.4071,95938.29077,72888.41267,1684425.934,249955.1978,87061.69635,242226.8772,41233.67581,27364.53876,96364.37868,46032.42421,42953.19449,116341.017,760382.4081,772979.1931,206330.5222,51947.7153,187399.0643,92814.96532,780435.5942,162604.0633,1505287.452,498487.613,72725.66119
1073,241.0735324,1.375666888,3058886.237,497742.66,3511160.988,3954764.225,9033064.923,6032578.136,3070014.266,2853066.089,6220079.329,821052.8709,1796865.951,3766748.081,3061034.116,11004180.82,11420659.93,10850219.72,7723771.448,8434106.964,2184854.536,639407.4704,3406945.215,5631930.833,4202648.431,1721489.087,2981155.716,9027317.863,3341232.453,7996710.65,10546.15686,19122.49858,4712261.634,966781.7917,42093.08309,5635403.867,5023141.18,7431742.187,6133601.244,5151317.903,8302295.296,14606660.3,12959518.14,8682540.217,6206043.793,465247.2261,942683.4395,752957.2206,880618.1428,1358030.513,48141.2115,1751913.22,2077866.285,726542.3055,2319990.717,2664733.691,2253640.506,1121729.749,42026.54853,9805646.39,7696227.177,782043.4238,744861.7468,1271193.467,4864166.698,3055270.882,1236537.31,5304869.07,8175784.636,2450272.534,2154583.424,3230555.424,2889699.21,3301703.003,1998925.162,3713891.37,4015412.743
1106,241.0833847,1.88005077,2172007.73,8797614.207,1046750.807,1155382.737,131928.8742,160329945.9,11482810.85,11158669.61,1712738.717,19182731.53,158205859.1,24865590.41,14630825.77,324046945.1,2995136.044,350111722,302087517.3,373672148.3,1065147.041,5207534.109,215465.3126,277227.1265,7578722.83,95677136.6,6247351.826,487183.5202,228397126.6,3168331.439,36926.68378,35981.98893,483671.9211,5866415.024,19779.88531,13028532.79,323051792.7,351339597.7,20205747.43,22431611.75,337204989.4,337170033.2,511946776.6,629015.4327,2222480.631,3086663.992,3397985.171,3952504.197,4742068.137,856006.5868,427772.971,64110114.35,6315303.83,3109672.656,6677242.161,554071.566,12759652.68,321713.3207,6238.093827,260364514,253136228.2,68924658.71,9128854.894,3402815.261,220354510.5,51227.80055,12181134.05,4151662.761,316309284.7,182068372.7,2640537.234,232790242.6,105104.9568,284160074,667699.2874,298860994.8,335588425.5
1146,145.0508474,10.95884119,4232165.447,5526719.75,4310960.472,4032924.096,4031724.334,4692159.804,5537002.817,4522592.239,4181654.752,4229477.784,4049440.559,5177767.25,6337519.799,4733059.199,6875365.618,5297647.059,5535787.129,4402639.484,4722806.509,3530851.419,3588949.124,3278825.138,5018752.375,3624029.286,5564216.554,3534422.723,3530146.601,3228515.421,7165632.321,9494387.681,4109620.765,4896561.791,11255612.76,4502242.71,3607870.67,3954763.547,3842781.778,4418206.255,3488313.953,5860263.451,3830643.937,4634951.117,6388294.147,5406595.686,4098440.169,4478070.859,4401239.766,6463225.349,4664986.732,5739682.633,5825462.694,4346083.392,6301928.073,4442494.408,6244029.105,3891597.921,6410580.01,6740768.056,5218157.364,5216957.005,4478301.263,4037493.261,4940064.321,3844106.746,7047053.748,6774659.212,6667247.775,4283575.591,3872141.278,5548424.143,5545002.132,6427775.807,4914643.24,8187656.675,6804366.279
1369,163.0403566,4.312255258,3333351.156,84937.60587,22145832.52,61818722.56,39098197.85,8865369.684,317979.9017,150774.3255,106770039.6,148143.0232,3771865.271,268053.7613,163657.3869,21647163.48,81181921.28,18893334.71,23156933.3,21598753.23,2588164.755,270209.0993,25033449.35,34830870.64,78741.57412,2552923.631,149780.7184,38940388.57,6144718.793,76245880.6,41837.12833,8349.942904,76749944.47,153995.6968,47130.30934,207108.0092,16192463.96,14945485.02,180921.1293,205746.8445,17602895.75,36714717.11,24922970.42,157091675.5,209057624.1,304108.472,127381.0109,119758.4381,155608.6622,4441530.509,1437534.992,4382984.16,367718.772,384604.0434,636965.4713,38492153.03,259891.1455,11553306.37,296330.0146,16837648.97,17263227.66,2059359.15,74914.66171,33497375.17,13518120.96,38010492.17,128366.0362,167944588.7,24044355.13,8511276.804,40563450.14,17741903.4,57430426.51,19970072.78,38095332.87,23284185.68,19996800.39
1426,187.0978657,8.783233467,5004396.002,6725530.229,5978721.088,4058789.385,5363334.644,7384484.566,9595765.569,6864792.533,4680992.216,6315652.107,6063599.715,6803686.236,16140543.59,8984590.25,10854342.22,9960452.837,11250962.06,8756207.295,7583125.207,4832947.773,5342062.346,4521184.02,6389913.423,4557676.19,7271432.641,4499494.618,4007843.522,4397235.244,8118999.382,4251053.724,5260816.996,6742769.374,7440001.685,5787581.65,4914612.759,4623360.74,4578185.193,5572201.018,5318111.371,7849651.137,11651220.45,6541614.182,11297975.33,7157414.889,4235021.902,4181728.791,2851634.558,4598907.788,3774923.774,4577680.131,5921625.781,3281910.226,3621228.736,3572092.567,5587699.071,2567416.362,2761918.549,5627819.496,5947148.248,5536485.915,2289547.793,1926243.009,3372863.409,4743700.525,3814569.755,6905745.249,4884887.081,2353353.967,2027184.839,1459189.639,2161299.309,2076555.051,1185470.67,2738652.471,7526840.524
1602,174.0409069,11.0422106,2822997.502,5605848.116,8476477.444,16605137.53,8463081.581,3497010.644,7200663.286,10332662.91,26508873.87,16244285.11,1676578.259,15257892.26,7330142.481,14378432.32,48985254.13,2397222.575,35284386.82,13386805.21,2390310.48,8277831.71,5060955.345,12528985.88,20268138.97,979088.2714,16997483.98,10355714.76,1934764.47,13085573.48,6556611.697,2272659.516,36730921.02,8723817.251,4512944.053,11308773.67,21173634.96,3677323.659,20734537.54,10684366.77,9938897.799,14632873.9,9756323.814,12895368.42,7669233.334,3119650.173,3662199.732,5593487.604,6371841.845,1788353.682,2226442.93,168693.0756,3670926.249,5616447.809,3610061.887,2851293.172,8082366.237,3738783.865,2242363.002,5532818.762,505398.4951,1986279.445,4333397.405,8408032.217,2201265.794,2789256.65,4877934.119,4600516.846,1073533.332,554575.1847,8925855.324,554454.4933,6873858.925,43804772.17,5905739.171,863684.0484,294514.7986
1635,145.0508706,10.40880159,3234067.324,3680398.299,3759536.051,3995961.406,3563582.175,4434254.771,3837404.568,3536409.809,3668112.717,3513687.814,3419340.041,4917680.966,3945083.824,4733059.199,3643158.426,4076037.004,3981769.82,3896022.702,3360907.195,2554102.648,3241920.053,3543120.938,4399706.668,3060109.705,4565696.39,3739288.407,4002718.602,2905956.782,7791234.046,10336217.89,4338819.125,2694588.46,10077657.83,3201289.783,2779504.033,3872854.093,2542915.908,2832871.577,3310192.436,4951147.064,3160021.441,5173460.482,3839012.14,7077723.153,5603245.794,4974921.932,4707028.608,5823220.979,6710022.911,6223751.237,6545263.758,5932221.23,5670369.887,6194095.46,6162349.205,5715935.184,9366321.916,6759697.642,7061518.629,7120706.842,5100838.274,5060325.067,5584655.5,5316761.676,5114979.005,6184484.857,7780402.508,5122795.25,4740737.686,6338090.989,6436428.061,6459263.362,6031971.743,6045820.437,4863237.085
1717,163.0403676,1.945064059,3300886.167,163299.8487,30519351.96,35150465.8,27029292.14,225156278.6,1261296.41,1243685.582,39000993,3994245.286,229791811.4,7185264.493,2871516.699,537629868.2,18105430.54,376544623.7,396692979.7,464865490.2,9504705.194,3916767.573,38566064.1,28856965.33,4346805.251,107405829.6,3851757.057,22187328.88,168528154.3,19886550.9,228639.1223,35574.23834,10934594.82,5902629.872,41805.66716,5980785.56,389448204,380790874.3,4044639.941,4714143.363,516360856.4,633339045.3,363234439.7,57582489.24,65064273.16,1369587.213,800605.3995,970697.8244,80303.78417,5267250.295,2260425.023,65312419.28,2356840.872,568679.9257,2688124.404,1246050.296,2846445.171,3774950.144,89661.83339,273135976.7,195828818.7,28451351.73,283951.0484,2512191.211,133412225.1,3030810.852,1788094.782,5642726.481,241505946,34451558.02,2270034.672,62190255.98,3633230.17,89936591.35,3923985.224,49648460.62,44124059.14
1760,296.0827689,1.811525171,1227317.513,656979.1375,3661764.954,4603343.142,4684163.684,501577.8994,922538.5968,1084188.265,5316616.667,3178228.472,1438310.765,3524287.271,2820488.621,453609.8894,6743160.711,227458.0687,101314.2634,3706.032117,991828.3882,1014311.626,2840474.762,3985924.985,1602991.117,668527.5467,1215347.893,3498095.719,544348.3386,5638714.377,1977.29914,2682.826206,3156101.092,818265.383,0,2475207.015,483811.7999,22022.3677,2915941.34,3157129.817,301809.5419,678875.3906,25376.9165,3191771.777,3621257.796,757752.1686,796697.0471,821746.7995,927781.6263,730402.8857,150423.331,271489.659,1301706.978,513205.5577,1604033.509,1045526.407,2389247.079,777260.7815,0,157490.9525,44066.41263,411508.6782,834772.5975,1717310.136,5060.364445,1583956.599,1473256.327,2984633.175,8136.166588,240334.0266,2211677.818,27747.76814,2392478.832,6213.982545,1525621.514,6080.959982,295379.4987
1870,151.0403494,3.043744874,4178408.619,2826391.072,1243972.079,902296.4245,1151627.692,2405069.42,2340166.824,4813243.127,1391341.346,877611.6197,4948605.045,4864975.654,2937574.85,8225187.854,9988223.483,5201320.902,4014999.521,5699262.933,1465077.843,355926.1007,1382795.242,910669.0907,1325914.845,2209937.272,1302921.34,914973.5423,1368910.06,830369.0489,41372.0011,55137.04843,829399.3283,2159204.704,372715.3915,1882656.195,2628428.154,2668869.729,1904020.703,1906963.104,2882010.81,5082525.533,2876797.445,4348540.272,2299066.858,153017.3401,250219.6646,165740.9869,77257.28704,1689403.949,100634.2013,2413000.354,656960.2504,144378.329,663933.4523,610970.3131,1491871.778,76214.31944,219898.0371,2958554.912,2300797.093,914238.7431,130393.7822,153936.2728,1924548.838,1650191.568,123876.2708,1290703.286,2773717.616,130886.281,188104.596,212344.2559,52449.34338,167499.3746,141437.3748,201279.2732,2172435.161
1894,160.0617482,11.37899483,1817367.332,2664310.782,5936999.75,6356265.184,9281368.336,1900198.706,1887929.418,2800131.806,5638893.445,2943553.099,8904050.688,1551946.369,2572008.26,1618510.537,607147.9559,1226500.132,4890048.28,2487818.905,3048822.885,4939512.753,10447321.73,10268517.75,5594935.545,5579449.623,4897545.362,2300485.005,4900517.769,448608.456,73964.47582,79264.54773,732803.1222,3673733.491,63511.22269,4547022.451,3663538.356,3351048.687,14300579.6,3318358.893,2771773.992,4741555.143,4037347.138,6502921.503,5707043.892,5319197.507,2538666.199,2956967.767,2726898.768,4369211.765,1945829.338,2542964.23,4391816.841,1761697.006,3945891.751,4463823.335,4303698.099,4063693.759,92147.73427,2929936.954,2213649.965,3029726.619,1523232.029,448956.2928,2893587.342,11896005.95,2302616.274,4335869.739,2520410.521,2286947.107,623716.4133,1611966.73,2770330.22,146912.6681,5217260.283,2094288.497,7028852.176
2141,155.0099951,7.084591494,1343400.198,3846634.376,2734855.52,11456057.75,2919316.07,15847415.18,2437608.561,3712649.624,9424521.229,8526659.513,3697758.528,6734315.168,2448582.06,12401271.67,6888453.918,12791380.32,11785252.45,7798713.623,5020877.027,3520283.008,9021113.374,11251284.97,9569326.692,5356353.83,10641775.09,11640809.03,17192716.85,13253176.35,25044.49842,17958.0243,11656204.59,13576392.04,14609.46318,25739273.71,22001274.8,19696502.69,34069432.55,48434221.39,20724488.1,33651646,38546705.86,13584096.74,13984869.27,2503647.498,9352055.268,3800578.253,4662947.945,1749688.227,165678.5916,6323313.318,13080678.29,3397282.776,11627961.19,4657215.02,24582066.9,2041154.145,183529.0637,33223950.8,21843522.04,11574150.22,5798419.424,3434382.077,12675443.94,2433283.249,16683118.77,16643998.11,24565869.65,5937047.361,5312930.697,8382810.124,8684112.721,5518814.743,4604437.236,8777622.979,5148961.579
2221,283.0690669,8.550296733,1028025.355,173510.0179,1344600.861,2937739.991,1696913.13,70548.35258,339891.5329,224945.2778,3115618.247,141974.465,63335.49521,1495277.694,390398.5445,100604.8867,4572116.829,266946.2028,265661.7703,445455.1997,146030.0874,0,599749.9013,2280736.468,148571.6387,61523.48852,273656.8331,2185217.886,130290.4125,6465913.19,4006.310055,2740.654736,3317016.904,35403.12943,37799.80751,912099.6028,74113.40062,357830.269,398718.0605,88639.37874,428781.6305,64017.7935,39044.56849,925398.5398,3803496.256,22226.21426,23166.29684,176015.0759,74610.63441,29255.12024,9848.94924,17211.19502,1225790.354,181861.198,395986.1855,454178.6186,1778405.477,277369.2535,0,74707.00981,17640.33275,11261.46326,211116.5464,1898211.505,92027.73535,203518.7161,83466.8446,1542270.568,91398.31408,316510.4118,2965324.783,176860.5739,1183919.954,38931.5928,414823.6141,91530.89515,355741.0015
2232,189.0770828,2.107532071,1978848.5,784266.096,442242.0132,1567628.345,646153.7583,968450.057,6175732.894,13630789.26,1503921.379,23591491.03,690631.4683,9214691.815,15029342.27,1040248.657,1846688.501,1950443.421,2192649.604,3638857.292,1019004.612,448327.215,1946514.979,1386857.792,5733169.072,226321.0629,6270048.875,2284267.183,382779.0179,1918230.195,22601.12768,68179.40657,1156800.377,5140527.677,248530.737,42470711.88,1514105.516,427173.4373,56848641.27,67876741.73,2663643.461,2409263.071,6674897.346,12343516.1,16681937.57,124816.4513,160681.1538,428671.9479,304855.0998,1280303.143,277388.3174,303293.4104,4616105.357,893065.3179,13413918.95,577632.8304,28207144.8,87208.82825,164483.5416,152069.423,261359.6679,353471.6863,1968647.475,1478878.629,314558.6242,853500.0163,12876607.63,2358071.047,377286.451,416474.339,589414.4001,159552.562,1070283.077,856512.1769,857761.3953,903418.3964,621037.5587
2272,177.0407476,3.906237855,1604117.88,25446904.49,451016.5187,434630.1631,403525.3716,7188679.614,9038379.473,17388187.62,301217.1412,14654573.76,34556883.98,22121631.24,8374969.346,10256037.11,103178.7654,201484232.8,10509538.41,14609646.85,2540062.295,9658045.418,1055388.232,681988.5893,25205776.58,44984576.87,20556752.71,338880.4713,16324643.19,84521.12211,4249.167618,4183.918202,159843.0443,28294776.75,36452.80576,42657754.29,14339011.7,11648095.59,47319110.3,25572678.91,10504929.9,24588784.84,21648213.64,467613.5264,65198.13566,15281336.62,16568793.1,19077037.01,23660453.79,3343646.772,1594741.574,22049205.57,43666147.21,18188122.56,52913067.58,1115813.589,58927257.83,1091236.904,7752.234119,42705667.54,25794309.8,14449018.44,12677470.43,253817.6671,17750660.08,2489158.267,53824872.95,1065045.884,29634499.86,22115418.42,305101.4465,47588908.84,1630709.721,265746257.2,1891338.695,17868065.8,26115932.41
2836,227.0676555,2.543974936,823317.7305,253339.2569,403593.4948,516410.3476,417924.2506,11466229,346795.7741,344685.5306,712735.4225,541720.9605,6214698.874,719449.6544,407722.9153,26247219.34,1249143.071,25043844.58,24658163.84,27515588.29,461851.3873,226695.2857,337177.2343,285891.1377,361194.5773,4018991.409,358181.2252,266179.5473,10049562.31,1033106.428,2543.172736,0,559082.5656,316727.6512,2792.199624,630112.9675,18970792.91,24639957.53,942369.3996,941043.7318,20655398.26,20862343.86,41378844.17,806959.8607,1399990.184,136800.0127,155069.3511,193455.2969,239268.9588,406278.5828,129001.2492,2496133.727,321444.622,157266.1446,351780.278,240281.2203,540201.1519,238960.8967,1679.976768,12839847.85,12845546.33,3170624.101,283133.1579,2013734.111,11405740.82,336867.9974,476577.8876,2343609.944,20109897.99,9444891.392,1370516.689,15157064.02,752043.5063,16903667.45,522985.3285,22812752.81,21539119.57
2957,206.0824805,4.369317235,1050261.196,304387.096,3251175.43,9991890.185,6585261.735,1090780.654,405753.2555,573286.5463,18376898.36,776406.8834,55662.7404,127728.3859,562358.7824,2232942.685,24309035.32,1718492.087,3673657.148,1951917.801,709305.8117,102320.4942,4747383.97,6619040.201,249226.4035,307116.1967,42316.38761,7790926.115,763428.0966,19005669.54,2224.259503,2887.002914,21308930.12,68604.70384,3047.772126,88453.01912,2829675.493,1516827.458,353009.541,130160.5281,1882353.335,3700313.661,3837383.149,20097311.51,28097464.98,20178.63583,19466.54683,65136.90185,60371.60254,676027.8522,161111.8909,223759.2364,55882.12012,22587.57158,226253.1326,2842505.238,169197.1373,653661.874,2101.880813,1483317.504,1577894.668,185514.6814,29300.30892,2774985.286,2851479.614,3367645.41,60366.12332,11820783.06,2125160.777,258526.7133,2871230.474,501742.9513,2771079.087,2574259.35,2107726.716,695493.2943,734387.5792
