"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"519",2358679.869,5463151.4,945210.7555,2337674.891,1962557.98,6720810.185,2048889.414,4069958.511,2492905.184,4958850.746,1923646.299,3280076.916,2091384.347,4512769.98,4869307.655,2194890.056,5249348.852,4863494.494,4391527.828,5245986.409,3035409.92,4266888.433,6100535.96,1091127.699,10269285.05,5754944.56,3980859.086,6893261.439,17266396.24,15307822.71,20639575.32,12100415.29,17515237.89,16952922.9,14972677.55,20896497.62,15766879.35,15464353.7,15718426.77,9154469.168,18406771.94,14754294.52,12569304.96,10165999.87,28543994.8,15211085.34,39251197.68,1980137.256,7520019.161,3518560.467,2735348.678,9097947.513,24580177.24,14832540.18,50954972.31,21332016.93,67842833.23,40213077.24,41666404.29,26680010.37,43152985.46,48661830.92,38334331.48,43837685.31,70253187.69,49769845.61,30251074.24,29264971.1,95386482.39,326041.3521,45582827.37,29839.50675,9569.02127,7875.333476,45455.60154,529,181.0583598,6.432266719
"555",7166433.725,15071569.43,27557447.67,27964760.6,8098744.057,21861963.11,26711993.55,44791536.88,7018506.375,26796779.08,49615273.29,51429462.73,5086243.038,37819639.49,134874556.1,25583812.1,7809670.809,44929641.54,270931138.3,104155034.9,8115284.606,71042821.19,160953125,2170713.972,4443312.614,16813902.08,4149778.143,4022116.543,5525805.387,10202161.27,4202603.905,2980541.882,3321537.109,2959686.857,11294169.49,1924700.698,4940279.107,26130889.94,4045448.191,2375100.526,7090941.953,2687479.269,4321333.016,3385044.116,909378.7734,19381025.69,1107169.229,1315265.699,10322968.44,13080375.8,18467775.1,2987966.739,4567678.011,9696395.844,6266951.295,3088469.244,4222256.616,8054475.582,3666603.002,3329324.567,2781805.986,9079330.465,3046458.152,2507984.897,1986111.736,10619332.02,3048115.394,3125070.817,4667315.739,9441714.812,2260725.277,657853.8324,108193.1786,255951.1918,305285.9647,565,108.0811345,0.952962157
"593",15626798.76,44794584.11,27951977.9,37064563.62,31752718.75,97909468.86,63593675.48,60021512.68,39297190.64,86283584.77,70647878.08,70170436.3,21858222.66,98189251.07,114265736.5,34577094.22,68039481.82,188665385,158210365.7,133101763.2,33006474.82,121798609.1,147259018.1,3092787.22,14775677.72,9081997.277,6136339.799,8864741.461,22401284.03,20335424.15,10522746.82,16483482.61,17008617.57,16328022.76,23095084.83,20356384.64,20691542.99,13448842.53,4238413.784,17392914.44,21587539.14,22486065.33,21386099.33,14751848.59,30943802.71,16810549.92,16360393.21,3273835.549,11743027.28,7332150.661,3876548.036,9765582.183,11626287.67,11116624.49,22291507.28,21463113.59,32336265.25,17337585.32,20236380.77,16094649.26,14714920.16,16478156.79,19569173.83,21555171.72,27980810.03,19629407.16,15777226.45,17710733.64,28442488.39,24019289.78,27530806.38,784773.267,1477562.373,1799840.022,1997736.805,604,150.0775862,2.357589256
"621",255298.3397,1643210.07,379766.5142,375219.7499,398280.2138,5170055.824,2144623.43,146309.0982,105322.0563,4019400.68,2382477.173,121605.5498,73490.41014,3830204.672,3892308.07,89055.19418,1452170.247,7213238.015,5986913.131,1474604.821,138855.3138,4374013.936,4203589.631,522225.8672,19091841.03,9349687.604,214856.5841,8215150.428,94388501.47,87040629.5,9502406.588,25457255.15,114048693.9,81758593.65,143746720.7,26928138.73,151709252.3,70555933.24,6076843.186,17717395.54,171220152.9,76821901.43,125339527.2,11958475.72,308872909.2,73006307.49,23633542.16,164997.4034,8542321.082,5789588.07,186433.9678,28517092.87,104844467.3,87122947.38,157488093.9,82231899.98,411930844.8,225674774.8,35705652.19,55855219.09,225750877.6,247285917,31394529.83,76266918.95,99938177.02,249598741,27150047.09,49253687.16,395075543.2,337045062.1,35173933.55,78629.22214,259876.8642,166446.6723,41799.9892,633,123.0555291,10.70554873
"690",318115.0421,3888142.379,2708867.069,2727741.921,765158.4582,4840090.132,3233871.874,142233.6153,566399.8338,4367098.511,2920896.69,130332.1946,506746.9743,3699885.17,4667723.646,126321.4726,37774.37768,4555303.377,5890872.629,180608.9697,441773.0115,5017798.955,5141830.402,126589.1441,7218272.399,4324082.021,725169.9545,1313244.267,16092623.7,17954176.47,5171160.284,2032274.177,22216026.72,21546059.64,33406391.08,3047897.954,25818284.3,21433379.34,3116804.357,2402527.079,27772517.88,28194722.12,34196939.56,2024756.444,31852210.9,24077349.61,9563239.845,293943.4504,6873009.809,3486954.372,182442.2687,1597961.901,23830919,18891035.47,31816771.56,4118639.052,31888740.97,28342896.39,6843623.594,3588145.793,36883064.04,30060648.93,3903311.796,5549889.296,36524615.66,43174329.04,7226006.889,4118047.281,50026651.18,43554567.45,7450348.033,16651.91938,298710.6158,146001.2594,32208.68875,707,111.0556667,6.371013888
"703",32860.17756,1210660.941,748570.679,1027020.992,1108125.808,4935907.247,2683525.884,337750.5743,531655.8662,3701664.664,2925500.902,2110042.857,837948.7649,3520399.847,5406770.504,935548.1752,2673008.34,7180093.565,8009647.366,753300.1461,1376573.795,3815900.499,6205099.454,1459872.38,14754409.22,10676825.36,3157987.539,12679168.16,81527212.19,116998581.9,18980084.25,48999963.09,94037807.13,96633882.12,212566498.8,60691949.01,131339980.8,80089740.63,11035076.01,30198081.92,148078170.7,86520108.71,7791924.911,18167146.5,281028884.3,98266695.31,56568781.71,1191820.83,6480091.041,5186038.581,254446.3442,48884331.91,93158514.07,99619643.92,232022822.3,144743495.5,346283447.3,305491988.2,87839353.03,129328515.4,189481051.9,318248197.9,63870651.29,175935587.8,92889253.78,306431853,51629954.13,114872851.9,358286681.4,457099879.2,84509374.89,19288.63214,33690.98921,43820.80195,14420.73574,720,255.0977647,10.75467326
"802",623736.1969,1303447.611,579217.4488,471616.7838,538291.5848,1072131.744,672146.7866,786663.8913,395895.4977,1033835.956,485585.5732,1163377.741,477996.9744,643282.0128,990520.4359,787236.3139,732331.8986,922524.2058,781289.0676,794037.5103,997329.962,673608.3025,1427999.937,703085.1779,6030411.078,3194956.735,2193100.681,5367185.169,10838657.68,7881678.382,6570897.495,22798416.83,14239977.32,705054.4112,921742.1587,65473387.13,26078462.45,600560.4152,17176120.42,67934509.28,45422212.88,132730662.3,95365681.16,61441879.7,109520806.9,42658631.14,155215483.7,7166308.593,22876727.17,386090.4714,12977356.59,44672375.71,48373235.14,876017.9995,1416081.867,61264808.94,108009332,57652099.13,66282767.65,74670931.8,65960625.81,53855753.35,46998170.7,76909184.04,88610458.09,1209863.707,40585978.1,51313243.92,2122423.84,52623711.62,59014507.59,53774.01734,239784.3781,2136416.957,12835.31093,825,159.027837,4.24821257
"833",212132.637,5109900.147,4166728.007,7612282.347,5780312.865,12136725.67,9716217.574,8149077.532,6366169.068,10661471.23,14673328.24,5549864.243,3296080.37,9410802.187,34248002.39,6244151.067,18360377.28,26972856.71,969467.2111,22896498.6,8727380.613,16893342.39,44697911.11,387626.603,6442088.279,5682024.752,2657531.225,3741770.151,11082812.3,20247277.4,10536335.52,3127532.508,9028138.045,5328416.387,28384548.21,3442419.991,17208589.21,3413642.852,1495612.67,2695676.769,16409710.61,2214548.75,22609633.22,1831039.775,17238745.2,6823117.865,4185471.074,367595.2916,1760446.949,97789.56085,942589.7081,2081478.272,12244254.57,5128228.611,25606429.4,3565015.955,39936104.25,33809470.27,17154242.82,3316626.312,31010917.55,30718981.89,9623625.614,1820126.662,2395342.656,8567527.582,20151365.87,6498718.828,58573117.1,30106421.28,10577874.85,29166.78042,93511.93648,20550.23821,46164.90869,858,130.0864501,8.597843742
"913",865143.8951,2375994.743,1783098.69,1978848.861,801108.8232,1719593.504,2120533.411,168141.5445,803483.9132,2687502.857,2085525.858,64570.84235,813852.6312,1472270.068,3134063.135,494116.036,273278.9217,3047421.452,4363942.318,123985.2789,743413.2807,3604488.394,3458442.842,350175.5951,4990908.409,3432047.505,1353817.443,2395382.883,11281976.82,12693024.26,7074996.483,2631944.251,15281697.62,15093938.94,24230937.04,3784088.189,18106212.49,14903981.11,4680599.221,3782909.84,19560515.14,19868945.04,24870117.84,3796367.282,21071903.73,17138914.35,9760582.042,632921.318,4729659.631,2895128.893,741865.5198,2378570.15,17046706.59,13135213.43,24132108.29,5895774.451,22088734.15,19934582.4,7311525.73,4336774.196,25181836.04,20164019.62,6294112.598,9027586.962,24409805.84,30126685.51,13570360.82,7194430.565,33616327.84,30663015.15,7915233.183,37085.30577,47300.21912,90948.98735,131687.1836,945,123.0555636,6.418252769
"921",1094097.669,883597.2918,801935.7412,353289.5495,1422244.017,1412021.062,1386031.088,3683443.009,1501068.425,1322268.402,1548543.944,781598.3502,1371472.893,1279485.479,970263.7231,2291821.98,3281812.489,1220547.749,1435630.171,693057.9155,1100316.421,937847.8754,1491252.76,5588488.232,2530532.111,2228850.058,2278745.185,8551933.921,14267544.18,8814207.64,6071799.028,17973830.06,16927089.97,13565201.45,12863203.2,12036990.47,21470446.07,16205998.2,29818052.37,18863887.69,25157368.23,17908107.68,11420093.05,27418358.91,40093667.16,18563984.55,29217226.46,1372183.827,1975026.49,1810995.4,4435631.476,28711468.85,7720378.87,24252981.07,7124966.166,24442258.75,12888368.29,39800787.76,43576397.02,35942375.53,14110197.49,44126628.77,44904400.82,14931685.48,38599697.05,65352412.58,55602384.71,28755150.25,56220715.23,20140033.85,44571584.57,843429.3648,547479.8691,1293999.467,84687.3179,953,123.0555115,1.396317219
"1053",56832307.03,176213371.6,104786925.9,125836192.8,121268340.8,416397581.4,212060237.4,203953970.4,147889058.5,422659813.5,272766301.3,287575268.5,79903948.18,480396814.4,402487406.3,121469225.7,328254761.2,866259789.5,473826409.5,363736693,155564358.6,427467102.3,476252769.4,1557020.99,5817218.935,4262767.014,4043521.478,12010573.02,40466555.67,37250821.28,31381529.13,61557868.42,66281805.86,58985582.38,241613149.4,117624445.3,165647135.3,120526193.4,53205452.08,109206515.3,234181556.6,936119703.2,449223549.3,96362011.19,452039682.1,274822620.4,527106345.1,18655049.73,65917790.17,43257945.65,28267171.5,44608650.73,75965592.45,51067574.74,61829335.33,81282444.13,170154753.2,111360356,109290414.2,66229247.16,114352855.6,101740029.9,74404402.55,94177412.74,184513620.8,74536718.67,52603123.22,66681421.25,129142503.8,105244931.6,98894625.79,635703.5073,1399250.818,4834184.677,586283.3763,1095,136.0619017,2.867709029
"1143",6142642.543,2446401.279,7048734.867,5923254.061,15169234.26,7897471.418,15930721.37,14174101.9,21504380.15,14444324.53,16497710.1,27734079.1,10669369.32,20917919.13,30768088.03,8696254.069,2480900.305,19208066.85,40526396.51,32632789.42,14072954.13,15139237.67,41843233.22,1539028.301,2091163.151,4636577.252,2681034.506,2050609.634,2428666.577,3734443.188,5354722.375,3337448.881,2137999.577,3787532.368,5237921.799,2358684.914,1986919.523,4569501.742,2238392.092,2612352.77,2309459.302,1981038.392,7013761.239,2146262.194,1821793.56,3591864.541,3938224.969,2013099.618,1815875.909,3244631.122,1706096.537,3248534.617,967285.9985,1926168.52,3208973.764,4168663.897,1276903.204,3785250.087,1742894.456,5074530.439,1379422.916,3121095.258,1553551.392,6718958.832,1039608.724,2713015.27,1750353.06,4444396.103,2204526.14,2916949.802,2111044.576,449497.9265,322112.2996,285432.4032,317921.4118,1190,184.1332707,1.000494152
"1172",1258313.03,7452847.258,5592555.122,7720146.024,2042976.866,13673021.26,7502166.839,506789.9573,3135517.709,9074715.745,9813858.336,2376957.794,1700554.902,7449575.139,20252740.13,2800751.738,3251357.507,15142079.37,28565367.66,4629147.86,2994196.924,7999163.68,21284140.32,57823.59307,5295926.551,4027996.391,97573.89133,3141106.144,20027370.9,26941801.25,12862348.59,2073992.826,22137656.9,20925163.12,83337844.02,3524499.555,30151089.96,22493460.5,2110177.065,3055337.79,28458737.41,18537915.88,74712473.45,2845614.784,55593331.39,30628955,10822196.74,1343741.012,16604919.58,5745061.771,384911.7051,15750565.16,53608463.02,43389349.11,152623749.3,40059902.56,107609485,166937504.8,36153994.5,23378225.38,85559803.66,202880415.8,19089134.61,43682784.53,87706204.58,204968789.3,59919806.6,26158570.4,276417307,318718657.3,37427211.32,14170.00642,66414.97215,13520.49811,4998.599907,1223,132.0657011,8.759526626
"1185",663922.3342,637944.7037,701676.334,998561.0813,384168.3729,994886.8271,883271.5394,1168173.29,1204847.763,1130495.003,936439.3617,3478052.096,856764.4882,1398112.242,1608226.119,1387989.429,2526156.855,1375843.389,1986520.764,4591284.435,1313591.801,1349721.772,7710732.068,640913.0282,1766455.163,1639977.933,1270617.534,1181212.875,6442841.32,6468890.347,3221465.069,2369957.57,7889513.872,7249695.66,11819712.01,3991871.722,11130639.24,8646502.978,2497430.006,4126255.525,13596989.31,13541714.26,16195896.03,3613227.145,19045229.78,14549721.21,14258256.07,315016.6402,895182.7946,1024918.361,566827.4192,1609316.231,2845199.944,2929673.223,5074584.649,3696329.104,6409219.332,6937378.434,4573826.972,2864322.453,5613641.039,8441382.478,4763863.951,4396195.691,7659569.243,9003335.32,4792758.711,4982102.823,9707415.399,12886883.64,7828838.69,152709.6152,15891.74298,134560.7126,192848.8962,1236,204.1243375,1.429678459
"1408",317372.823,154590.512,457599.093,352508.5314,164735.8136,727944.9184,593411.3625,476003.1552,182376.4978,544046.0112,708785.3619,356753.8752,177423.3884,938040.9679,854810.8905,453570.354,241097.0623,1349626.628,1071408.686,811749.0909,209127.339,1041472.714,1269704.825,401120.4727,1305405.983,1163801.235,586164.2563,1189035.798,1707701.834,5946756.382,2142309.271,1662293.022,8087578.952,6154293.367,8575461.29,2540698.971,9099291.135,6686944.331,1637221.559,2158172.069,9231283.365,7349619.283,7852066.604,1521852.885,9766943.411,6865800.864,3697868.761,161904.3877,791473.7379,1193951.292,523375.0303,520536.9705,621557.6228,2376915.717,1887903.596,1005702.533,1676388.893,3550809.895,1058320.453,591254.5011,1370007.495,4155087.105,1188309.069,726222.0596,1860907.656,3663442.865,1014238.78,934353.9004,2132298.758,5592654.834,1239645.366,0,0,2010.019271,4380.161537,1487,303.1374864,1.422475577
