"","1mem_Bt_12pt5hr-1","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-1","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-1","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-1","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-1","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-1","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-1","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-1","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-1","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-1","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-1","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_12pt5hr-4","1mem_Ps_25hr-1","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-1","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-1","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-1","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-1","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_1","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
"3515",826878.0474,652547.2392,1050246.612,659966.5653,426519.6389,1072792.432,6056100.895,1828715.406,1163601.66,1346523.921,6882815.459,3351054.063,1960240.572,1399005.546,10819610.38,2286943.236,2028012.927,1226749.371,19166836.97,3868782.954,1701632.552,8547889.845,17863913.59,7477.349928,986584.7468,748996.8623,33132.31731,82520.51407,1899345.261,431235.5591,94622.76065,514908.1936,2007068.772,914948.0124,112136.0027,770966.0064,638036.8056,583669.214,119972.925,303135.6264,885233.1481,459278.6344,575810.5778,70490.60341,7030281.826,474081.1954,394143.011,231157.3485,16757927.18,21070844.94,683691.6027,2443583.671,3097195.125,1775536.622,3641550.035,4702079.719,32604217.53,29858199.97,5288875.721,26184590,12507858.79,109929490.9,377176.0574,41658557.32,74881329.45,21420305.22,4905414.544,46012099.92,129681538.4,6951723.009,11097765.76,4460.050374,110531.0268,32140.05752,22594.29819,4133,220.1181159,7.254136483
"4044",206716.2887,224745.3915,625214.0184,508285.8705,4763257.298,586856.1889,707205.8576,10554697.85,8214972.75,458083.2403,20470409.47,18313211.63,5168592.183,578252.298,45116016.25,9562646.097,23489847.94,55453579.27,67374504.57,49460452.52,13066848.63,40731589.02,62765915.01,158805.6426,389958.9215,251298.1824,163682.0149,1042334.71,4831945.941,423652.0032,1875075.572,3052433.715,4627105.389,3986549.203,10209830.76,4514041.099,7917109.514,577829.2098,1675609.593,5006243.329,11959137.95,10865047.99,15430191.32,4593392.287,26233287.67,12207097.46,13782401,4894063.629,25931960.38,24853372.37,10736578.2,98616393.09,114943537.5,121245555.2,213052715.7,208695966.2,246553510.4,260179827.3,180170109.5,198459948.9,207567412.7,325725430,168881494.3,278334836.8,233948057.7,365395939.2,172355438.7,233952720,420095806.6,565257967.2,281996326.6,8620.601024,169113.3362,197969.1074,256722.1486,4849,170.0812723,1.871869745
"4236",755489.2303,931425.0364,2032511.313,2673534.47,1221374.223,2137835.716,3676470.681,3429400.159,1593828.823,2093920.649,4290597.065,7965195.857,943115.266,2567897.533,4747953.15,1916722.998,6827149.505,4864419.373,9900537.205,9262387.88,2115864.74,4596331.238,7263086.725,131994.2051,416620.3718,499754.3283,543062.7844,634609.2626,1382443.349,2596519.407,1858598.347,1965361.022,1749579.792,2931339.925,5537391.46,2667029.696,2701166.631,2977551.84,959876.9187,1726888.669,3026716.2,5203652.043,5449872.707,1588405.162,3997550.226,5473084.723,4574170.163,495804.3566,1459938.573,1651821.421,637512.2173,1142424.188,2217537.627,2778579.993,5543551.203,2307514.097,2942234.753,3914214.57,2937139.12,2445457.142,3089439.236,3906279.241,2183757.067,3136040.522,3632522.729,5890999.992,2398928.747,2656828.57,3617973.628,4548837.722,2907473.528,0,0,16655.78867,0,5123,298.1151164,5.280248747
"4304",1356212.71,464943.7271,483504.9007,669082.8374,1277338.157,480016.7873,1063940.162,977928.7724,1216896.846,440806.2646,795034.1178,1255071.5,599382.7476,445715.4505,846499.0407,498734.8691,2137578.596,1122159.866,1710825.233,1929795.811,992921.1548,409425.6512,1339273.056,584409.6167,765473.9332,1696392.941,1549185.702,2392590.199,1045283.174,3261137.647,1904157.414,5160984.001,1008718.414,2017752.686,1659492.154,3720301.442,2137573.102,953999.5345,1028067.102,1679639.068,1237118.136,8536981.975,850842.017,8719958.679,17099186.83,1437852.211,2603847.183,905147.3775,5071390.659,4191386.973,913569.1019,7769656.861,5541389.644,7134870.729,15167955.57,12199778.91,11358845.64,8434073.389,692327.064,7191351.096,6101282.726,5135955.277,7665722.062,1554232.543,4631569.404,5694270.694,527846.9344,4958039.111,6056378.377,2095051.034,827831.9345,4433.826347,179626.745,92926.12247,5165.76323,5230,252.1082392,2.702385287
"4382",10297898.54,1615603.616,21578132.89,28976716.94,32636699.15,554110.1125,51162792.51,30215726.33,61997838.05,1479028.954,78904980.65,67008363.58,28789227.12,2408243.32,120197831.5,35088955.94,129769558.2,3300508.722,124846905.5,80858904.23,27854864.42,2373100.7,290561303.5,1259261.167,392897.5453,6026194.141,1387084.505,878212.7449,594136.0204,8706515.548,554868.3523,1428470.443,404358.0151,7114332.024,1843827.282,1028776.936,333876.9223,4960717.443,268032.1292,1183632.351,462170.6418,3250795.381,3252395.185,1091702.895,397047.9736,3528762.936,508099.7139,622610.8117,26347.43458,9132574.645,200145.5429,8479494.581,14370.95403,3547686.982,260133.179,4772876.737,24659.32501,3845816.815,83327.26329,2396322.172,19653.96375,4180445.235,17227.59191,3317754.046,5279.479362,3928750.925,104705.5863,3208849.323,17660.22807,3385229.404,18347.72501,0,1657.99805,13333.72026,976.0389638,5344,252.2324484,1.292020014
"4528",48452.32321,58407.11447,184144.1719,100355.9993,28936.88979,96424.2313,247183.2941,80590.51724,21241.72648,70592.31754,48398.46057,100371.7941,27142.25905,70348.31551,110825.1135,73064.52194,43424.01293,174367.7095,152139.1335,68732.61453,37467.09667,113494.3213,154749.0125,39407.94771,253447.2326,204339.4092,59218.37239,353489.9057,1818264.833,1999732.475,1105482.579,1046710.633,2372846.588,2245049.952,2733652.075,1202444.174,2904010.239,2269696.766,562706.3833,1093222.578,3756677.979,2865373.87,2789736.327,906411.4845,5240276.336,2562670.257,1935055.046,42418.67058,28066.58917,151125.5687,14531.48556,44792.63119,103224.7771,76270.46838,93431.06994,90955.15336,187429.6509,162521.9608,10699.63814,88212.5244,138809.9946,201233.8957,21152.57794,114125.4772,195638.4173,256830.4083,107186.3815,65897.98818,295601.7836,337583.1303,113167.8407,23634.93513,12624.33292,10841.58178,5174.757187,5581,133.0973148,7.814041331
"4656",578801.1705,637944.7037,701676.334,1448160.013,1083721.189,1116679.158,962498.2694,1168173.29,1204847.763,903232.0655,896895.6406,3478052.096,839208.6402,893249.7555,1459072.357,732575.3919,2127130.457,1583166.357,1784169.494,1565370.345,1313591.801,1391298.548,1892896.915,646813.7932,432821.8888,1605168.641,1055396.442,1241954.467,3874460.527,3446555.105,1199889.61,2640549.817,4600770.73,4181381.79,6187572.694,3459613.781,7169018.644,4414846.851,2677946.331,2561761.721,8950808.753,7506575.361,8552647.608,3393349.868,11435565.36,8226064.596,8602229.142,241208.7745,1253351.321,1183262.856,769205.7312,1450579.273,1525728.923,1912701.494,2999643.819,1769480.098,6409219.332,4005474.588,2978974.604,3282067.571,3645752.282,4593322.692,3229791.724,4390434.404,4902762.053,4189133.252,4345640.473,5608889.275,9855028.004,7175936.692,5514728.102,307373.7644,15891.74298,34611.116,452539.2759,5771,204.1241305,1.027000866
"4794",511052.0468,943891.0701,2323865.161,2007133.777,959730.4083,4736877.586,5428091.795,6613151.387,650759.3873,9672087.983,9351247.823,19827764.97,903223.2185,14307041.04,13735267.36,6927088.611,10746831.96,20829667.62,25108715.55,22489486.22,5928066.157,23199460.3,32098631.11,266570.1385,468900.9019,512920.9687,167992.3311,565117.5557,5532659.686,8265994.174,2168528.922,534160.6139,10408708.53,8716868.325,19043308.21,1298139.024,20278163.67,16063918.02,201257.3936,4514200.379,28450297.09,9717546.936,1064852.425,5362517.621,40558402.26,32420339.11,17396355.44,546328.3196,1442958.385,1900837.248,1036360.631,926673.1598,554308.9009,5728801.789,7012046.955,1101780.567,4515721.462,1881939.798,3664879.454,1160828.708,2397198.12,2670070.797,2590357.692,2767989.669,2820099.028,3805809.002,4470180.065,1570287.424,3891643.614,4304380.178,6845265.849,1063986.266,380112.7416,35468.4999,304080.3919,5998,245.1861854,5.183082765
"4983",32032.81555,199097.149,82768.06572,110012.9001,293813.4354,317801.3411,200932.0089,336084.4251,252416.8309,327070.8388,304594.0482,474768.417,130828.2155,320278.2215,1310860.998,232022.9207,343017.3328,497018.2111,602780.2969,677180.7195,411744.3324,326754.396,1319129.66,2635.932996,152541.5795,408447.2819,115587.4885,169770.9107,524243.6873,613060.0701,550506.4485,552075.4115,481631.5554,571938.1884,448136.6278,992396.6418,582679.5855,378829.5285,328683.1487,842476.6302,815692.062,519483.1068,594014.9965,1075787.543,989358.1764,362638.7896,1341151.682,70228.03006,554748.416,730258.9457,210839.1019,716506.8454,630279.0989,583603.1316,542146.5649,1044433.289,1262192.592,2435961.166,938654.0767,1264144.459,1098359.778,4184326.854,1165256.461,2426708.785,1998043.462,1054506.512,1527107.53,1140256.435,3586321.198,2807898.012,2687684.764,1362.609077,1832.949917,85868.65181,2921.400362,6306,205.0974247,7.415956265
"5150",358443.3109,1169964.475,896054.886,753111.8841,874081.4183,2000330.462,1271815.107,1038824.363,947810.28,1791774.44,1440229.021,1097061.949,577011.0317,227465.8436,2096946.228,630435.1221,1196424.35,3666261.566,2973558.389,1847127.132,842367.3833,2512030.879,2747052.601,55302.39341,384362.4584,176737.5759,62009.27071,230620.483,1116787.249,1009902.902,491868.8492,886492.1682,1039458.525,1160979.087,1378405.697,858582.0591,1653556.442,1059663.427,304624.4408,105669.3315,1836597.672,1888951.993,1791916.498,752459.73,1460607.215,2056733.786,391345.606,391930.9772,1164344.034,956117.4494,405625.9728,1936278.525,1695459.162,1990807.116,3262673.564,4202376.107,4779770.502,3283550.631,1872501.437,3482735.825,2840900.299,3503109.753,2106489.145,4111108.921,4599395.045,4520985.187,1970900.403,20276042.45,6019240.533,5902960.881,2615545.202,20124.66365,15196.73324,17527.53104,30313.71383,6580,126.0663818,2.294880179
"5209",425840.1078,514214.4211,1051398.254,756902.5202,1088304.608,2095653.576,2941521.143,1907186.645,1581387.129,3621633.824,4458163.408,4409742.421,1051602.941,5099916.982,4559389.211,2168046.662,4212096.112,7668928.776,6419087.344,4720322.647,3239712.078,6228906.127,7776145.431,64794.80371,280397.5722,292999.0371,121842.4877,150095.7968,643195.0958,853579.7016,576593.989,398341.4884,851466.4973,972161.8264,806676.6155,610124.9254,1223255.963,1489921.379,297131.3286,535435.1532,1308949.092,1978362.022,2366753.065,731232.7337,2896574.105,2971166.512,1275601.541,349394.6461,1075012.98,1255823.386,623800.6046,1152838.657,5115332.234,5013871.432,8535797.52,2551352.519,6877866.511,13677393.12,4293977.841,2960542.772,7067840.952,16173557.26,2624319.655,2585517.095,5578648.26,11976061.64,4793719.897,2445438.816,7222298.548,16196333.72,3685500.262,1611.770956,2016.326671,1915.824638,974.1106974,6686,295.1657441,6.086179084
"5224",30252595.85,67830882.76,45872014.17,51798041.11,73572740.71,94404261.21,77524844.83,84906130.65,86557766.66,583537.4072,86803228.69,103462457.8,644620.8449,101091538,124091049.4,58475040.69,223467583.4,130354485.3,109567423,176637762.6,75574262.4,100603380,125637072,4740.519765,174350.1249,152801.6482,46698.85815,688773.8898,2764317.994,1816054.756,527436.6892,6038120.862,4793105.715,3137461.074,4978221.209,11915442.84,10160865.87,4775407.395,1856303.572,15945376.09,16955146.95,19320633.34,11265978.98,14605009.34,35739711.53,14265547.42,14426584.75,2884.380565,61734.46291,7547.939219,60951.48175,13144.91636,15898.44689,4233.005093,30952.64424,71652.54524,63491.14163,38982.59279,16782.30386,108463.3466,43294.26296,49166.47187,46204.9255,84858.46424,64529.84219,16121.10094,85509.67887,382058.0756,50693.31321,21414.98537,121335.3854,2497.672715,46116.53867,4214.787554,1918.202052,6711,184.0605613,1.286819098
"5320",45424.19071,21822.41532,229824.2539,131014.9952,811883.1291,776673.2769,56960.48987,26182.89857,903635.4589,417562.9735,196204.7027,32085.43635,610407.4627,235951.7765,1558915.786,55084.94985,32024.71386,786595.7164,3137421.808,28471.60821,517788.3067,328936.4127,1135102.807,1137514.285,364409.2899,1971508.163,33159.35249,4722614.097,3263567.632,6712654.431,1020238.325,3344653.579,3646029.306,8635079.978,2662824.838,3319000.876,4323296.407,3292423.076,540722.9144,6037183.5,3577979.428,9047441.714,3548013.683,3290006.226,3955439.246,1114485.546,3195900.639,37280.82783,21272.74555,18329.35474,38358.76403,21508.70663,9158.548955,19176.153,31729.44682,19930.86623,205351.4312,350315.8733,14161.99964,17101.39165,23256.85145,24084.5551,32680.67841,43216.79742,56577.47145,902619.4056,51813.11985,30103.33239,176125.488,540728.2199,12465.14362,11341.96686,7850.24794,13005.00939,34579.56049,6857,181.0605869,11.13903564
"5363",2037337.976,3142654.804,6276739.899,7725505.754,3840348.509,7507970.354,12261387.87,6809563.783,4310814.125,6158354.962,9999929.518,11029404.72,2993382.016,5543139.051,12585145,3569594.483,5793744.14,5737559.457,24404089.31,10421906.58,4838816.553,7784538.246,15944262.75,90896.72785,335364.0115,471070.6674,255129.3233,302437.5595,405140.911,3300327.507,580997.5045,1163290.455,764232.5728,819262.8509,5056876.249,6281868.48,2549992.367,2353897.386,2346149.013,12463958.29,5096343.246,27977462.48,28881839.71,20983054.4,12075120.68,12035180.39,38143914.6,954283.8512,1843910.314,2424064.031,984614.8607,1803204.801,2479217.232,3856295.611,8343681.087,3378324.988,3817966.077,4679224.927,3215687.322,2083096.153,4190089.144,4763231.011,2606633.683,3952680.08,5592344.149,5507926.557,4250593.405,2938273.191,4615346.782,4535543.889,2666810.849,76917.47933,76912.34479,79007.62323,35227.76151,6933,152.0568155,6.366540498
"5381",3425805.611,330044.9019,215909.0078,686453.9557,2830699.727,1142875.885,726823.3449,18909901.51,1351884.097,856973.8486,933886.4351,1265323.418,813750.1143,830784.5728,1670019.836,13824729.02,9754475.749,1667067.048,4940717.505,5867770.491,3227545.755,1907621.446,2828592.366,928696.9523,299258.8923,171185.8984,6251902.279,928972.8982,458097.156,4341408.034,27027544.1,8131657.128,2866681.223,5255282.215,5972597.465,3552951.634,4194503.821,2343445.273,10774814.96,2072581.539,3839251.847,979080.443,6000871.451,318496.3286,2590679.561,2987396.795,33780433.71,188526.9834,41000.93435,17725.14498,482717.9736,73087.36638,430144.5769,90767.78031,176412.82,2451359.673,909367.4712,2183161.78,1904337.175,2327298.839,778340.4213,901186.6374,1405232.336,3068971.751,169659.9014,730008.295,2837271.41,983796.3391,1486506.519,3560728.596,1887470.719,23914.96824,3521.954701,15025.21216,222617.5959,6968,289.1398529,6.906168694
"5881",73349.71109,170683.0158,6276739.899,7753628.335,3840348.509,123510.7536,12383094.2,6809563.783,122655.2002,261179.9604,9999929.518,101604.7072,2993382.016,142855.8916,12585145,3569594.483,5884691.988,222949.1952,24404089.31,10430603.72,4861495.999,7784538.246,15944262.75,24502.86464,348352.2518,437862.6852,49313.75889,124698.9259,1226201.42,736566.6697,626069.6256,1477658.693,3326318.443,1895381.085,2401446.073,3319128.395,6307311.956,2742006.155,2396730.072,3617988.229,10332911.77,9956486.609,5767972.359,21087525.89,21442969.73,1904470.39,4915840.995,112761.6181,443735.1346,541248.6339,171459.8378,203631.327,315697.5091,162593.8594,8343681.087,279497.1226,505295.7775,440989.1015,201936.8212,203015.7958,432069.9913,568482.468,2606633.683,234286.2248,136420.6509,5184887.297,4250593.405,304770.3279,287915.5409,4535543.889,2611553.793,6555.966699,42426.10503,79007.62323,35227.76151,7862,152.0568091,7.076698351
"6219",11101.36437,400139.5662,16334.46199,168077.0886,9137.315901,389626.1793,79347.41873,11647.82068,12267.14659,36619.8737,42135.2867,26630.85402,5135.332165,25544.17087,228859.9095,23495.69511,24097.64974,665000.784,340616.5904,354157.6047,6969.074741,394190.1847,24589.10402,2376.462463,260465.2684,70622.09152,4503.448584,2525.65588,141891.3908,157421.6362,0,0,56418.49036,32995.31359,333904.181,0,68152.02877,7751.795134,0,0,9541.362216,4984.396421,218701.4893,0,109035.249,57886.4368,0,39994.49238,1080187.732,489327.8956,229724.2137,308840.8417,1116941.178,713555.1567,1593098.307,403139.1834,3184583.532,995455.3288,1768832.792,374017.4917,2391132.061,1565387.78,1628666.692,596560.6869,3940521.689,2133703.996,1781532.436,250160.9196,3895625.023,1250350.106,1244712.997,0,0,0,0,8461,118.0323768,1.121814518
"6229",1201951.741,700769.906,648530.7656,661549.5833,2861585.552,800320.9071,7950284.986,3542442.312,4758471.63,1798091.874,12698514.53,9943775.392,2722103.528,2711356.81,6388066.208,2450975.833,4030023.421,2517510.254,31069625.79,4470953.535,2390970.74,2917485.487,29507217.53,167339.013,185526.0068,1571646.685,3548292.462,1458192.597,542521.2463,1544992.19,2636208.975,2490149.797,393082.3635,2387343.075,4867525.301,2772679.356,1243389.093,1433526.375,2221481.672,3045099.079,881932.5818,2765624.196,6059047.196,1180878.257,462528.7431,1564488.056,5526679.565,116811.7961,221222.0118,317252.9062,3663245.374,2091864.978,89829.80794,1405772.038,2297996.151,2485768.479,141917.4937,434059.8766,74538.29248,2370559.129,288715.0083,1573539.693,1969187.235,2653691.184,122740.2684,695614.0105,1327693.675,955219.3585,318425.2725,562202.3017,1912596.472,17297.73156,26755.56936,67044.25294,26681.99849,8478,242.1388575,1.301320609
"6237",530539.1145,419506.4741,886138.5206,139838.211,193643.0022,704248.0971,210351.7583,860922.6151,192472.0915,716909.468,209929.0109,1989175.06,131345.6963,60962.24921,66088.8112,419922.0037,245961.1656,53982.89774,550218.1627,107659.1694,342229.2791,158887.1059,540999.2686,291953.4317,193325.1637,43750.85398,328346.1427,650421.3816,354410.483,217835.2264,631483.9765,484969.5332,1455074.939,994276.8582,15858191.78,179209.2591,5034089.751,298216.2964,357708.6501,312825.2873,9616658.649,2771550.132,3625494.245,7327448.726,6692023.432,6645309.191,3542165.31,682268.2383,26440.94697,46266.14469,940072.5455,5095036.006,16568.73023,33682.70127,841301.3827,979597.4133,62221.49821,29630.67485,536287.1469,2557065.203,39835.00335,80499.62877,99096213.65,7121095.564,45522.14778,77539.9155,581872.2829,10305862.76,48193.97731,142561.7072,1564006.651,848066.101,75341.34615,57889.5612,453863.1697,8492,215.1391573,1.887655433
"6254",10833.40243,51462.37743,246628.9005,193353.3812,22105.14302,239302.6241,405632.7695,131896.7101,62391.43387,366311.1403,715842.0714,157297.2033,31923.28901,466155.2443,852784.6971,140101.5876,349586.9868,762471.1721,1016075.389,70922.55118,150434.3731,959390.5949,1412002.706,20712.12708,145706.3131,292762.6909,70119.63256,81059.34258,1516209.599,2604306.953,897092.8389,61263.11666,2230282.271,3024720.203,4884477.797,331330.4778,3186748.9,4364761.371,417958.8774,366861.3872,4126403.415,7745551.017,6372386.89,503618.8799,3429011.283,8287924.115,1506535.015,12530.79381,567150.958,429525.1588,56614.66934,176118.7653,1672883.04,831828.6363,2386931.75,403391.4024,1904376.981,3276663.658,778190.0747,415148.3114,2134124.066,4432499.003,543108.1748,531764.0886,1652885.399,3751357.067,830331.2288,486955.0051,2190203.245,3464579.34,503836.2344,0,0,0,0,8525,352.1663878,5.223589317
"6372",57000.6101,135292.5752,180748.8668,207491.5765,20002.05373,410983.5319,255255.5471,15748.96869,53511.50375,533321.7624,424953.3652,199046.8186,18183.06549,617864.4653,987290.9968,115335.5674,23222.40138,647408.1566,819566.6447,54855.73809,26678.66,486278.098,1210567.825,12018.24879,83598.53349,675879.8718,133669.1698,110799.4017,5154720.609,9565448.253,1826307.965,49051.48386,7328649.089,5840294.158,7572406.026,103149.0769,8477406.839,9480595.037,684334.5991,456725.9506,13384982.55,8940734.948,10648552.67,972182.6771,24310656.4,107231.2726,2067002.314,8001.902291,488690.0925,229923.0094,17723.01293,188037.0564,593608.0821,699500.8659,1094933.541,409841.5003,585817.0893,2556644.251,184365.4899,106424.6258,1884838.243,3530895.085,65595.73346,137182.1081,2708092.24,1928568.983,595274.2753,107566.0556,218221.7334,3221863.758,41479.4504,0,2039.317768,0,0,8744,302.1504682,7.790177432
"6382",559091.8206,617455.1668,397339.1782,244568.9503,2693068.87,3432968.053,2008241.853,660694.1241,3778112.542,1604349.585,2055670.181,2052894.832,2787528.507,2151751.206,5632936.021,714007.9974,7486465.762,4762291.197,11006005.45,4075567.897,3445046.584,4327908.035,5967919.327,422349.1694,175687.8168,438241.9754,41288.3011,185272.3289,91933.84233,43957.41158,139382.8288,482152.6209,187962.9582,81506.23409,168465.0316,481978.0829,124433.8707,325417.6396,103606.9661,85169.76678,321093.9633,411127.112,448424.8854,135660.1778,223220.7202,342906.1874,115925.3594,366350.064,312869.5935,381793.4644,204056.9541,778725.4149,214674.0857,523654.5735,684628.6012,741854.6795,609143.004,381332.9643,250025.3501,1132224.421,491929.7831,681264.0872,458216.907,1248842.567,448808.0538,552949.781,126039.4587,1189346.518,896795.9109,1053223.27,594467.7368,278410.8931,271828.811,297766.2018,221959.9101,8759,232.1407711,16.71281696
"6530",0,10018.46142,0,0,0,0,0,3773.491478,0,0,0,0,0,0,0,0,0,4681.928365,8609.636692,0,0,4716.503557,0,18886.4425,135477.4462,209889.1126,131628.8601,411950.6033,2188386.909,1654855.617,2274211.975,1501944.247,3388712.917,3173732.088,8725125.183,3362085.601,272805.2693,5272264.179,1853454.508,4380532.955,527388.5316,55440405.17,15900121.14,4666145.596,11423385.44,7896460.813,11902510.82,24489.73446,212717.6741,160096.2337,62861.02513,850302.5278,3170057.171,2457631.116,3677694.525,2865723.788,8204210.034,8867919.522,6754347.067,2926418.793,9772336.32,13004014.93,6631778.859,5064283.231,144403599.7,15454845.82,9284298.374,6781735.642,18822935.6,17237048.08,11954389.15,0,0,35722.50256,3239.178619,9047,716.5234026,4.968090884
"6542",194394.7818,293809.6129,795155.343,676113.3751,233386.8425,560991.3368,1103202.814,752847.8143,243714.7108,928683.5527,1569186.76,1891462.793,168094.4542,1105289.171,1739859.669,861476.9445,753351.7859,2522062.64,2720070.155,2077636.365,515035.3023,2417087.799,3303560.894,19579.09605,166250.2916,290857.2531,42781.64513,18865.92055,1437560.446,2442342.005,1195369.029,244743.8926,2154763.008,2536434.602,3439098.812,511784.0478,3021791.176,3630813.948,564611.8787,535086.8055,4084616.758,4801753.122,5670620.774,744775.7824,7359915.482,8884041.789,2930990.395,285817.9587,115719.419,1633646.765,218707.8498,338406.8094,7491618.791,698268.5101,10468357.32,257509.0528,888585.1338,1612806.329,3731471.8,281444.857,981841.5004,2408514.78,262591.1277,381186.0522,858700.6177,2082034.103,754827.8101,449100.6351,1223855.897,2270004.319,545926.1698,0,0,1198.739645,876.1419034,9076,318.1818692,5.804763272
"6698",2279896.837,235752.4864,678469.6034,4425882.51,2104663.511,197111.7928,8285180.872,410230.0396,5493914.418,164972.3318,8643748.16,1840387.802,1077940.851,110498.4244,16876697.06,2972033.393,2594333.925,267948.9467,14628584.68,6870965.804,591689.1454,337847.0116,26713422.69,227223.1082,280081.371,453985.5404,634167.2161,90578.7343,825424.9553,1897770.246,718308.7639,186074.3214,155341.7667,1523742.862,1388219.948,106474.4724,153186.055,1229478.725,139718.2489,217228.0509,221826.2964,1008947.004,645543.4019,354388.3937,116784.4857,1007047.89,51254.34921,627152.8048,187886.8794,829552.7366,180429.3881,1227070.951,43524.13019,351932.6937,49030.60114,214804.7869,42925.58786,966403.1566,241102.2913,222315.2759,284648.6011,1302008.84,78038.96718,139338.0417,39607.49085,540972.2462,72950.2267,96213.8349,68440.32247,304978.1804,164839.0929,19231.6002,8588.496716,42715.54389,56197.29465,9386,224.200905,1.243281054
"6706",80923.67162,117201.2829,204633.2222,120210.7842,209899.3045,40661.34791,149752.3632,212387.2177,478005.6188,451867.219,218991.5934,1603760.384,285605.0629,585481.125,935731.6003,161576.3983,1227122.625,486606.4988,1290465.007,614096.9065,294021.3547,653689.4581,1216637.585,478850.6271,155014.05,1157491.094,832120.6155,175797.1835,3634284.961,3509215.96,2079302.439,598727.6662,3666939.394,3621007.693,4674863.169,921347.056,4869561.86,3259621.44,991174.0269,2383905.309,5605258.842,4375597.7,4391904.669,1862613.032,7368316.759,4475880.469,3670843.55,84128.39516,341487.9778,305824.6327,28507.76527,565446.908,1497198.403,1539073.169,2169238.442,2431255.157,633335.6405,3609135.492,1919607.355,562217.283,3242014.856,4326497.503,1917479.495,755166.8354,3526207.842,703730.4083,1895232.447,2620218.185,997407.2547,5823256.41,2849104.58,5905.995302,7714.925567,5505.421873,62623.21063,9397,220.1192157,1.470202387
"6872",885950.9489,344726.1166,623360.7387,1196921.926,1373198.168,319460.8579,1384705.737,2511886.866,753564.5508,206398.3099,616830.9358,3360769.774,631972.1557,266419.8981,1127240.232,1472470.336,525333.3402,104941.3854,2340167.579,3078389.489,477246.3793,175821.3406,1293301.874,39249.2485,219229.877,3586131.889,2123337.551,2492056.98,11882113.61,22350344.4,5966227.852,1984036.604,14979848.06,27682054.58,3498462.685,7070418.136,26541548.32,23253133.08,5136442.803,5380384.472,30860091.18,42045300.53,2706117.125,883428.0063,4547498.387,31776326.23,25114884.66,13648871.24,33715640.65,44805464.21,3472762.094,30515327.23,85311484.69,79186571.98,2941114.261,67560424.98,117537411.1,149471543.4,92411049.51,63923430.22,113925363.2,137162493.4,10616516.33,94087470.75,501472.5099,142822799.1,65293176.12,92654422.7,128160972.7,164552787.3,83690888.21,9099.477852,97536.28818,50216.06965,84350.78422,9739,215.1392156,5.288462577
"6989",2228479.305,7275275.92,5147455.441,6477030.838,8841301.494,30965488.79,19628414.68,2766628.16,13629094.63,28788249.06,26321756.4,855056.4224,7866185.735,30526129.81,52380697.56,8468876.134,10382836.03,71709880.05,108070486.7,26021856.08,20567490.17,55496058.19,70092728.5,6444.171501,271976.3033,230313.021,9317.182485,286571.934,976432.8932,996234.393,490976.0936,1339751.765,1392100.284,1308027.1,2767789.928,2677787.688,3237640.663,2193978.557,489280.2547,3082016.763,3979610.863,2048616.41,4710700.199,3833004.865,8383420.666,3806114.136,1452090.155,209668.4731,1230244.834,951350.8531,14282.05772,2443814.001,4154500.688,4566601.036,4924928.204,5560457.215,10698869.57,8549583.325,1798158.222,5667295.488,8644077.539,9344001.062,714095.0183,7766035.535,13884935.07,18201487.25,4219122.556,8357823.417,18948800.03,17792145.48,485077.4315,2345.149685,49986.85688,11329.44781,2554.863249,9995,246.1565602,15.82358174
