"1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4","ExControl-ExControl_2","ExControl-ExControl_3","ExControl-ExControl_4","ID","MZ","RT"
41806262.34,6594267.67,30850651.33,34542004,6800385.74,25165214.48,37577639,5062581.439,22193806.92,49327051.31,10778292.2,28887399.43,78598317.38,11720678.85,22984362.57,23919468.15,10967189.54,38670997.53,26012301.11,18699737.45,24491955.24,25591889.42,18412784,173404578.2,27937472.58,8502156.704,22540532.54,209990785.2,25602715.19,10600367.51,19764281.28,18661305.73,8286169.313,14112384.4,66640610.33,4360717.401,10871759.44,24868074.12,33441406.81,35336307.06,13991725.9,20614205.16,78945361.15,15588636.08,21531959.86,31778616.44,47791538.84,19916745.18,18507732.59,5245751.401,17344854.62,29270773.17,16510290.13,11997326.76,107098256.6,30470157.66,25269795.44,11,355.1577148,7.824898186
56902038.57,95173095.14,376967915.8,56779376.75,164165010.7,349448541.9,63068168.63,79162092.29,218793671.2,69619906.83,71747040.42,99277139.16,49730860.76,171118936,268831684.9,68096412.73,132083638,60957448.83,106534348.2,315707441.4,115760924.8,68736119.5,212342976,157254094.2,113870468,71342668.28,202935170.2,160710949.1,119397464.2,86956776.12,103187498.6,102954304.8,64113814.02,162740893.6,38200237,66181619.4,190946634.3,63069278.24,93930083.41,90418118.63,77366262.46,138497569.4,53747925.44,66454111.97,223376216.6,96810441.35,84478664.99,200034346.2,45554173.61,88453563.49,285336210.8,63945455.49,88029368.83,113515555.5,18243461.95,180225349.6,76856305.46,12,199.8046174,10.45474502
24330980.97,4083084.975,28363491.38,24537155.04,3493001.029,23700689.2,22726778.53,2819118.198,23128561.58,25493724,5622187.071,30777830.28,39440584.66,6134953.734,24708153.87,15758150.45,5993026.165,23954633.55,10087817.26,20016602.54,16583937.14,10429716.53,22668643.54,89787525.29,15998866.94,3260460.953,20667008.46,121680155.6,14527957.69,4151794.997,22464439.94,9893371.848,2540300.717,17470737.02,36319140.17,2202475.455,13349989,10946833.67,17276355.07,20158910.82,5553648.069,20033494.54,44474344.94,5837892.798,22615828.48,16760926.4,21547476.81,18461952.51,6602090.064,2305430.546,18079910.48,16372729.4,5851403.088,11618370.91,48824686.22,16243227.54,30101523.32,13,383.1888919,8.277960564
26760454.21,14705199.1,30303471.55,26300820.06,9871426.951,27477485.05,28315890.21,7435373.876,27903879.34,28220071.28,19721367.76,27932246.02,29161274.62,21743756.62,27760284.43,27458403.84,26148365.3,28938474.77,17315705.19,26165871.04,29661066.11,14992596.4,31196195.47,41638160.18,27033280.39,4832617.645,29973460.33,48934358.04,21757148.45,6712817.33,27827572.52,15103539.15,3470470.623,25530608.11,27266684.01,3252981.915,19579165.16,20539106.01,26849226.33,28885876.19,8278626.41,29560735.18,29995878.69,10366453.73,27516055.14,26846874.44,24101806.01,27238462.47,12939462.69,4191446.719,28964389.68,29856007.24,12027157.87,18505543.28,31392825.7,26548818.04,27293479.14,14,227.9662129,4.707663195
26282729.88,14434030.33,29821850.84,26256466.72,9960466.038,27416761.19,28062002.69,7356379.209,27151548.2,27860236.28,19356169.7,27714612.57,29473551.59,21509306.79,27626385.01,27224131.03,26356662.21,29233584.24,17140817.97,26584173.94,29377129.4,14472912.54,31385293.19,41702194.49,26382339.76,4820008.625,29572679.01,48895205.46,21738740.46,6691400.272,28189310.84,15340971.87,3482601.965,25386510.74,27067134.58,3135289.554,19600173.45,20635612.14,26173696.02,29084981.32,7957456.852,29422468.89,29891031.81,10146825.6,27252567.01,26688441.76,23896651.72,27447019.87,12730024.35,4163967.596,28803917.27,29294678.71,12037714.3,18178237.9,30654454.87,26208004.82,27148385.27,15,229.9640317,4.707601216
28166212.73,11602859,31224789.55,24477294.21,5617814.441,27940676.73,28841500.38,2242093.771,17464005.22,25939889.14,11893438.26,12361374.76,25174091.46,17344278.84,18688901.96,12663864.39,14684908,23366917.46,13613347.07,18937966.96,16622750.32,4658369.046,25226312.85,8270522.777,10612690.75,248914.2635,10695149.53,5192092.198,4775157.43,3702623.007,5467741.05,935095.4887,33348.34258,1700575.22,347368.5925,24443.94903,982667.3263,13730140.09,23016248.5,20104376.06,3627640.072,20194738.42,18329997.61,2980702.704,20275731.89,13414388.09,16324678.68,10766298.68,28396918.16,837303.8041,12574899.45,17300038.42,4591072.769,3367207.168,0,1121.081527,0,16,213.0167777,0.334892409
35414050.02,13863741.71,19040344.73,31081448.4,9612852.502,22595593.71,36122508.18,6428535.927,14791306.54,29840408.53,19112448.06,11797553.59,31114701.33,20691420.55,15858392.32,19857218.03,20821109.13,33640193.58,18471667.44,13170983.15,21555148.29,9020439.919,17249789.33,6933594.731,13969041.91,2133403.071,8669351.887,4570047.54,7740284.42,4198352.798,4904801.362,2917369.968,151177.7455,3305017.188,2547279.148,385194.038,2161336.896,17859450.74,25610295,24530244.35,7169732.988,14062826.16,26528443.52,6525562.038,15649109.35,20881505.3,22280957.49,11318970.32,3898879.24,2745607.376,10260966.82,21577250.3,9295793.658,7841526.187,67184.48193,33832.56071,52720.00523,17,179.0557022,0.340415073
8269.962344,3682.032319,0,7122.854323,2290.694306,0,1664.494275,1053.748683,1503.550484,0,2081.611461,39100.56409,16008.18438,6552.158092,17203.19229,1535.675706,4761.778589,16412724.11,13161557.49,17988260.09,77225765.51,39372566.69,143973418.7,27702635.54,76767995.67,15056503.16,130323274.3,52542794.79,90302228.99,26351575.73,150957408.4,63500851.23,28419737.65,167590699.1,240795453.6,15977813.98,137787984.7,0,6024.776844,41084.60116,6066.215219,14638.83983,40920.8142,0,12648.21368,50840.04895,2691.970221,0,1110.426684,18995.41214,25163.46694,88576.89889,5170.322204,28365.52883,0,669.9143525,297763.6579,18,503.2140965,2.982384036
17783590.25,11719956.94,28173103.38,16176925.48,7933588.833,23796494.87,13601101.38,5377838.666,21736763.3,15152793.96,11196514.75,20495884.23,12731313.81,13930767.32,26717880.38,12954189.39,15062816.31,18371575.74,14407179.15,21937536.86,13068546.57,5340074.828,21702618.02,26206754.46,11834830.83,2051458.164,19224756.3,38260409.76,11396183.97,4190683.241,21369414.63,9159866.148,1932981.71,18704198.46,13225022.14,1462913.704,13946848.85,12665138.72,17542464.85,14918045.82,4510907.109,20006322.27,15165401.79,4169396.4,19253624.42,16165039.39,10387069.54,15394679.39,6579024.103,4065747.666,17825981.85,13827558.85,4259927.321,11625316.71,12489394.58,12898547.77,13527226.37,19,249.1526367,5.855970765
24814.2833,6586.419195,2185.711655,9302.51152,3356.657908,0,1388.611913,842.7962649,0,0,4863.919981,31603.64094,19431.63758,3276.467222,10683.77311,2166.098417,8321.608554,13201383.22,9993091.19,12363612.62,43737562.99,27819359.61,58872259.58,18364400.25,49343262.3,13816352.77,61046192.27,35597754.31,51705725.67,22645870.73,68623214.24,43227402.36,21827695.59,68723803.52,86068690.23,15559915.94,58644174.24,0,5488.9482,14435.87431,4257.158571,5222.235667,23222.03309,0,2735.24335,24380.85009,2151.245045,0,0,17785.34781,13790.75189,29906.51668,0,6757.607996,0,0,287376.0219,20,509.2006343,3.026675328
8208723.71,3832348.713,6164670.442,6691424.969,3148308.449,5793894.063,7871513.824,2086966.162,4842011.482,9436060.718,4220490.383,3693702.215,5660814.204,3653551.398,3957308.892,5446654.455,4605613.838,11449271.34,7765511.386,8734236.105,10605387.36,5527883.797,7995302.058,14554530.34,15281036.82,2255796.031,7623497.318,14639332.14,10879882.9,3733887.35,7592810.71,8005799.473,1654333.356,12664700.31,12100066.55,1313520.803,6026536.484,6912945.319,4251320.042,7344422.345,1029388.208,2381607.17,5349354.247,1191134.842,2267035.189,5037841.485,2677777.461,2056431.248,1777405.471,845598.7926,1814942.043,3866158.193,896756.0376,1159588.025,1113557.065,2447860.147,1275355.007,21,242.1758206,4.352130363
12131398.68,6568003.196,15395758.93,12412029.39,3909285.133,10222928.25,12468729.51,2358167.499,10740884.76,14668948.5,6724765.763,11520736.45,16994418.62,7648471.205,12591180.4,12923186.77,9139914.59,10776904.51,6924265.693,8616376.983,5721484.998,5607695.751,9923758.742,16965353.6,5339113.407,1498912.494,9549131.74,22156120.02,11143831.02,2630433.853,8604614.25,7580047.63,1393406.454,7647069.444,12866596.4,949505.4043,5901837.194,9507289.852,9251451.827,12748251.39,3073203.236,7636985.883,13878817.49,3486213.559,9405147.675,11102560.69,11138306.38,7546150.639,4762851.069,1598042.303,7899656.139,9996076.78,5360386.491,4731548.813,7322527.059,8243872.769,7075967.571,23,431.1833161,5.468981637
1001534.086,757752.4318,1095032.253,3425575.096,2802442.411,4543692.526,7386561.557,2319997.288,6793928.589,9244803.568,3706470.798,8525933.705,10703216.69,8651827.646,6005886.456,11569352.91,10210879.84,10424494.01,10336936.05,9355958.037,26123142.34,7600677.293,28499917.89,36058573.17,32209422.76,3217034.486,34894616.83,32246651.67,29699248.87,9171846.675,21352226.8,20412908.99,3827221.113,41640618.7,32477816.02,1192484.632,36568944.53,1215674.868,1339670.596,268567.8469,740252.5031,3734621.695,1007757.801,1414160.127,4494420.422,2114320.892,4644034.39,4166404.881,712743.1243,748954.0393,6858027.709,2537927.766,3131055.544,4059816.311,2386.617129,0,137072.6291,24,299.131743,4.512604632
8824818.923,3560525.918,11329821.05,8469041.469,2299881.578,9205746.281,8848344.889,1604767.475,8854248.975,9126807.135,4537793.923,10783264.55,12704614.98,5813171.44,11221964.65,9011436.192,5747144.487,8659553.666,4231204.638,6023021.574,7338895.273,3315672.599,7032254.65,23408090.4,6854318.788,1145532.642,7425374.656,26501500.94,6347294.823,1723641.059,6278198.948,5260635.396,753544.6868,5404698.258,9219622.648,506092.212,3820413.947,6483817.036,4790487.14,7830650.347,1862889.824,6076003.454,10246459.94,2130885.145,6565244.127,8147442.824,9561192.967,5606224.551,3324082.446,1555200.643,6501896.092,7068724.683,4087471.687,3628996.725,8886267.047,9369287.036,9673992.316,25,681.295792,7.65202113
10050930.18,5331314.526,23836459.44,10139324.93,3856384.108,20372511.56,13043962.99,2057388.394,18571307.67,14454891.7,6473152.177,16639764.86,10237023.46,8261895.115,20299258.47,11474009.86,9006229.702,10055391.58,13436182.38,17694376.34,11460520.73,9701980.263,15400454.75,42771909.03,12681849.23,2799697.781,19520971.64,45996325.49,12078634.84,5030770.841,14311989.69,8030576.443,2626297.484,16614304.73,5690252.044,1761780.803,13015177.75,9482204.191,17443450.98,15094895.36,5494844.305,18461286.8,13221923.02,6174779.645,17045758.03,11871392.92,16505485.63,17007529.72,4460298.188,2903881.341,14758988.87,10760232.54,8617409.524,12016687.69,0,12020482.65,17075166.51,26,416.0739168,7.823465029
9019704.863,4947829.533,21791447.69,9322867.846,3513150.161,18917339.36,12055709.34,1835151.236,16754461.49,13335434.61,5933539.759,14882323.32,9313072.63,7435887.063,18510448.33,10481055.68,8147656.209,9199901.855,12274289.12,16020192,10447075.23,8671262.655,14004700.26,39059118.04,11453765.84,2480411.388,17629181.23,41920010.88,10861144.03,4544663.457,12939543.33,7271707.848,2350990.462,14839520.44,5082716.328,1605884.082,11692481.07,8716959.367,15748387.72,13831608.55,4965417.536,16794894.42,12098588.61,5506763.471,15780442.82,10714746,15019937.81,15714472.08,4059485.453,2641353.585,13423891.99,9739944.677,7829568.735,10824842.43,0,10814618.07,15331511.27,27,418.0707901,7.823419213
7405381.823,4383553.378,10278966.99,829096.043,4107148.444,7194472.162,471191.1321,2880010.465,9100604.274,737152.1005,3423691.32,6870283.365,523223.4506,7906424.422,11099510.3,512863.812,4212108.542,13874359.72,6846173.933,9141845.85,517581.5446,210214.0302,11023565.07,683218.6265,604145.3609,70062.90244,5745926.968,1596396.045,553537.3303,293265.4562,6669458.867,645024.4975,49036.25499,4221938.541,753824.6304,64203.44347,4251177.064,5521726.629,7723377.027,838179.4173,299167.84,9946625.922,839803.0784,169721.0854,7254009.042,860254.0835,390204.5323,7000202.009,350159.7299,2470776.145,7796232.594,849085.7499,166579.8898,4093748.754,25791.52799,26194.16179,47995.64593,28,273.0975783,3.353579733
2662.838288,1705.599748,0,1824.534538,891.8669016,0,0,836.7667099,0,0,903.363476,4344.94916,5539.36802,0,1936.772623,0,3211.086699,8383763.371,7274792.187,6038734.039,24455990.6,23320851.04,24072534.36,9762908.293,25185447.68,15851083.56,24370156.15,13194813.88,27590337.57,20770503.17,27410878.03,29770231.02,23413763.18,37966297.53,39993805.23,16920826.47,25742556.66,0,0,6079.394806,1778.052773,0,4635.898153,0,0,11106.60556,1729.456206,0,0,2204.361165,1577.856344,8714.088017,0,3886.294713,0,706.7771332,199820.4903,29,540.1304403,3.022431222
34647088.37,43323143.53,17037970.03,3400593.892,928315.3312,3608875.574,3464516.997,447517.0989,3407326.439,3664567.877,1747572.695,3748082.246,4910232.674,1775891.391,4830946.298,3930478.173,2331454.721,8587043.628,12687141.55,4733081.866,3830370.44,2340679.535,2385008.435,7570812.003,3649891.117,353182.6384,2554664.501,9612106.239,3134279.907,516664.2147,1992998.18,2864585.474,206021.6914,2084310.295,3830571.699,166324.3925,1575337.859,4808385.209,8130409.24,4440504.735,653369.2477,1770336.265,3960841.768,677794.1113,2397150.769,3233910.212,3295629.191,1803859.85,1405488.971,524886.0382,1618339.976,2854718.575,1729078.387,1248955.481,2908717.038,3299793.678,2634988.959,30,449.1494574,5.226022668
15654.59901,0,1726.415959,1637.956836,26425.84826,4519.532085,0,10616.14728,5304.587163,0,7437.042731,6857.533812,8507.400854,57128.91088,4570.491021,3610.689964,2120.690452,8557974.898,5294792.912,10955875.11,23485299.72,14786658.67,30867221.42,19136867.71,21309873.8,4063657.733,29959646.21,26237620.4,19124244.78,6838048.365,28831642.32,10068687.3,4022803.982,24990078.24,22138538.19,2714303.316,18330095.74,1197.38302,27086.45486,20525.45379,6146.7599,2040.534784,18924.28301,1149.60947,2163.585051,27228.45534,2986.733976,0,0,30551.59561,5359.356107,21158.4278,1767.851736,10776.77956,0,2951.296903,114159.63,31,859.5180756,5.331808579
12301099.27,22573729.91,48579204.71,12952590.39,29490724.3,24525584.87,15041058.53,15067041.37,47491454.02,16513483.95,24291541.76,35176781.34,10745186.42,32416725.29,58322183.84,18389932.3,14667763.71,13148146.84,18942568.55,94505127.1,21493603.57,14109368.62,32496673.17,20175757.27,19724218.74,13732795.3,43644998.64,23039245.95,25641168.06,17709727.33,21621877.15,19253012.81,16114965.46,37757705.94,8241337.933,18615093.89,47961085.26,15130318.15,20386561.27,20491789.09,16783356.11,49309425.79,11501023.35,15127054.7,48311039.49,16437241.99,15606677.09,21627311.87,10354829.91,19207498.68,50422479.73,13737029.93,19027144.14,24469635.99,3949865.043,31194548.18,17787335.48,32,201.8016242,10.45737561
0,0,0,0,0,0,0,0,0,0,0,4359.533621,3591.417952,0,0,0,0,7043618.319,6619267.631,12989180.48,76093482,55718216.49,91434665.71,136593227.3,90855763.38,17966824.15,117079261.6,250631769.5,108718432,42758534.21,113815831.2,83324884.79,34074512.83,113713716.5,161356427.6,17150499.99,105166827.7,0,0,9305.599091,0,0,0,0,0,3936.166274,0,0,0,3436.327093,0,11931.99499,0,5319.782922,0,0,412583.9351,33,545.1701907,3.246750843
8817642.851,4902335.134,10910815.41,13063959.54,6068876.919,14854484.3,15066177.41,4555945.11,15490643.41,17346347.65,10351831.07,16358956.91,17031245.04,13025349.86,17389109.07,13497872.1,15200469.56,7753983.289,5966936.837,8154021.36,13289199.52,7098077.944,14947009.64,13573222.92,11984104.2,2577117.752,15138301.48,16959911.8,10694346.36,3874302.48,14426321.72,7434935.337,2142156.466,12885217.03,13065661,1945859.201,10133727.25,6272265.465,7233696.322,15074198,3844774.498,14839864.44,15903231.58,4657622.182,16121196.42,13725640.47,12966443.84,11658094.92,5874012.852,1991273.932,14504409.59,11581087.64,6458598.312,7679361.46,1006932.396,1104960.147,1039756.901,34,293.1753442,5.176986186
6849757.989,3934328.161,7115649.745,6798768.872,2858768.851,7593203.228,7108701.7,2204831.653,7423345.026,7514665.652,5373917.211,7543203.053,8145931.569,5433212.888,8522062.453,8429860.043,6857129.723,8591174.693,4862563.389,8510062.157,9217750.56,4514795.701,8860189.918,9428908.655,7418730.608,1505477.569,7483682.543,9569464.874,7909135.077,2019389.888,8911625.092,5634800.006,1090317.495,6500903.491,8441790.814,1017051.235,6782420.569,6299366.38,6793120.992,8560295.103,2459725.942,7271660.085,8293559.572,3225248.075,7020467.027,8042372.812,6472721.25,7930607.131,4151327.683,1337622.836,7866330.862,8601174.348,3453578.852,5784620.699,12385543.7,9081215.466,8788350.637,35,216.1131184,2.225801238
37625380.23,47212749.05,19073313.17,3560778.672,1035725.148,3543734.473,3555348.286,470038.4689,3413967.375,3655909.978,1892493.595,3578189.323,4694382.628,1996654.394,4558347.459,3696686.624,2678637.777,8293761.013,12409657.36,4468193.1,3318604.321,2287468.685,2385008.435,6986211.21,3030490.511,383405.2896,2671875.81,8875149.47,3131904.291,610483.8368,1977429.157,2864585.474,206021.6914,2142768.727,3830571.699,166324.3925,1684116.243,4260912.603,7176730.486,4421151.302,656788.8047,2113079.342,4492631.17,731592.8545,2511848.42,3233910.212,3509998.966,1895182.99,1357218.452,524886.0382,1896215.579,3003412.457,1982929.88,1257339.103,2508681.69,3125128.971,2550936.852,36,449.149398,5.014251333
