Query,KO,Score
2727721288,K00673,523
2727720311,K01465,523
2727718658,K04771,523
2727717730,K06192,523
2727719492,K07147,523
2727720840,K00003,521
2727718715,K03797,521
2727721568,K08177,521
2727720350,K00147,519
2727720411,K01183,519
2727717860,K07300,519
2727719973,K09927,517
2727718443,K01866,516
2727720925,K01903,516
2727719066,K01839,515
2727721565,K00253,514
2727719712,K01945,514
2727720314,K15582,514
2727719528,K00228,513
2727720883,K00560,513
2727719221,K02653,513
2727719211,K03522,513
2727720953,K12369,513
2727721215,K00681,512
2727721285,K07267,512
2727718512,K10943,512
2727718847,K01669,510
2727719304,K00252,509
2727721291,K01997,509
2727721865,K01207,508
2727720573,K00375,507
2727721839,K00426,507
2727719109,K00625,507
2727719312,K00823,507
2727720777,K02037,507
2727719173,K03758,506
2727718054,K06180,505
2727719698,K07636,505
2727719117,K03305,504
2727719970,K00873,503
2727721302,K01077,503
2727721453,K00639,502
2727720839,K14260,502
2727720260,K01012,501
2727720798,K02517,500
2727717535,K02057,499
2727718716,K14682,499
2727719307,K00930,498
2727720168,K02492,498
2727718578,K03592,498
2727718918,K06941,498
2727720672,K07391,498
2727719196,K01956,497
2727718988,K03500,497
2727718757,K01697,496
2727718774,K09458,495
2727719453,K12979,495
2727717693,K01265,493
2727720107,K02670,493
2727718287,K11720,493
2727721607,K06179,492
2727721044,K16238,492
2727719310,K18303,491
2727721021,K01667,490
2727719275,K12452,490
2727719050,K22452,490
2727719067,K00758,489
2727720880,K02404,489
2727717626,K22504,489
2727718087,K00526,488
2727718190,K00626,488
2727721084,K01524,488
2727720114,K01624,488
2727720417,K00097,487
2727718694,K03092,487
2727721048,K01679,486
2727719433,K02523,486
2727721227,K00822,485
2727721534,K03321,484
2727718332,K09808,484
2727720138,K03641,483
2727720954,K12370,483
2727718665,K02818,481
2727717488,K06076,480
2727720426,K07715,480
2727719499,K08218,480
2727719863,K11927,480
2727720236,K02338,479
2727718759,K00507,478
2727720365,K00856,478
2727721153,K09471,477
2727721345,K05936,476
2727720701,K11895,475
2727719674,K00053,474
2727718030,K01990,474
2727719484,K08223,474
2727718765,K00566,473
2727721339,K02016,473
2727719478,K02302,473
2727720285,K03569,473
2727720303,K03531,472
2727720616,K06942,472
2727719790,K00620,471
2727721429,K00970,470
2727721444,K03686,470
2727721750,K02034,469
2727720776,K02038,469
2727720807,K00451,468
2727721075,K08307,467
2727719883,K11018,467
2727720922,K00658,466
2727721354,K07241,466
2727717604,K07335,466
2727720578,K08324,466
2727718015,K04083,465
2727718232,K03119,464
2727719078,K09773,464
2727718216,K11003,464
2727717621,K22486,464
2727721454,K00060,463
2727718545,K00500,463
2727717594,K01999,463
2727720418,K03771,463
2727721573,K07006,463
2727718468,K07258,463
2727717777,K09903,463
2727720535,K13020,463
2727720167,K02835,462
2727721270,K02361,461
2727720257,K03642,461
2727720404,K01142,460
2727720106,K02669,460
2727718942,K03601,460
2727721252,K01439,459
2727718250,K02396,459
2727717602,K09760,459
2727720596,K03581,458
2727720296,K01925,457
2727719855,K21405,457
2727721336,K02224,456
2727719026,K05813,456
2727719836,K18139,456
2727717890,K00795,455
2727721749,K02033,455
2727719599,K02108,455
2727721085,K03284,455
2727721202,K15342,455
2727718925,K03554,454
2727717717,K11754,454
2727719770,K00768,453
2727719216,K01448,453
2727720172,K02668,453
2727718397,K06916,453
2727718173,K08086,453
2727720803,K00297,452
2727720855,K03412,452
2727721393,K03553,452
2727720563,K11071,452
2727718414,K19804,452
2727718784,K00763,451
2727719823,K02066,451
2727721485,K10815,451
2727721120,K00108,450
2727718793,K00605,450
2727720086,K01589,450
2727719423,K06987,450
2727720806,K00457,449
2727719879,K01092,449
2727720420,K07102,449
2727720970,K00998,448
2727720294,K01929,448
2727718985,K01933,448
2727717484,K10764,448
2727717803,K00974,446
2727721006,K03218,446
2727720431,K03551,446
2727718451,K13038,446
2727717778,K02357,445
2727718663,K02024,444
2727719232,K00123,443
2727720173,K02667,443
2727719542,K00121,442
2727717766,K00748,442
2727721341,K02234,442
2727717782,K08178,442
2727720493,K03040,441
2727718876,K01737,440
2727717828,K02556,440
2727721856,K03100,439
2727719513,K07552,439
2727717772,K11749,438
2727717541,K14170,438
2727720913,K00024,437
2727720613,K00948,437
2727721152,K11076,437
2727719342,K22213,437
2727720980,K01599,436
2727721283,K16301,436
2727719405,K00528,435
2727721484,K10816,435
2727718509,K02410,434
2727720118,K00134,433
2727719062,K00145,432
2727719831,K01992,432
2727720912,K02836,432
2727720836,K03885,432
2727721731,K11075,432
2727718795,K01894,431
2727721482,K02054,431
2727718363,K02557,431
2727718175,K00133,430
2727719175,K00523,430
2727718864,K01753,430
2727718435,K02075,430
2727718407,K03325,430
2727719984,K03699,430
2727721481,K02053,429
2727719430,K03979,429
2727721636,K06163,429
2727720538,K13017,429
2727719919,K01479,428
2727721483,K02055,428
2727718382,K02401,428
2727720059,K05994,428
2727721730,K11073,428
2727720692,K11890,428
2727719188,K00796,426
2727718559,K01962,426
2727718471,K03644,426
2727718165,K01409,425
2727721489,K01424,425
2727718958,K18850,425
2727717630,K22506,425
2727721898,K01451,424
2727719460,K02662,424
2727721738,K05998,424
2727717656,K06182,424
2727720565,K11069,424
2727720778,K02040,423
2727720562,K11072,423
2727721098,K13292,423
2727718210,K00384,422
2727718409,K03274,422
2727721166,K01889,421
2727720765,K05539,421
2727719046,K03787,420
2727721493,K07053,420
2727718286,K07091,420
2727717665,K08642,420
2727719241,K00989,419
2727719206,K02455,419
2727720064,K02496,419
2727717832,K00259,418
2727718638,K20090,418
2727721637,K06164,417
2727718481,K05794,416
2727720706,K11902,415
2727720456,K02863,414
2727718907,K04087,414
2727719336,K07116,414
2727719375,K11688,414
2727717586,K00154,413
2727719261,K02407,413
2727721706,K11535,413
2727719665,K02275,412
2727721732,K11074,412
2727719214,K18979,412
2727719238,K07639,411
2727718725,K09799,411
2727718867,K10680,411
2727720951,K16872,411
2727717450,K20977,411
2727717580,K00946,410
2727720340,K05020,410
2727720564,K11070,410
2727719170,K00926,409
2727720876,K02342,409
2727721349,K03399,409
2727721055,K03593,409
2727718779,K03621,408
2727718404,K18928,408
2727720926,K01902,407
2727718243,K06188,407
2727720956,K12372,406
2727720436,K23127,406
2727720406,K01011,405
2727718500,K02419,405
2727721346,K03394,405
2727719481,K07058,404
2727718952,K13634,404
2727720315,K15583,404
2727721509,K02394,403
2727718854,K05916,403
2727720687,K11892,403
2727719311,K12340,403
2727717637,K22510,403
2727719672,K01613,402
2727717795,K03317,402
2727721505,K02390,401
2727717927,K03502,401
2727720316,K10823,401
2727721649,K02012,400
2727719041,K00554,399
2727719989,K02527,399
2727721686,K01775,398
2727720065,K02498,398
2727719641,K03118,398
2727719813,K07084,398
2727718912,K17713,398
2727720960,K03312,396
2727719517,K03543,396
2727721157,K03074,395
2727719024,K05815,395
2727717531,K06175,395
2727719959,K17245,395
2727718885,K03639,394
2727719122,K08304,394
2727720229,K19170,394
2727721268,K01252,393
2727718194,K01710,393
2727721344,K02189,393
2727718908,K04088,393
2727719715,K05540,393
2727720502,K06217,393
2727719656,K02257,392
2727718968,K07708,392
2727721447,K15125,392
2727717773,K00099,391
2727719466,K01735,391
2727719661,K02276,391
2727721394,K03705,391
2727721562,K13766,391
2727718248,K05526,389
2727720228,K19169,389
2727717566,K01438,388
2727720301,K03589,388
2727718268,K17244,388
2727721526,K22468,388
2727717742,K01358,387
2727719699,K07657,387
2727718819,K01627,386
2727720290,K03438,386
2727721701,K01433,385
2727717724,K01778,385
2727718251,K02395,385
2727721859,K03595,385
2727719532,K10012,385
2727721623,K13635,385
2727719651,K00817,384
2727718939,K01738,384
2727720369,K01920,384
2727717769,K02536,384
2727721887,K02843,384
2727717554,K06013,384
2727718714,K22719,384
2727718778,K00648,383
2727718944,K03527,382
2727719070,K03575,382
2727721633,K06162,382
2727719186,K07004,382
2727721199,K19124,382
2727717875,K20542,382
2727721601,K00254,381
2727718739,K04761,381
2727718270,K17246,381
2727719350,K00574,380
2727720089,K01923,380
2727719594,K02115,380
2727719995,K07638,380
2727717767,K00677,379
2727721627,K02048,379
2727721422,K03585,379
2727720298,K02563,378
2727721688,K11017,378
2727721461,K00655,377
2727721286,K00840,377
2727719343,K10536,377
2727717669,K02073,376
2727720959,K06969,376
2727717447,K00766,375
2727720982,K07259,375
2727720955,K12371,374
2727718292,K00364,373
2727717500,K00858,373
2727717703,K04564,373
2727721624,K02045,372
2727719614,K07056,372
2727719071,K07444,372
2727721072,K09861,372
2727720986,K00057,371
2727718531,K02064,371
2727720279,K02346,371
2727721849,K03417,371
2727717536,K03750,371
2727719025,K05814,371
2727720619,K10009,371
2727720300,K01921,370
2727720442,K03089,370
2727717445,K07320,370
2727719962,K10111,370
2727718866,K19286,370
2727720261,K00652,369
2727718392,K10440,369
2727717775,K00806,368
2727719743,K01423,368
2727719098,K03449,368
2727717518,K08970,368
2727719876,K00609,367
2727719625,K01488,367
2727718167,K01963,366
2727720894,K05888,366
2727721404,K09919,366
2727720445,K03110,365
2727717639,K13285,365
2727719821,K00674,364
2727719709,K03562,364
2727719983,K03648,364
2727720496,K07140,364
2727719630,K08994,364
2727717901,K01609,363
2727721110,K11752,363
2727721577,K15269,363
2727718459,K21825,363
2727719650,K01693,362
2727720061,K01749,362
2727718756,K01758,361
2727721650,K02010,361
2727720470,K02886,361
2727718749,K06178,361
2727717479,K07799,361
2727720784,K00332,360
2727718903,K00428,360
2727719298,K14540,360
2727719397,K15011,360
2727720146,K00324,359
2727719049,K03087,359
2727719349,K09701,359
2727720331,K01620,358
2727721480,K02052,358
2727720131,K10001,358
2727720321,K01912,357
2727720631,K06131,357
2727718411,K21344,357
2727718777,K00645,355
2727718929,K00226,354
2727720826,K02687,354
2727719878,K09761,354
2727719060,K00575,353
2727719286,K00963,353
2727719508,K02204,353
2727720988,K03184,353
2727721395,K08305,353
2727718494,K03185,352
2727719212,K03521,352
2727718470,K03801,352
2727721376,K00075,351
2727720265,K02169,351
2727718951,K00390,350
2727720847,K02227,350
2727720767,K02428,350
2727720379,K03799,350
2727717598,K09001,350
2727718806,K10942,350
2727718947,K11753,350
2727721030,K00406,349
2727718347,K02291,349
2727718737,K03609,349
2727717530,K07115,349
2727720837,K08195,349
2727720378,K00604,348
2727719022,K01126,348
2727721433,K01918,348
2727721338,K02015,348
2727718963,K03814,348
2727719427,K10015,347
2727721366,K00208,346
2727718772,K02619,346
2727717664,K03457,346
2727721700,K01491,345
2727721569,K02477,345
2727720375,K04096,345
2727718323,K06145,345
2727719281,K07225,345
2727718928,K15777,345
2727720550,K21645,345
2727721604,K04773,344
2727718055,K05810,344
2727719115,K06177,344
2727718399,K12339,344
2727717627,K22511,344
2727718955,K01714,343
2727721691,K06911,343
2727721197,K19123,343
2727720775,K02036,342
2727719756,K02340,342
2727718766,K08224,341
2727720808,K16171,341
2727718539,K23124,341
2727717575,K00793,340
2727721656,K12658,340
2727719999,K00344,339
2727718752,K00791,339
2727719988,K02841,338
2727719487,K07243,338
2727720313,K15581,338
2727718186,K05820,337
2727718391,K10439,337
2727720036,K19337,337
2727719157,K03149,336
2727720066,K03566,336
2727720500,K06189,336
2727717915,K07214,336
2727721379,K07667,336
2727719380,K09824,336
2727718581,K07019,335
2727720843,K12686,335
2727721355,K02225,334
2727720121,K02444,334
2727721260,K03177,334
2727719023,K05816,334
2727717547,K01495,333
2727720430,K02858,333
2727719114,K06879,333
2727721094,K07240,333
2727721293,K01995,332
2727719584,K00019,330
2727720603,K01525,330
2727719747,K01673,330
2727719822,K02065,330
2727720276,K05595,330
2727721477,K07402,330
2727717696,K07814,330
2727718964,K00014,329
2727720041,K00941,329
2727718381,K02421,329
2727719647,K02500,329
2727717552,K06949,329
2727720428,K07711,329
2727721017,K20534,329
2727720783,K00331,328
2727719845,K01419,328
2727719657,K02259,328
2727719089,K02341,328
2727719506,K06966,328
2727718235,K15551,328
2727718637,K20089,328
2727721599,K21420,328
2727719777,K03524,327
2727718981,K03574,327
2727721911,K12206,327
2727719180,K00018,326
2727721881,K00074,326
2727719968,K02440,326
2727717779,K02967,326
2727720832,K03183,326
2727718698,K06958,326
2727720184,K13408,326
2727721595,K00215,325
2727720532,K00797,325
2727718972,K03576,325
2727718689,K06041,325
2727719428,K10016,325
2727718233,K15552,324
2727718192,K00973,323
2727718733,K01507,323
2727717776,K02838,323
2727719429,K10013,323
2727721337,K19221,323
2727718953,K00059,322
2727718520,K14347,322
2727718390,K03484,321
2727721450,K03776,321
2727719004,K07791,321
2727720918,K00240,320
2727718091,K03547,320
2727718769,K04517,320
2727721141,K05896,320
2727720468,K02926,319
2727721180,K06980,319
2727719091,K07082,319
2727718522,K07262,319
2727720071,K00640,318
2727721625,K02047,318
2727719602,K03496,318
2727717507,K05541,318
2727721602,K09019,318
2727718640,K20086,318
2727721432,K00606,317
2727717690,K02030,317
2727718253,K02393,317
2727720473,K02982,317
2727719038,K04763,317
2727720495,K01425,316
2727720677,K02297,316
2727719606,K22900,316
2727718708,K00912,315
2727720971,K08311,315
2727720695,K11903,315
2727719242,K20074,315
2727720443,K09811,314
2727720779,K01803,313
2727721780,K06905,313
2727719017,K01420,312
2727718011,K01497,312
2727719276,K01709,312
2727718544,K16011,312
2727719087,K03424,311
2727720284,K03570,311
2727721037,K11925,311
2727720230,K19171,311
2727720031,K01625,310
2727721557,K01640,310
2727719648,K01814,310
2727718281,K03324,310
2727721852,K03598,310
2727718982,K06923,310
2727719294,K07735,310
2727721317,K00499,309
2727719263,K02406,309
2727720132,K02528,309
2727719932,K05786,309
2727717458,K19416,309
2727720618,K02424,308
2727720537,K13018,308
2727719055,K08591,307
2727720377,K01462,306
2727721294,K01996,306
2727718580,K03831,306
2727719601,K03497,305
2727718053,K05807,305
2727720615,K01056,304
2727720134,K06287,304
2727718874,K08646,304
2727719426,K10017,304
2727717551,K00023,303
2727720786,K00334,303
2727721507,K02392,303
2727718480,K02483,303
2727721635,K05781,303
2727717634,K22507,303
2727720659,K00978,302
2727718458,K10023,302
2727718730,K00245,301
2727721350,K02303,301
2727720482,K02933,301
2727721789,K06908,301
2727721087,K08281,301
2727721876,K00020,300
2727718395,K00852,300
2727721381,K01548,300
2727718434,K02077,300
2727718699,K03186,300
2727721042,K03736,300
2727717474,K03924,300
2727719033,K06181,298
2727721387,K07090,298
2727718986,K11175,298
2727720611,K00919,297
2727717903,K01046,297
2727720034,K01057,297
2727718168,K01695,297
2727718540,K07160,297
2727720104,K00286,296
2727721047,K01784,296
2727719526,K03928,296
2727718058,K06950,295
2727717774,K00981,294
2727719068,K01619,294
2727718422,K03435,294
2727717765,K03470,294
2727719776,K03525,294
2727720249,K05846,294
2727720035,K00845,293
2727719015,K02533,293
2727720027,K05782,293
2727720664,K00411,292
2727720886,K00568,292
2727721372,K00767,292
2727721512,K02397,292
2727719848,K03561,292
2727718880,K09930,292
2727720128,K10004,292
2727720608,K10563,292
2727718403,K00782,291
2727718550,K03768,291
2727721146,K06153,291
2727720444,K09812,291
2727718592,K15634,291
2727721226,K21699,291
2727720160,K01069,290
2727718736,K03610,290
2727721679,K15268,290
2727721626,K02046,289
2727720679,K02299,289
2727718558,K04075,289
2727720879,K04562,288
2727720622,K00459,287
2727719667,K01935,287
2727721083,K02039,287
2727721862,K03474,287
2727719706,K03710,287
2727718171,K06173,287
2727721892,K11206,287
2727721758,K01150,286
2727717449,K01658,286
2727717667,K02071,286
2727721587,K01515,285
2727721416,K02379,285
2727721210,K02598,285
2727718352,K10010,285
2727718456,K10022,285
2727719234,K00124,284
2727718304,K03769,284
2727717753,K05596,284
2727719376,K11689,284
2727720666,K00413,283
2727719748,K00969,283
2727719335,K01233,283
2727718066,K01783,283
2727719093,K02020,283
2727718693,K06861,283
2727719613,K07121,283
2727718436,K02074,282
2727719200,K02460,282
2727718875,K06920,282
2727719996,K07659,282
2727718940,K10716,282
2727720327,K22132,282
2727718282,K00798,281
2727718181,K01704,281
2727720063,K01719,281
2727720492,K02986,281
2727719177,K03439,281
2727719240,K04775,281
2727720130,K10003,281
2727721212,K04069,280
2727720605,K09795,280
2727719218,K18778,280
2727719653,K00765,279
2727718705,K00939,279
2727717658,K11209,279
2727719778,K21345,278
2727718991,K00761,277
2727720878,K02405,277
2727718984,K10763,277
2727719199,K02461,276
2727720250,K05845,276
2727720248,K05847,276
2727719085,K06167,276
2727718888,K01574,275
2727721082,K01807,275
2727718255,K02391,275
2727720667,K03599,275
2727719065,K03784,275
2727719474,K02849,274
2727720467,K02906,274
2727718706,K00979,273
2727721081,K01770,273
2727721163,K02520,273
2727720283,K03571,273
2727721032,K00405,272
2727720474,K02878,272
2727720693,K11901,272
2727717802,K00329,271
2727719064,K02871,271
2727721041,K07394,271
2727719237,K07661,271
2727718234,K10831,271
2727720958,K00954,270
2727720623,K13051,270
2727720384,K21029,270
2727719104,K03386,269
2727718588,K09941,269
2727719278,K00772,268
2727721850,K03088,267
2727721858,K03685,267
2727718047,K06160,267
2727718457,K10024,267
2727720403,K00762,266
2727718919,K00940,266
2727718483,K03717,266
2727720398,K07215,266
2727718657,K10773,266
2727719543,K01070,265
2727720264,K02170,265
2727719649,K02501,265
2727718611,K02566,265
2727719695,K03806,265
2727720389,K04047,265
2727720984,K03071,264
2727718492,K03981,264
2727721517,K00481,263
2727718373,K02411,263
2727720491,K02948,263
2727718094,K07497,263
2727718585,K01061,262
2727719190,K02427,262
2727720968,K08715,262
2727718933,K01494,261
2727720306,K03637,261
2727719048,K06194,261
2727719579,K06222,261
2727719825,K07323,261
2727720935,K00876,260
2727717677,K01297,260
2727718618,K02429,260
2727719611,K03271,260
2727719858,K06183,260
2727721095,K02029,259
2727717579,K03625,259
2727718408,K05799,259
2727720105,K06997,259
2727719047,K00573,258
2727720530,K03793,258
2727718424,K00882,257
2727718413,K01591,257
2727718551,K03269,257
2727718797,K03411,257
